CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Weight,Price,Brand_Acer,Brand_Apple,Brand_Asus,Brand_Dell,Brand_HP,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Microsoft,Brand_Other,OS_Other,OS_Windows 10,OS_Windows 11
28523.0,23757.0,15.6,2560,1440,32.0,4096.0,2.3,2569.0,False,False,True,False,False,False,False,False,False,False,False,True,False
23276.0,22459.0,15.6,1920,1080,16.0,2048.0,2.0,1879.0,False,False,True,False,False,False,False,False,False,False,False,True,False
35380.0,13357.0,14.2,3024,1964,64.0,512.0,1.6,3699.0,False,True,False,False,False,False,False,False,False,False,False,True,False
2003.0,1476.0,11.6,1920,1200,4.0,64.0,1.91,269.95,False,False,False,False,False,False,False,False,False,True,False,False,True
15084.0,1792.0,14.0,1920,1200,8.0,1024.0,2.42,615.0,False,False,False,True,False,False,False,False,False,False,False,False,True
24971.0,4253.0,14.0,1920,1080,32.0,1000.0,1.48,984.05,False,False,False,True,False,False,False,False,False,False,False,True,False
17329.0,1449.0,16.5,1920,1080,12.0,512.0,2.37,629.99,False,False,False,False,True,False,False,False,False,False,False,False,True
8473.0,12961.0,15.6,1920,1080,16.0,1024.0,3.58,747.99,True,False,False,False,False,False,False,False,False,False,False,True,False
18435.0,7320.0,15.6,1920,1080,16.0,1024.0,2.68,714.99,False,False,False,False,True,False,False,False,False,False,False,False,True
7646.0,11706.0,15.6,1920,1080,16.0,512.0,1.86,939.99,False,False,False,False,False,False,False,True,False,False,False,False,True
17229.0,6020.0,16.0,1920,1200,32.0,1024.0,1.86,1449.0,False,False,False,True,False,False,False,False,False,False,False,False,True
2625.0,1818.0,16.0,1920,1080,16.0,512.0,0.64,769.99,False,False,False,True,False,False,False,False,False,False,False,False,True
9891.0,2690.0,15.6,1920,1080,16.0,512.0,1.77,569.79,False,False,False,True,False,False,False,False,False,False,False,False,True
26423.0,4253.0,14.0,1920,1080,8.0,512.0,2.23,738.99,False,False,False,False,False,False,True,False,False,False,False,False,True
9891.0,926.0,15.6,1920,1080,16.0,256.0,1.77,536.99,False,False,False,False,True,False,False,False,False,False,False,True,False
14922.0,1792.0,14.0,1920,1080,16.0,256.0,1.34,699.99,False,False,False,False,True,False,False,False,False,False,False,True,False
9891.0,2690.0,15.6,1920,1080,8.0,512.0,2.22,519.46,False,False,False,True,False,False,False,False,False,False,False,True,False
8270.0,4253.0,15.0,2560,1600,8.0,512.0,2.45,735.28,False,False,False,False,False,False,False,False,True,False,False,True,False
20356.0,1792.0,16.0,1920,1080,40.0,1024.0,2.15,714.49,False,False,True,False,False,False,False,False,False,False,False,False,True
34115.0,13370.0,16.0,1920,1200,32.0,1024.0,2.4,3057.95,False,False,False,False,True,False,False,False,False,False,False,True,False
2625.0,926.0,15.6,1920,1080,16.0,1024.0,1.68,1383.71,False,False,False,False,False,True,False,False,False,False,False,False,True
15287.0,2690.0,15.6,1920,1080,16.0,512.0,1.77,966.79,False,False,False,False,True,False,False,False,False,False,False,False,True
26423.0,26876.0,15.6,1920,1080,16.0,1024.0,2.23,1199.49,False,False,True,False,False,False,False,False,False,False,False,False,True
12421.0,2690.0,17.3,1920,1080,12.0,512.0,2.54,1399.99,False,False,False,False,True,False,False,False,False,False,False,True,False
10346.0,2690.0,15.6,1920,1080,40.0,1024.0,1.65,949.99,True,False,False,False,False,False,False,False,False,False,False,False,True
15398.0,2152.0,15.3,2880,1864,16.0,256.0,1.5,1299.0,False,True,False,False,False,False,False,False,False,False,False,True,False
26423.0,17089.0,16.0,2560,1600,32.0,1024.0,2.45,1699.0,False,False,False,False,False,False,False,True,False,False,False,False,True
38538.0,13772.0,16.0,1920,1200,32.0,512.0,2.7,2572.02,False,False,False,True,False,False,False,False,False,False,False,True,False
23284.0,926.0,16.0,1920,1200,8.0,512.0,1.39,799.99,False,False,True,False,False,False,False,False,False,False,False,False,True
17229.0,2690.0,16.0,2560,1600,16.0,1024.0,1.48,1149.99,False,False,False,False,False,True,False,False,False,False,False,False,True
15084.0,12961.0,15.6,1920,1080,8.0,256.0,2.15,699.0,True,False,False,False,False,False,False,False,False,False,False,True,False
34115.0,926.0,16.0,3840,2400,12.0,1024.0,2.95,2189.0,False,False,False,False,False,False,True,False,False,False,False,True,False
17546.0,2690.0,16.0,1920,1200,24.0,512.0,2.12,1359.0,False,False,False,False,False,False,True,False,False,False,False,False,True
21088.0,22064.0,14.0,1920,1200,32.0,1024.0,1.34,2162.99,False,False,False,False,False,False,True,False,False,False,False,True,False
10936.0,11706.0,15.6,1920,1080,16.0,512.0,2.0,1599.9,False,False,True,False,False,False,False,False,False,False,False,True,False
14043.0,2690.0,14.0,1920,1080,16.0,1024.0,1.67,1309.0,False,False,False,True,False,False,False,False,False,False,False,False,True
2130.0,751.0,10.1,1920,1200,16.0,128.0,1.48,599.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4982.0,1476.0,15.6,1366,768,8.0,256.0,1.7,796.0,False,False,True,False,False,False,False,False,False,False,False,False,True
15348.0,1971.0,15.6,1920,1080,8.0,256.0,1.61,1114.95,False,False,False,True,False,False,False,False,False,False,False,True,False
26423.0,12961.0,15.6,1920,1200,16.0,512.0,1.91,1847.99,False,False,False,True,False,False,False,False,False,False,False,False,True
25569.0,1476.0,15.6,1920,1080,16.0,512.0,3.64,1385.99,False,False,False,True,False,False,False,False,False,False,False,False,True
13144.0,1792.0,15.6,1920,1080,8.0,256.0,2.0,535.0,False,False,False,False,True,False,False,False,False,False,False,False,True
15826.0,10181.0,15.6,1920,1080,16.0,512.0,2.2,949.99,False,False,False,False,False,False,False,False,False,True,False,True,False
23276.0,23757.0,16.0,1920,1080,32.0,2048.0,2.68,1599.99,False,False,True,False,False,False,False,False,False,False,False,False,True
13554.0,1971.0,12.4,1536,1024,16.0,256.0,1.13,1099.95,False,False,False,False,False,False,False,False,True,False,False,True,False
9891.0,926.0,17.3,1920,1080,32.0,1024.0,2.22,878.79,False,False,False,False,True,False,False,False,False,False,False,False,True
18877.0,2152.0,14.2,3024,1964,16.0,2048.0,1.5,2399.0,False,True,False,False,False,False,False,False,False,False,False,True,False
14043.0,2690.0,14.0,1920,1200,16.0,512.0,1.99,2380.35,False,False,False,False,True,False,False,False,False,False,False,False,True
13144.0,240.0,15.6,1920,1080,8.0,256.0,1.65,528.95,False,False,False,False,False,False,True,False,False,False,False,True,False
3451.0,926.0,14.0,1920,1080,8.0,256.0,1.36,1599.99,False,False,False,False,False,False,True,False,False,False,False,True,False
26423.0,23757.0,15.6,2560,1440,16.0,1024.0,2.4,2479.0,False,False,False,False,False,False,False,False,False,True,False,False,True
3451.0,926.0,14.0,1920,1080,16.0,512.0,1.45,1599.99,False,False,False,False,False,False,True,False,False,False,False,True,False
15287.0,926.0,17.3,1600,900,64.0,2048.0,2.22,1199.99,False,False,False,False,True,False,False,False,False,False,False,False,True
26423.0,17089.0,15.6,1920,1080,16.0,2048.0,2.68,1669.0,False,False,False,True,False,False,False,False,False,False,False,False,True
19333.0,1971.0,16.0,2560,1600,16.0,1024.0,1.2,1512.0,False,False,False,False,False,True,False,False,False,False,False,True,False
13144.0,2008.0,15.6,1366,768,8.0,256.0,1.7,419.0,False,False,False,False,True,False,False,False,False,False,False,False,True
10346.0,926.0,14.0,1920,1080,16.0,512.0,1.45,899.99,False,False,False,False,True,False,False,False,False,False,False,True,False
23728.0,12961.0,17.0,1920,1200,32.0,2000.0,3.64,2761.59,False,False,False,True,False,False,False,False,False,False,False,False,True
9716.0,240.0,15.6,1366,768,8.0,256.0,1.73,361.97,False,False,False,False,True,False,False,False,False,False,False,False,True
28003.0,7320.0,16.0,1920,1200,32.0,1024.0,1.81,1549.0,True,False,False,False,False,False,False,False,False,False,False,True,False
8473.0,12961.0,15.6,1920,1080,16.0,512.0,2.3,969.0,True,False,False,False,False,False,False,False,False,False,False,False,True
23805.0,3013.0,14.2,3024,1964,18.0,2048.0,1.6,2599.0,False,True,False,False,False,False,False,False,False,False,False,True,False
2130.0,751.0,14.0,1920,1080,4.0,128.0,1.61,405.99,False,False,True,False,False,False,False,False,False,False,False,True,False
5897.0,1865.0,14.0,1920,1080,8.0,256.0,1.77,1010.0,False,False,False,False,False,False,True,False,False,False,False,True,False
9891.0,2690.0,14.0,1920,1080,8.0,512.0,1.77,699.79,False,False,False,False,True,False,False,False,False,False,False,True,False
19012.0,12961.0,15.6,1920,1080,24.0,1024.0,1.88,1039.0,False,False,False,True,False,False,False,False,False,False,False,True,False
18462.0,4601.0,15.6,1920,1080,64.0,2048.0,1.64,1369.0,False,False,False,True,False,False,False,False,False,False,False,False,True
28003.0,15597.0,16.0,1920,1200,32.0,2048.0,2.0,2449.99,False,False,False,False,False,False,True,False,False,False,False,False,True
17229.0,17089.0,15.6,1920,1080,16.0,512.0,1.8,1399.0,False,False,False,False,False,False,False,True,False,False,False,False,True
29805.0,12961.0,15.6,1920,1080,16.0,1024.0,2.22,969.79,True,False,False,False,False,False,False,False,False,False,False,False,True
13775.0,926.0,15.6,1920,1080,16.0,512.0,1.77,814.99,False,False,False,True,False,False,False,False,False,False,False,False,True
26423.0,17089.0,15.6,1920,1080,16.0,512.0,2.6,1399.0,True,False,False,False,False,False,False,False,False,False,False,False,True
1326.0,926.0,15.6,1920,1080,8.0,512.0,2.16,1046.52,False,False,False,False,False,True,False,False,False,False,False,False,True
17329.0,2690.0,16.0,1920,1200,32.0,1024.0,1.56,1279.0,False,False,False,False,False,False,True,False,False,False,False,False,True
10346.0,2690.0,15.6,1920,1080,12.0,256.0,1.77,886.78,False,False,False,False,True,False,False,False,False,False,False,False,True
6136.0,926.0,13.3,1920,1080,16.0,2048.0,1.32,1179.99,False,False,False,False,False,False,True,False,False,False,False,True,False
32140.0,19560.0,15.6,1920,1200,16.0,512.0,2.5,1699.99,False,False,True,False,False,False,False,False,False,False,False,False,True
9970.0,1476.0,14.0,1920,1080,8.0,256.0,2.9,1399.99,False,False,False,False,False,False,True,False,False,False,False,True,False
188.0,4253.0,14.0,1366,768,4.0,128.0,2.11,340.99,False,False,False,False,False,False,True,False,False,False,True,False,False
6026.0,1402.0,14.0,1920,1080,8.0,512.0,1.77,969.99,False,False,False,False,False,False,True,False,False,False,False,True,False
35380.0,13357.0,14.2,3024,1964,64.0,512.0,1.6,3699.0,False,True,False,False,False,False,False,False,False,False,False,True,False
20356.0,1792.0,16.0,1920,1080,24.0,1024.0,2.22,679.99,False,False,True,False,False,False,False,False,False,False,False,False,True
15853.0,2040.0,16.0,1920,1200,16.0,512.0,2.1,899.0,False,False,False,False,False,False,True,False,False,False,False,False,True
3052.0,1042.0,13.3,1920,1080,16.0,512.0,1.65,12.0,False,False,False,True,False,False,False,False,False,False,False,True,False
9891.0,2690.0,15.6,1366,768,16.0,512.0,1.77,649.79,False,False,False,False,True,False,False,False,False,False,False,False,True
12802.0,1476.0,14.0,1920,1080,32.0,256.0,3.64,1081.25,False,False,False,True,False,False,False,False,False,False,False,False,True
13481.0,2690.0,13.3,1920,1200,8.0,256.0,1.65,949.99,False,False,False,False,False,False,True,False,False,False,False,False,True
6026.0,1476.0,13.3,1920,1080,16.0,256.0,2.7,467.86,False,False,False,True,False,False,False,False,False,False,False,True,False
28003.0,19560.0,15.6,1920,1080,16.0,1024.0,2.3,649.0,False,False,False,False,True,False,False,False,False,False,False,False,True
1988.0,324.0,11.6,1366,768,4.0,32.0,1.18,149.0,False,False,False,False,False,False,False,False,False,True,True,False,False
23276.0,19560.0,15.6,1920,1080,24.0,1024.0,2.58,1259.0,False,False,False,False,False,False,False,False,False,True,False,True,False
28906.0,19560.0,17.3,2560,1600,16.0,1024.0,1.8,1549.0,True,False,False,False,False,False,False,False,False,False,False,True,False
3855.0,891.0,15.6,1920,1080,16.0,1024.0,2.56,719.0,False,False,True,False,False,False,False,False,False,False,False,True,False
15853.0,1792.0,15.6,1920,1080,40.0,1024.0,1.77,899.99,False,False,False,False,False,False,True,False,False,False,False,True,False
3122.0,12961.0,17.0,1920,1200,32.0,1024.0,2.32,2998.38,False,False,False,True,False,False,False,False,False,False,False,False,True
9891.0,2690.0,14.0,1920,1080,12.0,256.0,1.75,599.79,False,False,False,False,True,False,False,False,False,False,False,False,True
164.0,4253.0,11.6,1366,768,4.0,32.0,1.66,171.49,False,False,False,False,True,False,False,False,False,False,False,True,False
26454.0,1476.0,14.0,1920,1080,16.0,256.0,1.23,831.59,False,False,False,True,False,False,False,False,False,False,False,False,True
10984.0,2690.0,14.4,2400,1600,16.0,512.0,1.74,1852.99,False,False,False,False,False,False,False,False,True,False,False,True,False
8185.0,23757.0,15.6,2560,1440,32.0,2000.0,3.64,2083.44,False,False,False,True,False,False,False,False,False,False,False,False,True
7460.0,1042.0,15.6,1920,1080,8.0,256.0,2.0,499.99,False,False,False,True,False,False,False,False,False,False,False,True,False
21088.0,1971.0,15.6,1920,1080,16.0,512.0,1.61,1376.5,False,False,False,True,False,False,False,False,False,False,False,True,False
15348.0,2690.0,13.3,1920,1200,16.0,256.0,0.98,1319.95,False,False,False,True,False,False,False,False,False,False,False,True,False
16980.0,2690.0,16.0,1920,1200,8.0,256.0,1.63,1639.0,False,False,False,False,True,False,False,False,False,False,False,False,True
12421.0,926.0,14.0,1920,1080,12.0,512.0,1.46,1299.99,False,False,False,False,False,False,True,False,False,False,False,True,False
26454.0,12961.0,15.6,1920,1080,16.0,1024.0,1.8,1209.99,False,False,True,False,False,False,False,False,False,False,False,False,True
15398.0,1722.0,13.6,2560,1664,8.0,512.0,1.24,1299.0,False,True,False,False,False,False,False,False,False,False,False,True,False
26454.0,19560.0,16.0,2560,1600,64.0,1024.0,2.25,1750.15,False,False,False,False,False,False,False,True,False,False,False,True,False
7460.0,926.0,15.6,1920,1080,16.0,256.0,1.77,649.79,False,False,False,False,True,False,False,False,False,False,False,True,False
26423.0,17089.0,17.3,1920,1080,16.0,512.0,3.0,1636.99,True,False,False,False,False,False,False,False,False,False,False,False,True
18753.0,926.0,13.3,1920,1200,16.0,256.0,1.77,719.79,False,False,False,True,False,False,False,False,False,False,False,False,True
9475.0,2040.0,15.6,1920,1080,16.0,1024.0,1.5,589.0,False,False,False,False,True,False,False,False,False,False,False,True,False
20247.0,1971.0,14.0,1920,1200,8.0,512.0,1.0,1099.0,False,False,False,False,False,True,False,False,False,False,False,True,False
23728.0,12961.0,15.6,1920,1200,64.0,2000.0,3.64,2105.55,False,False,False,True,False,False,False,False,False,False,False,False,True
23805.0,6010.0,14.2,3024,1964,18.0,512.0,1.6,2199.0,False,True,False,False,False,False,False,False,False,False,False,True,False
15287.0,1476.0,16.0,1920,1200,16.0,512.0,0.89,1063.99,False,False,False,False,False,False,True,False,False,False,False,False,True
10346.0,1476.0,14.0,1920,1080,16.0,512.0,1.45,1449.0,False,False,False,False,False,False,True,False,False,False,False,True,False
15398.0,2152.0,13.6,2560,1664,16.0,256.0,1.24,1299.0,False,True,False,False,False,False,False,False,False,False,False,True,False
14043.0,2690.0,13.5,1920,1280,16.0,1024.0,1.42,2274.99,False,False,False,False,True,False,False,False,False,False,False,True,False
13144.0,2186.0,15.6,1920,1080,8.0,256.0,1.68,598.99,False,False,False,False,False,False,True,False,False,False,False,True,False
28003.0,2690.0,17.3,1920,1080,16.0,512.0,2.49,849.99,False,False,False,False,True,False,False,False,False,False,False,False,True
13251.0,926.0,15.6,1920,1080,8.0,256.0,1.81,918.35,False,False,False,True,False,False,False,False,False,False,False,False,True
13554.0,1971.0,12.4,1536,1024,16.0,256.0,1.13,1149.95,False,False,False,False,False,False,False,False,True,False,False,True,False
15019.0,19603.0,15.6,3840,2160,16.0,512.0,4.1,3359.69,False,False,False,False,False,False,False,False,False,True,False,True,False
2385.0,718.0,14.0,1366,768,4.0,64.0,1.88,589.99,False,False,False,True,False,False,False,False,False,False,True,False,False
15084.0,2040.0,14.0,1920,1200,32.0,2048.0,3.86,1099.0,False,False,False,True,False,False,False,False,False,False,False,True,False
16980.0,2690.0,17.3,1920,1080,32.0,512.0,1.59,714.79,False,False,False,False,True,False,False,False,False,False,False,False,True
15287.0,2690.0,14.0,1920,1080,16.0,512.0,1.21,1924.99,False,False,False,True,False,False,False,False,False,False,False,False,True
28003.0,19560.0,15.6,2560,1440,16.0,1024.0,2.25,1399.0,False,False,False,False,False,False,False,False,False,True,False,False,True
23062.0,1042.0,13.5,2256,1504,8.0,256.0,1.25,940.0,False,False,False,False,False,False,False,False,True,False,False,True,False
24268.0,7320.0,17.3,1920,1080,48.0,1024.0,3.0,1599.0,True,False,False,False,False,False,False,False,False,False,False,False,True
17329.0,2690.0,15.6,1920,1080,32.0,1024.0,2.01,739.99,False,False,False,False,True,False,False,False,False,False,False,False,True
16980.0,2690.0,15.6,1920,1080,16.0,512.0,1.87,1344.62,False,False,False,False,False,False,True,False,False,False,False,False,True
26454.0,12961.0,15.6,1920,1080,16.0,1024.0,1.8,1209.99,False,False,True,False,False,False,False,False,False,False,False,True,False
13775.0,1971.0,13.5,2256,1504,16.0,512.0,1.3,1299.99,False,False,False,False,False,False,False,False,True,False,False,True,False
28003.0,19560.0,16.0,2560,1600,16.0,512.0,2.2,1806.49,False,False,False,False,False,False,True,False,False,False,False,True,False
6132.0,1476.0,15.6,1920,1080,8.0,128.0,1.65,299.99,True,False,False,False,False,False,False,False,False,False,False,False,True
19012.0,12961.0,15.6,1920,1080,8.0,512.0,2.52,879.0,False,False,False,True,False,False,False,False,False,False,False,True,False
23276.0,19560.0,15.6,1920,1080,8.0,512.0,1.99,949.49,False,False,False,False,False,False,False,True,False,False,False,False,True
21088.0,2690.0,14.0,2560,1600,32.0,512.0,1.17,1999.95,False,False,False,False,True,False,False,False,False,False,False,True,False
6132.0,1476.0,15.6,1920,1080,16.0,256.0,1.6,399.99,False,False,False,True,False,False,False,False,False,False,False,False,True
13554.0,2690.0,14.0,1920,1080,8.0,2048.0,1.77,799.79,False,False,False,False,True,False,False,False,False,False,False,False,True
15348.0,1971.0,14.0,1920,1200,16.0,256.0,1.12,1990.01,False,False,False,False,False,False,True,False,False,False,False,True,False
13775.0,6020.0,16.0,1920,1200,32.0,1024.0,3.64,1589.0,False,False,False,True,False,False,False,False,False,False,False,False,True
1235.0,1042.0,15.6,1920,1080,4.0,64.0,1.27,387.99,False,False,False,False,False,False,True,False,False,False,True,False,False
24268.0,19560.0,15.6,2560,1440,16.0,1024.0,2.24,1529.0,False,False,False,False,False,False,True,False,False,False,False,False,True
10346.0,2690.0,14.0,1920,1080,12.0,512.0,1.55,959.0,False,False,False,True,False,False,False,False,False,False,False,True,False
9978.0,1476.0,14.0,1920,1200,8.0,128.0,1.55,412.82,True,False,False,False,False,False,False,False,False,False,False,False,True
29690.0,19560.0,16.0,2560,1600,32.0,1024.0,2.68,1899.0,False,False,False,False,True,False,False,False,False,False,False,False,True
14043.0,2690.0,13.5,2256,1504,16.0,512.0,1.57,1827.99,False,False,False,False,False,False,False,False,True,False,False,True,False
24556.0,7108.0,13.3,1920,1200,16.0,512.0,1.19,1624.95,False,False,False,False,False,False,True,False,False,False,False,True,False
15451.0,2690.0,14.0,1920,1200,32.0,512.0,2.33,1599.0,False,False,False,False,False,False,True,False,False,False,False,False,True
9891.0,2690.0,17.0,1920,1080,8.0,256.0,2.93,589.0,False,False,False,False,True,False,False,False,False,False,False,False,True
23728.0,23757.0,15.6,1920,1080,64.0,1000.0,3.64,1871.09,False,False,False,True,False,False,False,False,False,False,False,False,True
15287.0,2690.0,13.3,1920,1200,16.0,512.0,1.37,1724.95,False,False,False,False,False,False,True,False,False,False,False,False,True
1108.0,1476.0,14.0,1920,1200,4.0,32.0,1.77,279.99,True,False,False,False,False,False,False,False,False,False,True,False,False
21368.0,1792.0,15.6,1920,1080,16.0,512.0,1.6,979.99,False,False,True,False,False,False,False,False,False,False,False,False,True
3108.0,1476.0,15.6,1920,1080,16.0,1024.0,2.2,599.99,False,False,False,False,True,False,False,False,False,False,False,False,True
14501.0,926.0,14.0,1920,1080,8.0,256.0,1.77,612.99,False,False,False,False,False,False,True,False,False,False,False,False,True
13775.0,2690.0,15.6,1920,1080,16.0,512.0,2.82,819.0,False,False,False,False,False,False,True,False,False,False,False,False,True
26364.0,7108.0,15.6,1920,1080,16.0,512.0,1.96,1099.0,False,False,False,False,True,False,False,False,False,False,False,True,False
17229.0,4253.0,15.6,1920,1080,32.0,1000.0,1.83,949.99,False,False,False,False,True,False,False,False,False,False,False,False,True
15398.0,2152.0,13.3,2560,1600,8.0,256.0,1.4,1099.0,False,True,False,False,False,False,False,False,False,False,False,True,False
15451.0,1971.0,13.3,1920,1200,16.0,512.0,0.98,1429.95,False,False,False,True,False,False,False,False,False,False,False,True,False
24556.0,7108.0,14.0,1920,1200,16.0,512.0,0.74,941.45,False,False,False,False,False,False,True,False,False,False,False,True,False
6132.0,926.0,15.6,1920,1080,4.0,512.0,2.22,579.99,True,False,False,False,False,False,False,False,False,False,False,True,False
6228.0,1476.0,14.0,1920,1080,8.0,512.0,1.41,679.99,False,False,False,False,False,False,True,False,False,False,False,True,False
34115.0,926.0,16.0,1920,1080,32.0,1024.0,2.53,2179.05,False,False,False,False,False,False,True,False,False,False,False,False,True
2947.0,2690.0,15.6,1920,1080,32.0,1024.0,1.77,899.99,False,False,False,False,True,False,False,False,False,False,False,False,True
23276.0,14691.0,15.6,1920,1080,16.0,2048.0,2.22,1229.99,False,False,False,False,False,False,False,True,False,False,False,False,True
23358.0,14691.0,16.0,1920,1200,16.0,512.0,2.7,1039.99,True,False,False,False,False,False,False,False,False,False,False,False,True
16506.0,1792.0,15.6,1920,1080,8.0,256.0,2.22,634.49,False,False,False,False,True,False,False,False,False,False,False,False,True
6978.0,1792.0,14.0,1920,1080,12.0,512.0,1.77,739.99,False,False,False,False,False,False,True,False,False,False,False,True,False
13775.0,4601.0,15.6,1920,1080,16.0,512.0,1.75,899.99,False,False,False,False,True,False,False,False,False,False,False,False,True
2935.0,751.0,10.5,1920,1280,8.0,128.0,0.54,629.99,False,False,False,False,False,False,False,False,True,False,False,False,True
23276.0,7320.0,15.6,1920,1080,16.0,512.0,3.0,1209.0,False,False,False,False,False,False,False,True,False,False,False,True,False
10346.0,2690.0,15.6,1920,1080,12.0,512.0,2.0,629.0,False,False,False,False,False,False,True,False,False,False,False,True,False
16980.0,1971.0,13.3,2880,1800,16.0,512.0,1.35,1897.95,False,False,False,False,False,False,True,False,False,False,False,True,False
15451.0,2690.0,13.5,1920,1200,16.0,512.0,1.32,2279.0,False,False,False,False,True,False,False,False,False,False,False,False,True
3855.0,1792.0,15.6,1366,768,8.0,256.0,1.69,469.79,False,False,False,False,True,False,False,False,False,False,False,True,False
13554.0,2690.0,14.0,1920,1080,8.0,256.0,1.77,629.79,False,False,False,False,True,False,False,False,False,False,False,False,True
9891.0,1476.0,15.6,1920,1080,16.0,512.0,1.66,575.0,False,False,False,True,False,False,False,False,False,False,False,True,False
8270.0,4253.0,13.3,1920,1080,16.0,2048.0,2.66,833.9,False,False,False,True,False,False,False,False,False,False,False,False,True
24971.0,2690.0,14.0,1920,1080,16.0,512.0,1.64,529.99,False,False,False,False,False,False,False,False,False,True,False,False,True
21088.0,1971.0,16.0,1920,1200,16.0,512.0,1.76,1849.0,False,False,False,False,True,False,False,False,False,False,False,True,False
9891.0,4253.0,15.6,1920,1080,20.0,1000.0,1.68,599.99,False,False,False,False,False,False,False,False,False,True,False,False,True
28003.0,26876.0,16.0,2880,1800,32.0,1024.0,1.17,2729.99,False,False,False,False,False,False,False,False,False,True,False,False,True
1316.0,972.0,13.3,1920,1200,16.0,256.0,1.06,1184.5,False,False,False,False,False,False,True,False,False,False,False,True,False
23728.0,2438.0,15.6,1920,1080,64.0,2000.0,3.64,1276.97,False,False,False,True,False,False,False,False,False,False,False,False,True
17441.0,12961.0,17.3,1920,1080,16.0,1024.0,2.59,1219.0,True,False,False,False,False,False,False,False,False,False,False,True,False
14812.0,8649.0,18.0,1920,1200,32.0,1000.0,3.64,2470.27,False,False,False,True,False,False,False,False,False,False,False,False,True
1556.0,1476.0,14.0,1920,1080,4.0,64.0,1.24,318.33,False,False,False,False,True,False,False,False,False,False,False,True,False
34115.0,19560.0,16.0,2560,1600,16.0,512.0,2.55,1799.0,False,False,False,False,False,False,True,False,False,False,False,False,True
3919.0,1476.0,13.3,1920,1080,8.0,128.0,1.73,589.99,False,False,False,False,False,False,False,False,False,True,True,False,False
21543.0,6344.0,16.2,3456,2234,16.0,512.0,2.15,2399.0,False,True,False,False,False,False,False,False,False,False,False,True,False
28906.0,19560.0,17.3,2560,1600,64.0,4096.0,2.41,2149.0,True,False,False,False,False,False,False,False,False,False,False,True,False
21525.0,12961.0,17.3,1920,1080,32.0,2048.0,3.0,1118.0,True,False,False,False,False,False,False,False,False,False,False,False,True
26364.0,7108.0,15.6,1920,1080,32.0,1024.0,1.73,2410.75,False,False,False,False,True,False,False,False,False,False,False,False,True
24268.0,19560.0,15.6,2560,1440,64.0,4096.0,2.41,1979.0,False,False,False,False,False,False,True,False,False,False,False,False,True
4982.0,1476.0,14.0,1920,1080,4.0,128.0,1.5,339.97,False,False,False,False,False,False,True,False,False,False,False,False,True
23276.0,22459.0,15.6,1920,1080,32.0,1024.0,2.0,1428.98,False,False,True,False,False,False,False,False,False,False,False,False,True
10298.0,4.0,15.6,3840,2160,32.0,1024.0,2.89,3079.94,False,False,False,False,False,False,True,False,False,False,False,True,False
38538.0,13772.0,16.0,1920,1200,16.0,512.0,1.77,2979.99,False,False,False,False,True,False,False,False,False,False,False,False,True
17229.0,17089.0,15.6,1920,1080,16.0,512.0,1.8,1349.0,False,False,False,False,False,False,False,True,False,False,False,False,True
15853.0,1476.0,15.6,1920,1080,16.0,512.0,1.75,665.0,False,False,False,False,True,False,False,False,False,False,False,True,False
26423.0,2690.0,16.0,3072,1920,16.0,2048.0,2.05,1899.0,False,False,False,False,True,False,False,False,False,False,False,False,True
10346.0,2690.0,13.9,3300,2200,16.0,1024.0,1.5,1534.99,False,False,True,False,False,False,False,False,False,False,False,False,True
34115.0,13772.0,16.0,3840,2400,32.0,1024.0,1.36,3465.99,False,False,False,False,True,False,False,False,False,False,False,False,True
17546.0,2690.0,16.0,1920,1200,16.0,512.0,1.7,1319.0,False,False,False,False,False,False,True,False,False,False,False,False,True
16980.0,2690.0,14.0,1920,1200,16.0,512.0,2.23,1347.01,False,False,False,False,True,False,False,False,False,False,False,False,True
9491.0,1476.0,15.6,1366,768,4.0,128.0,1.77,499.78,False,False,False,False,True,False,False,False,False,False,False,True,False
24971.0,2690.0,15.6,1920,1080,16.0,512.0,1.75,819.29,False,False,False,False,True,False,False,False,False,False,False,True,False
9891.0,926.0,14.0,1920,1080,32.0,512.0,1.77,839.99,False,False,False,True,False,False,False,False,False,False,False,True,False
13554.0,926.0,17.3,1920,1080,32.0,512.0,1.77,715.0,False,False,False,False,True,False,False,False,False,False,False,False,True
26423.0,17089.0,16.0,2560,1600,64.0,3072.0,2.32,2159.0,False,False,False,False,False,False,False,True,False,False,False,True,False
15853.0,2040.0,15.6,1920,1080,16.0,1024.0,1.7,925.1,False,False,False,False,False,False,True,False,False,False,False,True,False
17868.0,3436.0,13.3,1920,1200,16.0,256.0,1.33,1261.77,False,False,False,False,True,False,False,False,False,False,False,True,False
15287.0,1971.0,16.0,1920,1200,16.0,512.0,2.1,679.0,False,False,False,False,False,False,True,False,False,False,False,True,False
20247.0,1971.0,14.0,1920,1080,16.0,256.0,1.39,1167.5,False,False,False,True,False,False,False,False,False,False,False,True,False
15451.0,2690.0,14.0,1920,1080,16.0,512.0,1.39,1558.95,False,False,False,True,False,False,False,False,False,False,False,True,False
