,Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price,CPU Brand,GPU Brand
263,hp,14501.0,2690.0,13.5,1920,1280,16.0,256.0,Windows 11,1.44,941.03,intel,intel
264,hp,14043.0,2690.0,13.3,1920,1200,16.0,256.0,Windows 11,1.27,871.25,intel,intel
265,microsoft,13481.0,1971.0,13.5,2256,1504,16.0,256.0,Windows 10,1.3,1549.95,intel,intel
266,lenovo,15084.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 10,1.58,711.99,amd,radeon
267,hp,28003.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,1.77,1999.0,intel,nvidia
268,msi,23276.0,19560.0,15.6,1920,1080,16.0,512.0,Windows 11,2.22,1179.99,intel,geforce
269,dell,23062.0,4253.0,15.6,1920,1080,8.0,512.0,Windows 10,1.84,1225.73,intel,intel
270,acer,24971.0,10181.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.68,1096.79,intel,geforce
271,msi,44905.0,34635.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.67,2099.0,intel,geforce
272,asus,26423.0,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.23,1199.49,intel,geforce
273,asus,1108.0,1476.0,11.6,1366,768,4.0,64.0,Windows 10,0.95,230.5,intel,intel
274,msi,23276.0,19560.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.76,1189.99,intel,geforce
275,hp,17441.0,2690.0,17.3,1920,1080,32.0,2048.0,Windows 11,2.21,1299.0,intel,intel
276,lenovo,10641.0,1476.0,15.6,1366,768,8.0,256.0,Windows 10,0.94,681.0,intel,intel
277,acer,28906.0,19560.0,17.3,2560,1600,24.0,1024.0,Windows 10,1.65,1549.0,amd,geforce
278,msi,26454.0,19560.0,15.6,2560,1440,32.0,1024.0,Windows 11,4.18,1495.0,intel,geforce
279,microsoft,13775.0,1971.0,15.0,2496,1664,16.0,512.0,Windows 10,1.56,1799.0,intel,intel
280,hp,9891.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,1.77,522.89,intel,intel
281,hp,34115.0,26876.0,16.0,2560,1600,16.0,512.0,Windows 10,2.17,1799.99,intel,geforce
282,lenovo,2385.0,324.0,11.6,1366,768,4.0,128.0,Windows 10,1.0,428.0,intel,intel
283,lenovo,7460.0,926.0,15.6,1920,1080,12.0,128.0,Windows 10,2.22,577.79,intel,intel
284,asus,29690.0,12961.0,16.0,1920,1200,24.0,1024.0,Windows 11,1.8,1539.0,intel,geforce
285,lenovo,5641.0,324.0,15.6,1920,1080,8.0,128.0,Windows 10,1.65,367.5,intel,intel
286,lenovo,10346.0,2690.0,14.0,1920,1080,32.0,2048.0,Windows 11,1.89,1689.0,intel,intel
287,hp,16980.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.46,1385.6,intel,intel
288,lenovo,8641.0,1476.0,13.0,2160,1350,8.0,512.0,Windows 10,1.94,594.99,intel,intel
289,hp,15084.0,240.0,14.0,1920,1080,8.0,256.0,Windows 10,1.54,678.95,amd,radeon
290,hp,9891.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,699.99,intel,intel
291,hp,13775.0,4601.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.36,1053.99,intel,geforce
292,acer,10346.0,2690.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.0,1342.99,intel,intel
293,hp,23062.0,926.0,15.6,1366,768,4.0,500.0,Windows 8,3.5,399.29,intel,intel
294,lenovo,15287.0,1449.0,14.0,1920,1080,8.0,1024.0,Windows 10,0.45,1013.64,intel,intel
295,acer,8473.0,12961.0,15.6,1920,1080,8.0,256.0,Windows 10,2.32,899.0,intel,geforce
296,lenovo,3451.0,926.0,14.0,1920,1080,16.0,512.0,Windows 10,1.45,1599.99,intel,intel
297,acer,178.0,2040.0,15.6,1920,1080,8.0,512.0,Windows 11,1.46,588.6,amd,ryzen
298,asus,11027.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,549.99,intel,intel
299,hp,13554.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.61,599.0,intel,intel
300,hp,116.0,1476.0,17.3,1600,900,8.0,128.0,Windows 10,2.46,678.0,intel,intel
301,dell,13481.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 10,1.77,740.0,intel,intel
302,msi,26454.0,19560.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.6,1650.59,intel,geforce
303,asus,24268.0,7320.0,15.6,1920,1080,16.0,1024.0,Windows 11,3.98,1144.99,amd,geforce
304,hp,21088.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1852.95,intel,intel
305,dell,20843.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.39,1074.95,intel,intel
306,lenovo,20843.0,1476.0,17.3,1920,1080,12.0,256.0,Windows 10,2.31,689.0,intel,intel
307,apple,15398.0,2152.0,13.6,2560,1664,24.0,1024.0,MacOS,1.24,1999.0,apple,intel
308,lg,12802.0,2690.0,15.0,1920,1080,8.0,512.0,Windows 11,1.75,779.99,intel,intel
309,acer,8185.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.08,1229.0,intel,geforce
310,hp,5455.0,324.0,14.0,1366,768,4.0,128.0,Windows 10,1.4,339.99,intel,intel
311,dell,17093.0,12961.0,15.6,1920,1080,32.0,512.0,Windows 10,2.45,1196.57,amd,geforce
312,lenovo,15348.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.12,1990.01,intel,intel
313,asus,13554.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,0.79,931.9,intel,intel
314,hp,9891.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 10,2.37,723.79,intel,intel
315,hp,29690.0,34635.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.77,3499.0,intel,geforce
316,dell,24971.0,4253.0,13.0,1920,1080,16.0,256.0,Windows 10,1.23,727.64,intel,intel
317,asus,23656.0,10181.0,16.0,3840,2400,16.0,1024.0,Windows 11,2.0,1199.99,amd,geforce
318,dell,24971.0,4253.0,14.0,1920,1080,16.0,512.0,Windows 10,3.64,449.69,intel,intel
319,apple,35380.0,13357.0,14.2,3024,1964,64.0,4096.0,MacOS,1.6,4899.0,apple,intel
320,dell,14043.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.77,1049.0,intel,intel
321,dell,2304.0,4253.0,14.0,1920,1080,8.0,128.0,Windows 10,3.41,953.6,intel,intel
322,lenovo,13775.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.7,1159.0,intel,intel
323,msi,20753.0,22459.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.38,1944.76,intel,geforce
324,dell,13775.0,6020.0,16.0,1920,1200,32.0,2048.0,Windows 10,1.87,1559.0,intel,geforce
325,msi,20753.0,17089.0,17.3,1920,1080,16.0,2048.0,Windows 10,1.76,1885.0,intel,geforce
326,lenovo,18658.0,11706.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.88,1079.99,amd,geforce
327,asus,14526.0,7868.0,17.3,1920,1080,16.0,512.0,Windows 10,2.59,919.0,amd,geforce
328,hp,15287.0,2690.0,14.0,1920,1080,16.0,4096.0,Windows 11,1.52,1519.0,intel,intel
329,samsung,17329.0,4253.0,13.3,1920,1080,8.0,256.0,Windows 11,0.87,838.05,intel,intel
330,hp,16980.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1467.5,intel,intel
332,dell,15287.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1529.99,intel,intel
333,msi,19333.0,1971.0,13.3,1920,1200,32.0,1024.0,Windows 10,0.99,1289.99,intel,intel
334,dell,12012.0,7176.0,17.0,1920,1200,32.0,512.0,Windows 10,2.09,2658.13,intel,quadro
335,hp,9891.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.68,728.79,intel,radeon
336,dell,2443.0,22459.0,15.6,1920,1080,32.0,1000.0,Windows 10,3.64,2147.41,intel,geforce
337,hp,3855.0,37.0,15.6,1366,768,8.0,256.0,Windows 10,1.77,479.79,amd,radeon
338,dell,8185.0,23757.0,17.3,1920,1080,32.0,2000.0,Windows 11,3.64,2598.74,amd,geforce
339,hp,20247.0,926.0,16.0,1920,1200,16.0,256.0,Windows 11,3.02,1587.99,intel,intel
340,dell,9891.0,926.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,587.79,intel,intel
341,acer,15084.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.3,769.0,amd,geforce
342,dell,8185.0,27324.0,17.3,1920,1080,32.0,512.0,Windows 11,3.64,2598.74,amd,geforce
343,lenovo,26364.0,7108.0,16.0,1920,1200,16.0,512.0,Windows 10,1.94,1779.95,amd,radeon
344,lenovo,32929.0,19560.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.5,1899.0,amd,geforce
345,dell,26454.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,3.64,1922.0,intel,geforce
346,hp,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.74,398.33,intel,intel
347,lenovo,15451.0,2690.0,14.0,1920,1200,32.0,512.0,Windows 11,1.78,1464.5,intel,intel
348,lg,20247.0,1971.0,14.0,1920,1200,8.0,256.0,Windows 10,1.0,1249.0,intel,intel
349,hp,3310.0,1476.0,11.6,1366,768,8.0,32.0,Chrome OS,1.26,321.99,intel,intel
350,dell,15451.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.39,1527.95,intel,intel
351,msi,17229.0,12961.0,16.0,2560,1600,16.0,512.0,Windows 11,2.1,1571.54,intel,geforce
352,lenovo,24887.0,22459.0,16.0,2560,1600,16.0,1024.0,Windows 11,2.62,1499.99,amd,geforce
353,lenovo,28003.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,2.04,1199.0,intel,geforce
354,hp,17229.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1229.0,intel,intel
355,hp,10346.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,3.01,999.99,intel,intel
356,dell,2010.0,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,2.23,797.0,intel,intel
357,lenovo,23276.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,2.05,939.49,intel,intel
358,lenovo,13446.0,12984.0,14.0,1920,1080,8.0,2048.0,Windows 10,1.77,799.99,amd,radeon
359,dell,48083.0,27324.0,17.3,1920,1080,64.0,512.0,Windows 11,3.64,2551.52,intel,geforce
360,asus,11027.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,439.99,intel,intel
361,hp,11027.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.77,450.0,intel,intel
362,microsoft,14043.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1835.05,intel,intel
363,acer,4982.0,926.0,15.6,1920,1080,12.0,256.0,Windows 10,2.22,516.99,intel,intel
364,msi,48083.0,26876.0,16.0,2560,1600,32.0,2048.0,Windows 11,2.7,2499.0,intel,geforce
365,acer,21525.0,10181.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.68,956.79,intel,geforce
366,lenovo,6132.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,2.46,439.99,intel,intel
368,lenovo,26423.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,2.41,1759.0,intel,geforce
369,hp,6132.0,926.0,15.6,1920,1080,8.0,128.0,Windows 11,2.21,499.99,intel,intel
370,lenovo,13775.0,1042.0,14.0,1920,1080,8.0,256.0,Windows 10,1.49,1099.98,intel,intel
371,dell,14043.0,2690.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.61,1149.99,intel,intel
372,hp,9891.0,926.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,628.79,intel,intel
374,lenovo,15287.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.89,870.99,intel,intel
375,lenovo,14922.0,1792.0,14.0,1920,1080,256.0,256.0,Windows 10,0.45,456.29,amd,radeon
376,lg,20247.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.54,1056.19,intel,intel
377,hp,15451.0,21775.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.63,2063.73,intel,rtx
378,lenovo,15853.0,2040.0,14.0,1920,1080,8.0,512.0,Windows 11,1.63,589.99,amd,ryzen
379,hp,2350.0,1042.0,15.6,1366,768,8.0,1024.0,Windows 10,1.92,610.0,intel,intel
380,msi,26423.0,25351.0,17.3,2560,1440,32.0,1024.0,Windows 11,4.86,3641.99,intel,geforce
381,dell,9970.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.19,1563.91,intel,intel
382,lenovo,18753.0,1476.0,15.6,1920,1080,32.0,512.0,Windows 10,1.77,1099.99,intel,intel
384,lenovo,1556.0,324.0,14.0,1366,768,4.0,64.0,Windows 11,1.41,433.32,intel,intel
385,lenovo,1531.0,1476.0,14.0,1366,768,20.0,128.0,Windows 11,1.5,399.0,intel,intel
386,dell,3122.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.65,1154.99,intel,geforce
388,asus,7460.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.13,479.99,intel,intel
389,lenovo,15287.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.37,1724.95,intel,intel
390,asus,24268.0,14691.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.2,1419.0,amd,geforce
391,dell,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,2.42,349.99,intel,intel
392,dell,6830.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,2.09,923.99,intel,intel
393,acer,15084.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.15,879.0,amd,geforce
394,lenovo,26423.0,8274.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.32,1504.99,intel,intel
395,lenovo,13481.0,2690.0,14.0,1920,1080,8.0,256.0,Chrome OS,1.48,1017.63,intel,intel
396,asus,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.45,511.75,intel,intel
397,asus,17229.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.59,1538.57,intel,intel
398,lenovo,18825.0,1792.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.21,945.45,amd,radeon
399,asus,9339.0,1476.0,17.3,1600,900,8.0,256.0,Windows 11,2.1,482.99,intel,intel
400,lenovo,9970.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,2.9,1399.99,intel,intel
401,dell,23728.0,12961.0,15.6,3840,2160,16.0,1000.0,Windows 11,3.64,2179.35,intel,geforce
402,dell,29690.0,34635.0,16.0,2560,1600,32.0,1000.0,Windows 11,3.64,2506.28,intel,geforce
403,dell,26423.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.27,977.49,intel,geforce
404,asus,16506.0,1792.0,16.0,1920,1200,8.0,512.0,Windows 11,1.88,577.99,amd,radeon
405,dell,18462.0,4601.0,15.6,1920,1080,16.0,256.0,Windows 11,1.64,1079.99,amd,geforce
406,asus,4982.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 10,1.82,329.0,intel,intel
407,hp,18753.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.5,839.0,intel,geforce
408,acer,17441.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.21,649.0,intel,intel
409,asus,18658.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.62,1339.99,amd,radeon
410,dell,44905.0,22064.0,17.0,1920,1080,64.0,1024.0,Windows 10,3.05,3909.95,intel,nvidia
411,asus,26423.0,26876.0,15.6,1920,1080,24.0,1024.0,Windows 11,3.64,1439.0,intel,geforce
412,acer,2003.0,1476.0,17.3,1920,1080,4.0,128.0,Chrome OS,2.23,326.72,intel,intel
413,asus,14526.0,7868.0,17.3,1920,1080,8.0,512.0,Windows 11,2.6,688.0,amd,geforce
414,lg,10346.0,1476.0,17.0,2560,1600,16.0,2048.0,Windows 10,1.36,999.0,intel,intel
415,asus,22681.0,25351.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.3,2049.0,amd,geforce
416,lenovo,9716.0,2040.0,14.0,1920,1080,4.0,128.0,Windows 10,1.5,359.0,amd,ryzen
417,hp,2502.0,1476.0,12.5,1366,768,16.0,500.0,Windows 10,1.34,223.98,intel,intel
418,dell,13775.0,926.0,14.0,1920,1200,16.0,1024.0,Windows 11,1.92,849.0,intel,intel
419,asus,29690.0,19560.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.2,1199.0,intel,geforce
420,hp,11027.0,1476.0,15.6,1366,768,16.0,1024.0,Windows 11,1.55,538.0,intel,intel
421,hp,6132.0,1476.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.1,499.79,intel,intel
422,dell,26423.0,17089.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.68,2159.0,intel,geforce
423,hp,16980.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,1.85,672.0,intel,intel
424,dell,15348.0,4253.0,15.6,1920,1080,8.0,256.0,Windows 11,2.86,699.0,intel,intel
425,hp,11471.0,1792.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.74,429.0,amd,radeon
426,acer,26423.0,22459.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.6,1029.99,intel,geforce
427,hp,26364.0,7108.0,15.6,1920,1080,16.0,512.0,Windows 10,1.96,1099.0,amd,radeon
428,acer,16162.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.2,999.0,intel,geforce
429,asus,6132.0,4253.0,17.3,1920,1080,8.0,256.0,Windows 11,1.74,379.99,intel,intel
430,lenovo,13554.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.64,749.0,intel,intel
431,samsung,17229.0,1476.0,14.0,1920,1200,16.0,512.0,Windows 11,0.8,1244.39,intel,intel
432,microsoft,13554.0,2690.0,13.5,2256,1504,8.0,256.0,Windows 11,1.27,799.99,intel,intel
433,msi,26423.0,22459.0,17.3,1920,1080,16.0,512.0,Windows 11,1.48,1351.44,intel,geforce
434,dell,13481.0,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.71,799.99,intel,intel
435,acer,4982.0,926.0,15.6,1920,1080,4.0,2048.0,Windows 10,1.77,749.99,intel,intel
436,dell,12421.0,19560.0,15.6,1366,768,32.0,4000.0,Windows 11,3.64,2360.02,intel,geforce
437,lenovo,27476.0,22064.0,16.0,1920,1200,16.0,1024.0,Windows 10,2.2,2634.95,intel,nvidia
438,dell,26423.0,12961.0,16.0,1920,1200,16.0,512.0,Windows 10,1.86,979.99,intel,geforce
439,dell,2502.0,1476.0,14.0,1366,768,8.0,128.0,Windows 10,1.55,239.98,intel,intel
440,lenovo,2499.0,1476.0,12.5,1366,768,8.0,256.0,Windows 10,1.5,210.98,intel,intel
441,lenovo,14631.0,1042.0,14.0,1920,1080,8.0,128.0,Windows 11,1.5,264.0,intel,intel
442,acer,17441.0,12961.0,17.3,1920,1080,16.0,512.0,Windows 10,1.88,1159.0,intel,geforce
443,asus,9891.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 10,2.32,569.0,intel,intel
444,msi,18753.0,19560.0,15.6,1920,1080,16.0,512.0,Windows 10,2.1,1399.99,intel,geforce
445,asus,21525.0,2690.0,14.5,2880,1800,8.0,512.0,Windows 11,1.63,946.24,intel,intel
446,dell,23276.0,4253.0,15.6,1366,768,64.0,1000.0,Windows 11,1.59,1307.45,intel,intel
447,dell,2947.0,6020.0,14.0,2240,1400,32.0,1024.0,Windows 11,1.55,1229.3,intel,geforce
448,hp,29690.0,34635.0,16.0,1920,1200,32.0,1024.0,Windows 11,2.12,4075.31,intel,geforce
449,dell,14043.0,2690.0,14.0,1920,1080,16.0,2048.0,Windows 11,2.6,1479.0,intel,intel
450,apple,23805.0,3013.0,14.2,3024,1964,36.0,2048.0,MacOS,1.6,2999.0,apple,intel
451,acer,28906.0,14691.0,17.3,1920,1080,16.0,1024.0,Windows 11,1.23,1143.99,amd,geforce
452,hp,10346.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,725.0,intel,intel
453,dell,15348.0,1971.0,13.3,1920,1080,16.0,512.0,Windows 10,1.35,1331.95,intel,intel
455,asus,23276.0,22459.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.0,1428.98,intel,geforce
457,lenovo,13144.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 11,2.4,484.97,amd,intel
458,hp,6132.0,1476.0,15.6,1920,1080,20.0,512.0,Windows 10,2.14,536.59,intel,intel
459,lenovo,16980.0,2690.0,14.0,2240,1400,8.0,1024.0,Windows 11,1.55,859.99,intel,intel
460,asus,29690.0,12961.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.93,1189.0,intel,geforce
461,acer,1108.0,1476.0,14.0,1920,1200,4.0,32.0,Chrome OS,1.77,279.99,intel,intel
462,apple,35380.0,13357.0,14.2,3024,1964,64.0,1024.0,MacOS,1.6,3899.0,apple,intel
463,dell,34306.0,26876.0,16.0,1920,1200,32.0,2000.0,Windows 11,3.64,2697.6,intel,geforce
464,dell,3122.0,12961.0,17.0,1920,1200,64.0,4096.0,Windows 11,2.32,2335.99,intel,geforce
465,apple,15398.0,2152.0,13.6,2560,1664,24.0,512.0,MacOS,1.24,1799.0,apple,intel
466,apple,1536.0,2152.0,13.6,2560,1664,8.0,512.0,MacOS,1.24,1199.0,apple,intel
467,msi,17229.0,12961.0,14.0,1920,1080,16.0,512.0,Windows 11,2.1,899.0,intel,geforce
468,dell,2350.0,17089.0,17.0,3840,2160,16.0,2000.0,Windows 11,3.64,2478.67,intel,geforce
469,hp,13144.0,1792.0,17.3,1920,1080,16.0,1024.0,Windows 10,1.77,886.79,amd,radeon
470,lenovo,2003.0,4253.0,15.6,1920,1080,8.0,64.0,Chrome OS,2.5,290.49,intel,intel
471,dell,23276.0,7576.0,17.0,1920,1200,32.0,4096.0,Windows 10,2.51,3052.65,intel,geforce
472,lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.16,1194.99,intel,intel
473,lenovo,44977.0,26876.0,16.0,2560,1600,64.0,4096.0,Windows 11,2.55,2899.0,intel,geforce
474,hp,2470.0,1476.0,14.0,1366,768,8.0,512.0,Windows 10,2.54,244.98,intel,intel
475,acer,21525.0,10181.0,15.6,1920,1080,32.0,512.0,Windows 10,2.68,956.79,intel,geforce
476,dell,24971.0,1476.0,13.3,1920,1080,16.0,1000.0,Windows 11,1.13,733.38,intel,intel
477,dell,23062.0,1476.0,15.6,1366,768,16.0,128.0,Windows 10,2.44,1190.59,intel,intel
478,dell,23728.0,23757.0,17.3,3840,2160,16.0,512.0,Windows 11,3.64,2837.39,intel,geforce
479,lenovo,17868.0,1792.0,14.0,1920,1200,16.0,256.0,Windows 11,1.83,1118.64,amd,radeon
480,hp,34115.0,19560.0,16.1,2560,1440,64.0,4096.0,Windows 11,2.32,2409.0,intel,geforce
481,acer,10346.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 11,1.2,623.68,intel,intel
482,dell,13775.0,6020.0,16.0,1920,1200,64.0,2048.0,Windows 11,2.22,1239.99,intel,geforce
483,dell,23728.0,12961.0,17.0,1920,1200,32.0,2000.0,Windows 11,3.64,2761.59,intel,geforce
484,msi,11287.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 10,1.86,1039.0,intel,geforce
485,asus,26454.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,1.82,1149.99,intel,geforce
486,hp,13144.0,1476.0,17.3,1920,1080,16.0,512.0,Windows 11,1.77,713.5,amd,intel
487,dell,3928.0,1476.0,13.4,3456,2160,16.0,512.0,Windows 11,1.23,949.66,intel,intel
488,lenovo,341.0,926.0,14.0,1920,1080,256.0,256.0,Windows 10,2.04,836.79,intel,intel
490,dell,23656.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.98,1209.0,amd,geforce
491,acer,24971.0,10181.0,15.6,1920,1080,8.0,1024.0,Windows 11,2.68,1056.79,intel,geforce
492,dell,15735.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,3.64,1724.66,amd,geforce
493,dell,9891.0,926.0,14.0,1920,1080,16.0,256.0,Windows 11,1.77,739.99,intel,intel
494,lenovo,14922.0,37.0,13.3,1920,1200,8.0,256.0,Windows 10,0.97,970.99,amd,radeon
495,msi,24971.0,25351.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.08,1519.99,intel,geforce
496,lenovo,17441.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.7,899.99,intel,intel
497,lenovo,19333.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.71,2289.0,intel,nvidia
498,dell,15451.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1547.5,intel,intel
499,lenovo,27476.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,2.2,2739.95,intel,nvidia
500,dell,3013.0,1124.0,14.0,1366,768,4.0,32.0,Windows 10,2.57,414.11,amd,radeon
501,acer,5440.0,7576.0,17.3,1920,1080,16.0,512.0,Windows 10,3.18,879.0,intel,geforce
502,lenovo,6734.0,1124.0,15.6,1920,1080,8.0,256.0,Windows 11,2.41,465.19,amd,radeon
503,hp,9737.0,1476.0,17.3,1600,900,16.0,1024.0,Windows 11,1.81,611.99,intel,intel
504,lenovo,16980.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.74,895.97,intel,intel
505,hp,13554.0,2690.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,679.79,intel,intel
506,acer,24971.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.76,1045.0,intel,geforce
507,acer,24971.0,10181.0,15.6,1920,1080,16.0,2048.0,Windows 11,2.68,1196.79,intel,geforce
508,hp,17329.0,1449.0,16.5,1920,1080,12.0,512.0,Windows 11,2.37,629.99,intel,intel
509,lenovo,27476.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,2.2,2779.5,intel,nvidia
510,microsoft,11757.0,13772.0,14.4,2400,1600,32.0,2048.0,Windows 11,1.81,3617.99,intel,rtx
511,hp,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,498.76,intel,intel
512,hp,18435.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,1.18,618.0,amd,geforce
513,hp,19333.0,1927.0,14.0,1920,1200,16.0,512.0,Windows 11,2.96,1472.64,intel,intel
514,msi,17443.0,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,579.0,intel,geforce
515,hp,3855.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.85,399.0,amd,radeon
516,hp,9891.0,926.0,17.3,1920,1080,20.0,512.0,Windows 11,2.22,801.79,intel,intel
517,samsung,1417.0,324.0,15.6,1920,1080,4.0,32.0,Chrome OS,2.11,303.95,intel,intel
518,dell,13554.0,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,1.77,535.0,intel,intel
519,hp,184.0,369.0,11.6,1366,768,4.0,128.0,Windows 10,1.23,415.68,intel,intel
520,dell,26423.0,12961.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.96,1209.0,intel,geforce
521,asus,28523.0,23757.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.3,2299.0,intel,geforce
522,dell,24971.0,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,3.64,1079.91,intel,intel
523,acer,1655.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 11,2.45,355.0,intel,intel
524,other,21525.0,17089.0,15.6,1920,1080,18.0,512.0,Windows 11,2.99,879.94,intel,geforce
