,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Storage Type,OS,Weight,Price
824,Dell,Intel Core i3 530   2.93GHz,1486.0,Intel UHD Graphics,1476.0,17.3,3840.0,2160.0,8192.0,524288.0,SSD,Windows 11,3.02,1724.4
825,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,,1139.0
829,Dell,Intel Core i5 661   3.33GHz,2459.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,2097152.0,SSD,Windows 11,1.59,763.55
831,Dell,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 11,,1949.0
832,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,1048576.0,SSD,Windows 11,1.20,655.0
833,Asus,Intel Core i7 11370H   3.30GHz,11757.0,Intel Iris Pro Graphics 6200,1449.0,14.5,2880.0,1800.0,16384.0,524288.0,SSD,Windows 11,1.55,889.49
836,Dell,Intel Core i9 11900H   2.50GHz,20886.0,Quadro 2000 D,1239.0,15.6,1920.0,1080.0,32768.0,2097152.0,SSD,Windows 10,2.09,2221.03
837,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,17.3,1920.0,1080.0,16384.0,2048000.0,SSD,Windows 11,3.64,2265.8
838,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,2.73,1959.99
840,Lenovo,Intel Core i5 12600H,23062.0,Intel UHD Graphics 620,1042.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,1.55,839.99
841,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,1024000.0,SSD,Windows 11,3.64,1098.0
844,Dell,Intel Core i7 13700H,28003.0,GeForce RTX 3050,12961.0,16.0,2560.0,1600.0,16384.0,524288.0,SSD,Windows 11,2.14,1289.99
845,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.52,979.0
848,Dell,Intel Core i7 13705H,23728.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,524288.0,SSD,Windows 11,3.64,993.29
851,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,2097152.0,SSD,Windows 10,,1209.0
854,HP,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3060,17089.0,16.1,2560.0,1440.0,32768.0,1048576.0,SSD,Windows 11,,1599.0
856,HP,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3080 Ti,27324.0,17.3,2560.0,1440.0,65536.0,2097152.0,SSD,Windows 11,2.75,2619.0
857,Asus,Intel Core i3 1215U,11027.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,8192.0,131072.0,SSD,Windows 11,1.70,338.54
858,Acer,Intel Core i3 2125   3.30GHz,2085.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,20480.0,2097152.0,SSD,Windows 11,1.77,644.99
859,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,2097152.0,SSD,Windows 11,2.70,1669.0
860,MSI,Intel Core i5 10500H   2.50GHz,11287.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,65536.0,1048576.0,SSD,Windows 10,1.86,879.99
861,Acer,Intel Core i7 7Y75   1.30GHz,2625.0,Intel UHD Graphics 615,751.0,14.0,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.23,724.0
862,Acer,Intel Core i5 1335U,16980.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.78,769.0
863,Dell,Intel Core i5 670   3.47GHz,2533.0,GeForce RTX 2050,7320.0,17.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,3.64,2020.92
864,Dell,Intel Core i7 5700HQ   2.70GHz,6026.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,16384.0,524288.0,SSD,Windows 10,1.92,2199.0
865,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,8192.0,1024000.0,SSD,Windows 11,3.64,2598.74
868,Dell,Intel Core i7 10850H   2.70GHz,11877.0,RTX A2000 12GB,13645.0,17.0,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,4.32,2668.91
869,Dell,AMD Ryzen 3 3200G,7148.0,GeForce RTX 3060 Ti,20599.0,17.3,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,3.64,1501.49
870,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,32768.0,1024000.0,SSD,Windows 11,1.13,831.59
871,Dell,Intel Core i7 1185G7E   2.80GHz,10444.0,Intel Iris Pro Graphics 6200,1449.0,13.3,1920.0,1080.0,32768.0,4194304.0,SSD,Windows 11,1.19,1559.0
872,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,2.30,979.0
874,Dell,Intel Core i5 750   2.67GHz,2521.0,Intel UHD Graphics,1476.0,14.0,1920.0,1200.0,16384.0,262144.0,SSD,Windows 11,1.27,635.24
877,Dell,Intel Core i3 560   3.33GHz,1665.0,Intel UHD Graphics,1476.0,16.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,1.86,649.9
878,Dell,Intel Core i7 10700TE   2.00GHz,16332.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.36,1749.0
879,Dell,Intel Core i7 7700HQ   2.80GHz,6925.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,8192.0,524288.0,SSD,Windows 11,,1049.0
881,Lenovo,Intel Core i7 1185G7   3.00GHz,10552.0,Quadro 500M,570.0,14.0,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.47,1339.0
883,Lenovo,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,,1049.0
884,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,49152.0,1048576.0,SSD,Windows 11,,1789.0
886,Dell,Intel Core i7 2700K   3.50GHz,5750.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,8192.0,1048576.0,SSD,Windows 11,,1109.0
887,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,8192.0,524288.0,SSD,Windows 11,2.05,1039.49
888,Lenovo,AMD Embedded R Series RX 216GD,1628.0,Radeon Vega 8,1585.0,11.6,1366.0,768.0,4096.0,,,Windows 10,1.33,289.0
889,Dell,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,8192.0,1048576.0,SSD,Windows 11,,1219.0
890,Dell,Intel Core i7 13620H,26454.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,262144.0,SSD,Windows 11,1.22,1039.49
891,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,729.0
892,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3070 Laptop GPU,15527.0,15.6,2560.0,1440.0,16384.0,1048576.0,SSD,Windows 11,4.43,1582.67
893,Asus,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 10,,569.0
895,Dell,Intel Core i7 10875H   2.30GHz,15019.0,GeForce GTX 1650 Ti,7576.0,17.0,3840.0,2400.0,16384.0,524288.0,SSD,Windows 10,2.09,3061.73
897,MSI,Intel Core i7 6920HQ   2.90GHz,7303.0,GeForce RTX 4060,19560.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,2.60,1650.59
899,HP,Intel Core i5 13420H,18753.0,Intel UHD Graphics,1476.0,15.6,,,16384.0,1048576.0,SSD,Windows 11,,599.99
902,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,16.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.50,1006.08
903,Lenovo,AMD Ryzen 7 6800H,23656.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,32768.0,2097152.0,SSD,Windows 10,2.41,1919.0
904,Lenovo,Intel Core i3 530   2.93GHz,1486.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,4096.0,262144.0,SSD,Windows 11,1.50,394.99
906,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,32768.0,524288.0,SSD,Windows 11,3.64,1932.92
909,Lenovo,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 4060,19560.0,15.6,2560.0,1440.0,65536.0,2097152.0,SSD,Windows 11,2.41,1849.0
910,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,3.32,1029.0
911,Lenovo,Intel Core i3 530   2.93GHz,1486.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,131072.0,SSD,Windows 11,1.65,349.0
913,Acer,Intel Core i5 11400H   2.70GHz,15826.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.10,959.0
915,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1360.0,768.0,16384.0,524288.0,SSD,Windows 11,,719.0
916,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,32768.0,524288.0,SSD,Windows 11,3.64,2598.74
917,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,32768.0,524288.0,SSD,Windows 10,1.20,903.2
919,Dell,Intel Core i7 5557U   3.10GHz,3089.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 11,,989.0
921,HP,Intel Core i5 4250U   1.30GHz,2163.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,2097152.0,SSD,Windows 11,1.55,651.0
922,Dell,Intel Core i7 10610U   1.80GHz,6830.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,,399.0
924,Acer,Intel Core i5 2450M   2.50GHz,2070.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,,639.0
925,Lenovo,Intel Core i3 10110U   2.10GHz,3919.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,8192.0,262144.0,SSD,Windows 10,1.85,400.0
926,Acer,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 4060,19560.0,17.3,2560.0,1600.0,65536.0,2097152.0,SSD,Windows 11,,1969.0
927,Dell,Intel Core i5 750   2.67GHz,2521.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,8192.0,262144.0,SSD,Windows 11,1.38,692.99
928,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.27,1089.49
930,Dell,Intel Core i7 11800H   2.30GHz,20753.0,Quadro 2000 D,1239.0,15.6,1920.0,1020.0,32768.0,1048576.0,SSD,Windows 11,2.09,1985.74
931,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,32768.0,2048000.0,SSD,Windows 11,3.64,2429.81
932,Acer,Intel Core i3 10305   3.80GHz,9108.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,4096.0,,,ChromeOS,,299.99
934,HP,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 4090,38874.0,17.3,2560.0,1440.0,65536.0,8388608.0,SSD,Windows 11,2.82,4339.0
935,Dell,Intel Core i7 1255U,13775.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 10,1.59,1369.0
936,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,65536.0,2097152.0,SSD,Windows 10,3.64,1919.0
937,Dell,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 4070,26876.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,3.32,2099.0
938,Acer,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.20,939.0
939,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060 Ti,20599.0,15.6,3456.0,2160.0,32768.0,2048000.0,SSD,Windows 11,3.64,2272.9
940,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,3.00,1399.99
941,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,,669.0
942,Acer,Intel Core i5 2400S   2.50GHz,3149.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,,819.0
945,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,32768.0,1024000.0,SSD,Windows 11,3.64,2000.28
946,Acer,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,17.3,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,3.00,1636.99
947,Acer,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.20,999.0
948,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,16384.0,524288.0,SSD,Windows 11,,1599.99
949,Asus,AMD Ryzen 7 4850U Mobile,15920.0,GeForce GTX 1650,7868.0,17.3,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,2.60,688.0
950,MSI,Intel Core i5 11500   2.70GHz,17443.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,1.86,579.0
951,Asus,Intel Core i7 6920HQ   2.90GHz,7303.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,4194304.0,SSD,Windows 10,1.80,1479.99
952,Lenovo,Intel Core i3 370M   2.40GHz,1144.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 11,,999.0
953,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,,1439.0
954,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,12288.0,262144.0,SSD,Windows 10,2.59,649.99
955,Acer,Intel Core i5 10500H   2.50GHz,11287.0,T400 4GB,3689.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,3.00,1349.99
956,Acer,Intel Core i7 11600H   2.90GHz,16162.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.50,1369.0
957,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 10,2.15,869.0
958,Dell,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,65536.0,1024000.0,SSD,Windows 11,13.18,2263.77
960,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.60,849.0
961,Dell,Intel Core i9 11900H   2.50GHz,20886.0,Quadro 2000 D,1239.0,15.6,1920.0,1020.0,32768.0,1048576.0,SSD,Windows 10,2.09,2174.83
962,HP,Intel Celeron N2830   2.16GHz,550.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,8192.0,65536.0,SSD,Windows 11,1.50,249.0
963,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 11,2.32,703.0
964,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,32768.0,2048000.0,SSD,Windows 11,3.64,2010.85
965,HP,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 4090,38874.0,17.3,2560.0,1440.0,65536.0,1048576.0,SSD,Windows 11,,3699.0
967,MSI,Intel Core i7 2600   3.40GHz,5330.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.80,1349.0
968,Lenovo,Intel Core i7 870   2.93GHz,3122.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 10,1.68,979.0
973,Dell,Intel Core i7 1255U,13775.0,GeForce MX570 A,6177.0,16.0,1920.0,1200.0,65536.0,4194304.0,SSD,Windows 11,1.87,1949.0
974,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,16384.0,2097152.0,SSD,Windows 11,1.80,1619.0
975,HP,Intel Core i5 760   2.80GHz,2608.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.55,1449.0
976,Lenovo,Intel Core i7 4700HQ   2.40GHz,5641.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,,1399.0
977,Acer,Intel Core i5 1235U,13554.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,1.77,709.0
978,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,20480.0,1048576.0,SSD,Windows 11,1.50,401.84
979,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,16384.0,2048000.0,SSD,Windows 11,3.64,1971.58
984,Acer,Intel Core i5 2450M   2.50GHz,2070.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,,549.0
985,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.10,959.21
986,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,2.32,899.0
987,Dell,Intel Core i7 1265U,14043.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,262144.0,SSD,Windows 11,1.30,1299.0
989,Dell,Intel Core i7 10700   2.90GHz,16550.0,Intel Iris Pro Graphics 6200,1449.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 10,,1439.0
990,Dell,Intel Core i7 10700   2.90GHz,16550.0,Intel Arc A730M,8274.0,15.6,1920.0,1200.0,65536.0,2097152.0,SSD,Windows 10,1.91,2229.0
991,Lenovo,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.40,1349.0
992,Dell,Intel Core i7 13620H,26454.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,1024000.0,SSD,Windows 11,3.64,1097.24
993,Asus,Intel Core i5 1035G7   1.20GHz,8301.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,ChromeOS,2.81,699.99
994,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3080,25351.0,15.6,3840.0,2160.0,16384.0,1048576.0,SSD,Windows 10,2.09,1499.49
995,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,20480.0,524288.0,SSD,Windows 11,1.85,440.0
998,HP,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 4090,38874.0,17.3,2560.0,1440.0,32768.0,8388608.0,SSD,Windows 10,2.80,4339.0
999,Dell,Intel Core i5 750   2.67GHz,2521.0,Intel UHD Graphics,1476.0,15.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,1.41,970.19
1000,Dell,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,65536.0,2097152.0,SSD,Windows 11,,2269.0
1001,Lenovo,AMD Ryzen 5 5600H,17093.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,8192.0,262144.0,SSD,Windows 11,3.13,608.0
1002,Lenovo,Intel Core i7 11700   2.50GHz,19972.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,16384.0,524288.0,SSD,Windows 11,5.00,1759.0
1004,Dell,Intel Core i7 870   2.93GHz,3122.0,GeForce RTX 3050,12961.0,17.0,1920.0,1200.0,65536.0,4194304.0,SSD,Windows 11,2.32,2335.99
1005,Dell,Intel Core i7 1260P,17229.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,2.27,909.0
1006,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,1.36,599.99
1007,Microsoft,Intel Core i5 12600H,23062.0,Intel UHD Graphics 620,1042.0,13.5,2256.0,1504.0,8192.0,,,Windows 10,1.25,940.0
1011,HUNSN,Intel Core i3 7100T   3.40GHz,3786.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,12288.0,512000.0,SSD,Windows 11,2.50,392.99
1012,Asus,Intel Core i7 12650H,23276.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,2.00,1649.0
1014,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.68,459.92
1015,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,1.70,599.0
1016,HP,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3060,17089.0,16.1,2560.0,1440.0,16384.0,2097152.0,SSD,Windows 10,,2119.99
1020,Asus,AMD Ryzen 7 5800HS,20356.0,GeForce RTX 3060,17089.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.65,932.99
1022,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,3.64,1871.09
1023,HP,Intel Core i3 5157U   2.50GHz,2593.0,Intel HD Graphics 620,926.0,14.0,1366.0,768.0,,1048576.0,SSD,Windows 8,1.77,779.99
1024,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920.0,1080.0,65536.0,1024000.0,SSD,Windows 11,3.64,1951.94
1025,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,14.0,1920.0,1080.0,32768.0,1024000.0,SSD,Windows 11,3.64,2265.6
1027,Dell,Intel Core i7 10700   2.90GHz,16550.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 10,3.64,1599.0
1028,Samsung,Intel Core i5 10210U   1.60GHz,6228.0,Intel UHD Graphics,1476.0,13.3,3840.0,2160.0,8192.0,,,ChromeOS,1.36,718.02
1029,Dell,Intel Core i5 670   3.47GHz,2533.0,GeForce RTX 4070,26876.0,18.0,2560.0,1600.0,32768.0,1024000.0,SSD,Windows 11,3.64,2116.93
1030,MSI,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3060,17089.0,17.3,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,2.90,2569.0
1031,Asus,Intel Core i9 9900   3.10GHz,16605.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,16384.0,2097152.0,SSD,Windows 11,2.30,2369.0
1032,HP,Intel Core i5 10500   3.10GHz,12773.0,Intel UHD Graphics 600,324.0,11.6,1366.0,768.0,4096.0,32768.0,SSD,ChromeOS,1.27,346.0
1034,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,16384.0,1024000.0,SSD,Windows 11,2.45,1189.9
1036,Acer,Intel Core i7 2600S   2.80GHz,4602.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,,2029.0
1038,Dell,Intel Core i7 13620H,26454.0,GeForce RTX 2050,7320.0,18.0,2560.0,1600.0,16384.0,1024000.0,SSD,Windows 11,3.64,2002.39
1039,HP,Intel Core i5 13420H,18753.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.69,465.0
1040,HP,Intel Core i7 1255U,13775.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1600.0,900.0,65536.0,2097152.0,SSD,Windows 11,,1479.0
1042,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,17.0,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.95,604.79
1043,LG,Intel Core i7 1360P,19333.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.00,1206.12
1044,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,65536.0,2048000.0,SSD,Windows 11,3.64,2582.71
1046,Acer,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 4060,19560.0,17.3,2560.0,1600.0,65536.0,4194304.0,SSD,Windows 10,,2149.0
1047,Lenovo,AMD Ryzen 7 4800H,18658.0,GeForce GTX 1650 Ti,7576.0,15.6,1920.0,1080.0,32768.0,524288.0,SSD,Windows 10,2.18,979.0
1048,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,32768.0,4194304.0,SSD,Windows 11,2.30,2619.0
1049,HP,Intel Core i5 11300H   3.10GHz,10984.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,,1519.0
1050,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,16.0,2560.0,1600.0,32768.0,1024000.0,SSD,Windows 11,2.45,1593.58
