,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Storage Type,OS,Weight,Price
0,MSI,Intel Core i7 13620H,26454.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,2097152.0,SSD,Windows 11,3.03,1529.0
3,Dell,Intel Core i7 1360P,19333.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,24576.0,1048576.0,SSD,Windows 10,,1079.0
4,Dell,Intel Core i7 10700   2.90GHz,16550.0,Intel Arc A730M,8274.0,15.6,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 10,1.92,1907.0
5,Asus,AMD Ryzen 9 7945HX,55651.0,GeForce RTX 4070,26876.0,17.3,2560.0,1400.0,16384.0,1048576.0,SSD,Windows 11,2.68,1959.99
6,Lenovo,AMD Ryzen 9 6900HX,24887.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,,1499.99
7,Dell,Intel Core i3 2105   3.10GHz,1883.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,2.55,1038.32
8,Core Innovations,Intel Celeron N3350   1.10GHz,1108.0,Intel UHD Graphics 600,324.0,14.1,1366.0,768.0,3072.0,,,Windows 10,1.59,99.0
9,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,2.14,729.0
10,LG,Intel Core i7 1260P,17229.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1280.0,800.0,16384.0,524288.0,SSD,Windows 11,1.18,1249.0
11,Acer,Intel Core i3 2105   3.10GHz,1883.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,3.00,989.0
12,HP,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.64,446.4
13,Asus,Intel Core i7 11370H   3.30GHz,11757.0,GeForce RTX 4060,19560.0,16.0,1920.0,1200.0,16384.0,2097152.0,SSD,Windows 10,,1619.0
15,Dell,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,1.73,968.99
16,Samsung,Intel Core i3 10110U   2.10GHz,3919.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,16384.0,,,ChromeOS,1.68,689.99
19,Lenovo,Intel Core i5 750   2.67GHz,2521.0,GeForce GTX 1660 Ti,12956.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,2.46,999.0
20,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,1.23,727.64
21,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,32768.0,1024000.0,SSD,Windows 11,3.64,2037.24
22,HP,Intel Core i3 1110G4   1.80GHz,4390.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,32768.0,2097152.0,SSD,Windows 11,,759.0
23,HP,Intel Pentium Gold G6405   4.10GHz,4254.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,4096.0,262144.0,SSD,Windows 10,,399.0
25,GIGABYTE,Intel Core i7 13700H,28003.0,GeForce RTX 4080,34635.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.73,1902.2
26,MSI,Intel Core i5 11400H   2.70GHz,15826.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,3.75,700.64
27,Acer,Intel Core i5 2410M   2.30GHz,1937.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,3.00,1169.0
29,Asus,Intel Core i7 5700HQ   2.70GHz,6026.0,GeForce RTX 4070,26876.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.23,1199.49
31,Dell,Intel Core i7 10850H   2.70GHz,11877.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,16384.0,524288.0,SSD,Windows 11,2.68,1599.0
33,Lenovo,Intel Core i5 8300H   2.30GHz,7459.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,8192.0,1048576.0,SSD,Windows 10,2.25,969.0
35,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,32768.0,2097152.0,SSD,Windows 11,2.30,2419.0
36,Dell,Intel Core i3 3227U   1.90GHz,1286.0,Intel UHD Graphics 620,1042.0,14.0,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,1.53,1212.55
37,Dell,Intel Core i7 12800H,24971.0,Quadro P520,2106.0,15.6,1366.0,768.0,32768.0,1024000.0,SSD,Windows 10,1.86,1185.02
40,Dell,Intel Core i7 11700   2.50GHz,19972.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,,1659.0
41,Acer,Intel Core i5 2450M   2.50GHz,2070.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,3.00,1169.0
42,Lenovo,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,4096.0,65536.0,SSD,Windows 11,1.41,433.32
44,Dell,Intel Core i3 560   3.33GHz,1665.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,8192.0,262144.0,SSD,Windows 11,3.64,889.34
45,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,20480.0,1048576.0,SSD,Windows 11,1.65,939.51
46,Acer,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 4060,19560.0,17.3,2560.0,1440.0,16384.0,1048576.0,SSD,Windows 11,3.00,1169.29
49,HP,Intel Core i3 8121U   2.20GHz,4388.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,,489.0
50,Acer,Intel Core i5 2400S   2.50GHz,3149.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,2.10,769.0
51,Dell,Intel Core i5 1035G7   1.20GHz,8301.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,1.40,714.01
53,Dell,Intel Core i9 12950HX,32933.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 10,1.92,2221.03
54,Panasonic,Intel Core i5 6300U   2.40GHz,3240.0,Intel HD Graphics 620,926.0,12.0,2160.0,1440.0,16384.0,524288.0,SSD,Windows 10,,860.0
56,Asus,Intel Celeron M 1.50GHz,216.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,4096.0,512000.0,SSD,Windows 8,2.36,318.98
58,HP,Intel Core i3 4130   3.40GHz,3323.0,Intel UHD Graphics,1476.0,17.3,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,,479.0
59,Dell,Intel Core i7 12700H,26423.0,Intel HD 5000,576.0,14.0,1366.0,768.0,8192.0,262144.0,SSD,Windows 10,,569.95
61,Dell,Intel Core i3 560   3.33GHz,1665.0,GeForce RTX 3050,12961.0,15.6,,,65536.0,2048000.0,SSD,Windows 10,3.64,1252.89
63,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,1.59,882.41
65,Dell,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,16384.0,2048000.0,SSD,Windows 11,13.18,2175.99
66,Lenovo,Intel Core i7 5557U   3.10GHz,3089.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 10,2.05,1259.0
67,MSI,Intel Core i5 10500H   2.50GHz,11287.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 10,1.86,1039.0
68,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,3.00,1499.0
70,HP,Intel Core i3 8130U   2.20GHz,3591.0,Intel UHD Graphics 620,1042.0,14.0,1366.0,768.0,4096.0,131072.0,SSD,Windows 10,1.43,439.0
71,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,40960.0,1048576.0,SSD,Windows 11,1.90,1849.99
72,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,17.3,2560.0,1440.0,16384.0,1024000.0,SSD,Windows 11,3.64,2814.29
73,HP,Intel Core i5 2300   2.80GHz,3414.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.76,1099.0
76,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,2048000.0,SSD,Windows 11,3.64,1871.09
77,MSI,Intel Core i5 2410M   2.30GHz,1937.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.73,1329.99
78,Acer,Intel Core i7 1260P,17229.0,Intel Iris Pro Graphics 6200,1449.0,14.0,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 11,1.23,1401.7
79,Asus,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,4096.0,131072.0,SSD,Windows 10,1.82,329.0
80,Dell,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 11,,1369.0
81,Dell,Intel Core i7 870   2.93GHz,3122.0,GeForce RTX 3050,12961.0,17.3,1920.0,1200.0,8192.0,8388608.0,SSD,Windows 11,2.73,3663.65
82,Acer,Intel Core i5 2450M   2.50GHz,2070.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,8192.0,1048576.0,Hybrid,Windows 10,,1209.0
84,Dell,Intel Core i7 1255U,13775.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,32768.0,1048576.0,SSD,Windows 11,,1419.0
85,Panasonic,Intel Core i5 12450H,17441.0,Intel HD Graphics 620,926.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 7,2.09,588.0
86,Lenovo,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,12288.0,262144.0,SSD,Windows 10,7.1 Ounces,469.99
87,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060 Ti,20599.0,16.0,2560.0,1600.0,32768.0,2048000.0,SSD,Windows 11,2.45,1265.87
88,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,524288.0,SSD,Windows 10,1.23,1027.94
89,HP,Intel Core i7 10700   2.90GHz,16550.0,GeForce RTX 4060,19560.0,16.1,2560.0,1440.0,32768.0,1048576.0,SSD,Windows 11,2.70,1859.0
91,Acer,Intel Core i5 2410M   2.30GHz,1937.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,2097152.0,SSD,Windows 10,2.10,989.0
92,Dell,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,449.0
93,Asus,Intel Core i7 11370H   3.30GHz,11757.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,2.00,1079.0
96,Dell,Intel Core i9 12950HX,32933.0,GeForce RTX 3060,17089.0,17.0,1920.0,1200.0,65536.0,1048576.0,SSD,Windows 10,,2814.72
98,GIGABYTE,Intel Core i5 2500S   2.70GHz,3380.0,GeForce RTX 2050,7320.0,14.0,2880.0,1800.0,16384.0,1048576.0,SSD,Windows 11,1.49,1249.0
99,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,16384.0,524288.0,SSD,Windows 11,2.41,1489.0
100,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,16.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,3.64,1682.91
101,HP,Intel Core i7 8557U   1.70GHz,7565.0,GeForce MX550,4601.0,17.3,1920.0,1080.0,20480.0,1048576.0,SSD,Windows 11,2.55,1549.99
102,MSI,Intel Core i5 11260H   2.60GHz,15822.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.86,1249.0
103,Asus,Intel Celeron N3350   1.10GHz,1108.0,Intel UHD Graphics 600,324.0,11.6,1366.0,768.0,4096.0,,,Windows 10,1.27,342.0
104,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 10,3.00,1949.0
106,Dell,Intel Core i5 1035G1   1.00GHz,7460.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.70,519.0
107,Asus,Intel Core i7 6920HQ   2.90GHz,7303.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.80,1209.99
108,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,1.50,439.0
110,HP,Intel Core i7 8559U   2.70GHz,8488.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,1099.0
112,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,4096.0,131072.0,SSD,Windows 10,1.50,295.95
113,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 11,2.30,979.0
115,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,65536.0,2048000.0,SSD,Windows 11,3.64,2407.86
116,HP,Intel Core i5 2410M   2.30GHz,1937.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,,759.0
118,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,1289.99
119,Lenovo,Intel Core i7 1270P,17546.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,24576.0,524288.0,SSD,Windows 11,,1359.0
121,Asus,Intel Core i7 13620H,26454.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,1048576.0,SSD,Windows 10,1.82,1259.0
122,Asus,Intel Pentium Extreme Edition 955   3.46GHz,469.0,Intel UHD Graphics,1476.0,17.3,1600.0,900.0,8192.0,262144.0,SSD,Windows 11,3.14,482.99
123,LG,Intel Core i7 1360P,19333.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1200.0,16384.0,,,Windows 11,1.14,1171.99
124,Dell,Intel Core i5 11300H   3.10GHz,10984.0,Intel Iris Pro Graphics 6200,1449.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 10,,1439.0
125,Acer,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,131072.0,SSD,Windows 11,1.65,299.99
126,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,14.0,2240.0,1400.0,16384.0,1048576.0,SSD,Windows 11,1.60,1099.0
127,HP,Intel Core i7 10700   2.90GHz,16550.0,Intel Iris Pro Graphics 6200,1449.0,16.0,3072.0,1920.0,16384.0,2097152.0,SSD,Windows 11,2.05,1899.0
128,Dell,Intel Core i5 1145G7   2.60GHz,9970.0,Intel Iris Pro Graphics 6200,1449.0,15.0,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,,733.42
129,Dell,Intel Core i7 13705H,23728.0,Intel UHD Graphics,1476.0,16.0,3072.0,1920.0,32768.0,1024000.0,SSD,Windows 11,3.64,814.23
130,Acer,AMD Ryzen 7 5825U,18462.0,GeForce RTX 3050,12961.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.39,918.56
131,HP,Intel Core i5 1335U,16980.0,Intel Iris Pro Graphics 6200,1449.0,17.3,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,2.09,829.0
132,Microsoft,AMD Ryzen 7 2800H,8013.0,Radeon RX Vega 11,2119.0,15.0,2496.0,1664.0,16384.0,524288.0,SSD,Windows 10,1.55,825.0
133,Asus,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 11,1.82,395.0
134,Asus,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,4096.0,65536.0,SSD,Windows 11,1.27,239.99
135,MSI,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,14.0,,,16384.0,524288.0,SSD,Windows 10,1.29,1020.0
137,Asus,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,12288.0,1048576.0,SSD,Windows 10,,499.0
139,HP,Intel Pentium 4 Mobile 1.60GHz,116.0,Intel UHD Graphics,1476.0,17.3,1600.0,900.0,8192.0,131072.0,SSD,Windows 10,2.46,678.0
140,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,,1159.0
141,Lenovo,Intel Core i7 1270P,17546.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 10,,1319.0
142,Asus,AMD Ryzen 5 1400,7773.0,Radeon Vega 8,1585.0,15.6,1920.0,1080.0,8192.0,,,Windows 10,1.68,427.0
144,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,16.0,3072.0,1920.0,32768.0,1024000.0,SSD,Windows 11,3.64,1655.17
146,Acer,Intel Celeron N3060   1.60GHz,658.0,Intel UHD Graphics 600,324.0,15.6,1366.0,768.0,2048.0,16384.0,SSD,ChromeOS,1.91,219.0
147,Asus,Intel Core i5 650   3.20GHz,2243.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,2.01,1679.0
148,Asus,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,8192.0,524288.0,SSD,Windows 11,1.82,1399.0
150,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,13.5,2256.0,1504.0,8192.0,524288.0,SSD,Windows 11,,739.0
151,LG,Intel Core i7 1360P,19333.0,GeForce RTX 3050,12961.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 11,1.32,1849.0
153,Acer,AMD Ryzen 7 7840HS,28906.0,GeForce RTX 4060,19560.0,17.3,2560.0,1600.0,16384.0,1048576.0,SSD,Windows 10,,1499.0
154,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,32768.0,1024000.0,SSD,Windows 11,3.64,1955.4
156,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,16384.0,1024000.0,SSD,Windows 11,3.64,1889.08
157,Dell,Intel Core i7 870   2.93GHz,3122.0,GeForce RTX 3050,12961.0,17.3,1920.0,1200.0,32768.0,2097152.0,SSD,Windows 10,2.73,2212.99
159,Asus,Intel Core i5 8265U   1.60GHz,6026.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,8192.0,262144.0,SSD,Windows 10,,469.0
160,Dell,AMD Ryzen 7 5825U,18462.0,Ryzen 5 4600HS with Radeon Graphics,8370.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 10,1.69,999.99
161,Asus,Intel Core i5 10200H   2.40GHz,8185.0,Intel Iris Pro Graphics 6200,1449.0,15.6,2880.0,1620.0,16384.0,1048576.0,SSD,Windows 11,1.82,1339.99
164,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 10,1.74,749.0
165,Dell,Intel Core i7 4558U   2.80GHz,3052.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.68,793.99
168,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,16384.0,1024000.0,SSD,Windows 11,3.64,1924.22
169,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.36,899.0
170,Acer,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,14.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,1.25,649.99
171,Lenovo,Intel Core i5 11300H   3.10GHz,10984.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,32768.0,1048576.0,SSD,Windows 11,2.55,1959.0
172,HP,Intel Core i7 13620H,26454.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,1.47,668.0
175,Dell,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060 Ti,20599.0,15.6,1920.0,1200.0,32768.0,2097152.0,SSD,Windows 11,1.92,2011.51
176,Dell,Intel Core i7 12650H,23276.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,,808.49
177,Asus,Intel Celeron N3350   1.10GHz,1108.0,Intel UHD Graphics 600,324.0,11.6,1366.0,768.0,4096.0,262144.0,SSD,Windows 10,1.27,354.17
178,Dell,Intel Core i9 11900H   2.50GHz,20886.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,65536.0,2097152.0,SSD,Windows 11,,2049.0
180,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,12288.0,524288.0,SSD,Windows 10,,549.0
182,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,65536.0,2048000.0,SSD,Windows 11,3.64,2415.95
183,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,32768.0,524288.0,SSD,Windows 10,2.30,849.0
184,Asus,Intel Core2 Duo T6500   2.10GHz,739.0,Mobility Radeon HD 5470,236.0,15.6,1366.0,768.0,4096.0,512000.0,SSD,Windows 7,0.55,499.0
185,Dell,Intel Core i5 12450H,17441.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,262144.0,SSD,Windows 10,1.73,699.0
186,Acer,Intel Core i5 2450M   2.50GHz,2070.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,12288.0,524288.0,SSD,Windows 11,,619.0
189,MSI,Intel Core i5 750   2.67GHz,2521.0,GeForce GTX 1650,7868.0,17.3,1920.0,1080.0,8192.0,524288.0,SSD,Windows 10,,1199.99
190,Dell,Intel Core i3 8145U   2.10GHz,3810.0,Intel UHD Graphics 620,1042.0,14.0,1366.0,768.0,4096.0,131072.0,SSD,ChromeOS,1.47,457.23
191,Dell,Intel Core i5 1235U,13554.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,SSD,Windows 11,1.68,529.0
192,Lenovo,Intel Core i7 1255U,13775.0,Intel Iris Pro Graphics 6200,1449.0,14.0,2880.0,1800.0,16384.0,1048576.0,SSD,Windows 11,1.50,1159.0
194,Asus,AMD Ryzen 5 4600G,16003.0,GeForce GTX 1650,7868.0,17.3,1920.0,1080.0,65536.0,4194304.0,SSD,Windows 11,2.59,1539.0
196,Dell,Intel Core i7 8557U   1.70GHz,7565.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,32768.0,1048576.0,SSD,Windows 11,1.68,894.98
201,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,262144.0,SSD,Windows 11,3.64,1699.0
202,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,2097152.0,SSD,Windows 11,,1279.0
205,Lenovo,Intel Celeron N3350   1.10GHz,1108.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,2048.0,32768.0,SSD,Windows 10,1.45,239.0
206,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,16384.0,1048576.0,SSD,Windows 11,1.96,1209.0
207,HP,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,,929.0
208,Dell,AMD Ryzen 5 3350G,9041.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,32768.0,2048000.0,SSD,Windows 11,3.64,2598.74
210,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,17.3,1920.0,1080.0,16384.0,1024000.0,SSD,Windows 11,3.64,1599.66
212,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920.0,1080.0,12288.0,2048000.0,SSD,Windows 11,,1871.09
213,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Pro Graphics 6200,1449.0,15.6,1920.0,1080.0,16384.0,1048576.0,SSD,Windows 11,1.70,769.0
214,Dell,Intel Core i7 4770   3.40GHz,7050.0,GeForce RTX 3060 Ti,20599.0,16.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,2.05,959.99
216,Lenovo,Intel Core i7 1270P,17546.0,Intel Iris Pro Graphics 6200,1449.0,16.0,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,,1319.0
218,MSI,Intel Core i9 12900HX,34905.0,Quadro RTX 3000,11157.0,17.3,3840.0,2160.0,32768.0,1048576.0,SSD,Windows 11,5.20,3649.0
219,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,20480.0,1048576.0,SSD,Windows 11,1.50,398.0
221,Lenovo,Intel Core i7 6700HQ   2.60GHz,6526.0,GeForce RTX 2050,7320.0,16.0,2560.0,1600.0,16384.0,524288.0,SSD,Windows 11,,1199.0
223,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,2097152.0,SSD,Windows 11,,1109.0
224,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,16.0,2560.0,1600.0,32768.0,1024000.0,SSD,Windows 11,2.45,1601.66
225,Dell,Intel Core i5 11300H   3.10GHz,10984.0,Intel Arc A730M,8274.0,15.6,1920.0,1200.0,16384.0,524288.0,SSD,Windows 11,1.92,1699.0
