,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
2263,Dell,Intel Core i9 13980HX,48083,GeForce RTX 3070 Ti,23757,16,2560,1600,32768,1024000,Windows 11,2.45,1601.66
2264,Yoga Notebook,Intel Core i7 9750H   2.60GHz,10936,GeForce GTX 1650,7868,15.6,1920,1080,16384,2097152,Windows 10,2,2199
2265,Lenovo,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,14,1920,1080,20480,262144,Windows 11,1.5,292
2266,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,17,3840,2400,65536,2097152,Windows 11,2.43,2730.61
2267,HP,Intel Celeron N4120   1.10GHz,2527,Intel UHD Graphics 600,324,14,1366,768,4096,65536,ChromeOS,1.45,195
2268,Asus,Intel Celeron N4020   1.10GHz,1556,Intel UHD Graphics 600,324,15.6,1920,1080,4096,65536,Windows 10,1.64,223
2269,Dell,Intel Core i7 13705H,23728,GeForce RTX 3050,12961,16,1920,1200,8192,524288,Windows 11,2.03,1156.55
2270,Dell,Intel N50,2350,GeForce RTX 4080,34635,16,1920,1080,12288,524288,No OS,3.64,3453.43
2271,Best Notebooks,Intel Core i7 640M   2.80GHz,2059,GeForce RTX 3050,12961,16,3840,2400,65536,1048576,Windows 11,3.12,3999
2272,Dell,Intel Core i7 12650H,23276,Quadro P1000,4438,15.6,1920,1080,16384,524288,Windows 10,2.59,615.49
2273,Acer,Intel Core i3 N305,9978,Intel UHD Graphics,1476,14,1920,1200,8192,131072,Windows 11,1.55,412.82
2274,HP,Intel Celeron N3350   1.10GHz,1108,Intel HD Graphics 620,926,14,1366,768,4096,32768,ChromeOS,1.7,259
2275,HP,AMD Ryzen 7 5700U,15853,Radeon RX Vega 8,1487,15.6,1366,768,32768,262144,Windows 11,1.73,679.99
2276,Asus,Intel Core i7 12650H,23276,GeForce RTX 3070,22459,15.6,1920,1080,16384,1048576,Windows 11,2,1549
2277,Samsung,Intel Core i7 1165G7   2.80GHz,10346,Intel HD Graphics 620,926,15.6,1920,1080,16384,524288,Windows 11,1.05,1025
2278,LG,Intel Core i7 1360P,19333,Intel Iris Xe,2690,16,1920,1080,32768,2097152,Windows 11,0.99,1689
2279,Lenovo,Intel Core i7 13700H,28003,RTX A2000,13772,16,2560,1600,32768,1048576,Windows 11,1.78,2339
2281,Asus,Intel Core i7 13620H,26454,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,1.8,929.49
2282,Lenovo,Intel Core i7 7700HQ   2.80GHz,6925,GeForce 940MX,1509,14,1920,1080,16384,524288,Windows 10,1.82,1199
2284,Dell,Intel Core i5 12600H,23062,Intel Arc,4253,14,1920,1080,16384,262144,Windows 10,1.23,1079.91
2285,Asus,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,14,1920,1080,4096,131072,Windows 10,1.5,402.99
2286,Lenovo,Intel Core i7 12700H,26423,Intel Iris Xe,2690,15.6,1920,1080,40960,2097152,Windows 11,1.77,1199.99
2287,Acer,Intel Core i5 9300H   2.40GHz,7646,GeForce GTX 1650,7868,15.6,1366,768,8192,1048576,Windows 10,2.5,689
2288,Apple,Intel Core i7 5650U   2.20GHz,3014,Intel HD Graphics 620,926,13.3,1440,900,8192,262144,OS X 10.10 Yosemite,1.36,330
2289,HP,Intel Core i3 1215U,11027,Intel UHD Graphics,1476,15.6,1920,1080,8192,262144,Windows 10,1.57,469
2290,HP,Intel Celeron 1.70GHz,101,Intel UHD Graphics 600,324,15.6,1920,1080,8192,131072,Windows 11,1.78,316.99
2291,MSI,Intel Core i7 1360P,19333,Intel Iris Xe,2690,14,2880,1800,32768,1048576,Windows 11,1.74,1694.99
2292,Dell,AMD Ryzen 5 5500U,13144,Radeon R2,240,15.6,1920,1080,16384,524288,Windows 11,1.69,479.08
2293,Dell,Intel Core i7 1255U,13775,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 11,1.68,843
2294,Dell,Intel Core i7 1260P,17229,Intel Iris Xe,2690,16,1920,1080,16384,1048576,Windows 11,1.91,959.99
2295,Acer,Intel Core i5 10300H   2.50GHz,8473,GeForce RTX 3050,12961,15.6,1920,1080,32768,1048576,Windows 11,2.3,1109
2296,Acer,Intel Core i7 1255U,13775,Intel Iris Xe,2690,14,1920,1080,16384,524288,Windows 11,1.45,1079.99
2297,HP,Intel Core i7 13700HX,34115,GeForce RTX 4060,19560,16.1,2560,1440,32768,2097152,Windows 11,1.72,1979
2298,MSI,Intel Core i7 12650H,23276,GeForce RTX 4060,19560,15.6,1920,1080,8192,524288,Windows 11,2,933.09
2299,Dell,Intel Core i5 2310   2.90GHz,3642,Intel UHD Graphics,1476,14,1920,1080,16384,262144,Windows 11,3.64,1154.99
2300,Acer,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,17.3,1920,1080,65536,2097152,Windows 10,3,1529
2301,HP,AMD Ryzen 3 5300U,9716,Radeon R2,240,14,1366,768,16384,1048576,Windows 11,1.45,450
2302,HP,Intel Core i3 1210U,10641,Intel UHD Graphics,1476,15.6,1920,1080,16384,524288,Windows 11,1.75,649
2303,HP,Intel Core i7 1255U,13775,GeForce MX550,4601,15.6,1920,1080,65536,2097152,Windows 11,1.77,1579.99
2304,Dell,AMD Ryzen 5 6600H,19012,GeForce RTX 3050,12961,15.6,1920,1080,24576,2097152,Windows 10,1.74,1159
2305,HP,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,15.6,1366,768,16384,1048576,Windows 11,1.7,459.98
2306,HP,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,8192,262144,Windows 11,2.95,615.01
2307,HP,Intel Core i7 13700H,28003,Intel Iris Xe,2690,16,3072,1920,16384,1048576,Windows 11,3.3,1509
2308,Dell,Intel Core i7 13705H,23728,GeForce RTX 3050,12961,15.6,1920,1200,32768,1024000,Windows 11,3.64,1955.4
2309,Dell,AMD Ryzen 5 2400G,8734,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1366,768,32768,1048576,Windows 11,1.8,451
2310,Dell,Intel Core i7 14700HX,37546,Intel Iris Xe,2690,16,1920,1080,16384,524288,Windows 11,1.91,1099
2311,MSI,Intel Core i7 11800H   2.30GHz,20753,GeForce GTX 1050,5051,15.6,1920,1080,16384,1048576,Windows 11,2.86,1246.47
2312,Lenovo,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,15.6,1920,1080,8192,524288,Windows 11,1.66,629
2313,Acer,Intel Core i5 10300H   2.50GHz,8473,GeForce RTX 3050,12961,15.6,1920,1080,32768,2097152,Windows 11,2.3,1229
2314,MSI,Intel Core i7 9750H   2.60GHz,10936,GeForce RTX 2060,14124,17.3,1920,1080,16384,524288,Windows 10,2.9,1199.99
2315,Dell,Intel Core i5 7200U   2.50GHz,3395,Intel HD Graphics 620,926,15.6,1366,768,8192,2097152,Windows 10,2.3,689
2316,Lenovo,Intel Core i7 1355U,15287,Intel Iris Xe,2690,16,1920,1080,16384,524288,Windows 11,1.74,869.49
2317,LG,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,16,2560,1600,16384,1048576,Windows 11,1.18,1610.05
2318,HP,Intel Core i7 1255U,13775,GeForce MX550,4601,17.3,1920,1080,65536,4194304,Windows 11,2.55,2109
2319,Asus,Intel Core i7 12650H,23276,GeForce RTX 3050,12961,16,2560,1600,32768,1048576,Windows 10,2,1399
2320,Acer,Intel Core i5 10300H   2.50GHz,8473,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.32,949
2321,Lenovo,AMD Ryzen 5 3450U,6734,Radeon 610M,1124,15.6,1920,1080,8192,262144,Windows 11,2.41,465.19
2322,Lenovo,Intel Core i5 13420H,18753,Intel UHD Graphics,1476,15.6,1920,1080,32768,524288,Windows 10,1.77,1099.99
2323,Acer,Intel Core i5 10300H   2.50GHz,8473,GeForce RTX 3050,12961,15.6,1920,1080,16384,262144,Windows 11,2.3,849
2325,Dell,Intel Core i7 12800H,24971,Intel UHD Graphics,1476,14,1920,1080,16384,524288,Windows 11,3.64,1349.99
2326,HP,Intel Pentium M 2.26GHz,227,Intel Arc,4253,15,1366,768,4096,131072,Windows 11,2.27,235.99
2327,MSI,Intel Core i5 10500H   2.50GHz,11287,GeForce RTX 3060,17089,15.6,1920,1080,24576,524288,Windows 11,1.86,1219
2328,Dell,Intel Core i7 1255U,13775,GeForce MX570,6020,16,1920,1200,32768,2097152,Windows 11,1.84,1099
2329,Dell,Intel Core i5 9400F   2.90GHz,9497,Intel UHD Graphics 630,1247,15.6,1920,1080,32768,1048576,Windows 10,1.82,436.98
2330,Lenovo,Intel Core i5 12450H,17441,Intel UHD Graphics,1476,17.3,1600,900,12288,262144,Windows 10,2.2,729
2331,MSI,Intel Core i7 13620H,26454,GeForce RTX 4070,26876,15.6,2560,1440,32768,1048576,Windows 11,4.18,1599
2332,MSI,Intel Core i5 1155G7   2.50GHz,10280,Intel Iris Xe,2690,16,2560,1600,16384,524288,Windows 10,1.91,1047.36
2333,Acer,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,14,1920,1080,8192,524288,Windows 11,1.61,679.99
2334,HP,Intel Core i3 1215U,11027,Intel Arc,4253,14,1920,1080,8192,524288,Windows 11,1.55,449.99
2335,HP,Intel Core i7 1355U,15287,Intel Iris Xe,2690,13.5,1920,1280,16384,524288,Windows 11,1.78,1249
2336,LG,Intel Core i5 1135G7   2.40GHz,9891,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 10,2,1109
2337,Acer,Intel Celeron N4500   1.10GHz,2003,Intel UHD Graphics,1476,17.3,1920,1080,4096,131072,ChromeOS,2.23,329.99
2338,Lenovo,Intel Core i7 12700H,26423,Intel Arc A730M,8274,16,2560,1600,32768,4194304,Windows 10,1.96,1699
2339,Dell,Intel Core i5 1035G1   1.00GHz,7460,Intel Iris Xe,2690,15.6,1920,1080,32768,524288,Windows 11,1.68,500
2340,Lenovo,AMD Ryzen 5 5500U,13144,Intel UHD Graphics,1476,14,1920,1200,16384,1048576,Windows 11,1.5,869.99
2341,Asus,Intel Core i7 13620H,26454,GeForce RTX 3050,12961,15.6,1920,1080,16384,2097152,Windows 11,1.68,1329.99
2342,MSI,Intel Core i5 10500H   2.50GHz,11287,GeForce GTX 1650,7868,15.6,1920,1080,8192,524288,Windows 10,3.14,685
2343,MSI,Intel Core i7 12650H,23276,GeForce RTX 4060,19560,15.6,1920,1080,32768,2097152,Windows 11,2.27,1509
2344,Lenovo,Intel Core i7 1255U,13775,Intel Arc,4253,16,2560,1600,16384,524288,Windows 11,2.09,774.99
2345,Dell,Intel Core i5 4200U   1.60GHz,2187,Intel UHD Graphics,1476,14,1366,768,8192,262144,Windows 10,3.53,724.95
2347,Dell,Intel Core i7 13650HX,32140,GeForce RTX 2050,7320,15.6,1920,1080,32768,1048576,Windows 10,2.98,1369
2348,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,65536,4194304,Windows 11,2.44,2229.99
2349,Dell,Intel Core i5 12600H,23062,Intel Arc,4253,13.3,1920,1080,16384,262144,Windows 10,1.14,733.42
2350,Dell,Intel Core i7 13790F,46110,Intel UHD Graphics,1476,15.6,1366,768,16384,512000,Windows 10,1.86,426.36
2351,HP,AMD Ryzen 3 2200U,3712,Radeon Vega 3,891,14,1366,768,8192,262144,Windows 10,1.51,479.99
2352,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,16384,1048576,Windows 11,2.68,1609
2353,Dell,Intel Core i9 13900HX,44977,GeForce RTX 4070,26876,16,2560,1600,16384,2097152,Windows 10,2.02,2319
2354,LG,Intel Core i7 940   2.93GHz,2947,Intel Iris Xe,2690,17,2560,1600,16384,1048576,Windows 10,1.35,1409
2355,Asus,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,14,1366,768,24576,1048576,Windows 11,1.43,559
2356,HP,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,16.1,1920,1080,16384,1048576,Windows 11,1.51,1559
2357,Dell,AMD Ryzen 7 6800H,23656,GeForce RTX 3050,12961,15.6,1920,1080,32768,1048576,Windows 11,1.58,1259
2358,Microsoft,Intel N50,2350,Intel Arc,4253,13,1920,1080,8192,524288,Windows 10,1.66,1276.47
2359,Dell,Intel Core i9 13900HX,44977,GeForce RTX 4060,19560,15.6,1920,1080,65536,2097152,Windows 11,1.74,2049
2360,Dell,AMD Ryzen 5 1400,7773,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1366,768,12288,524288,Windows 11,1.82,646.93
2361,Acer,Intel Core i3 1115G4   3.00GHz,6132,Intel UHD Graphics,1476,15.6,1920,1080,36864,1048576,Windows 11,1.9,759
2362,Dell,Intel Core i9 13980HX,48083,GeForce RTX 3070 Ti,23757,15.6,2560,1440,49152,2048000,Windows 10,3.64,2010.18
2363,Asus,Intel Core i9 12900H,28523,GeForce RTX 3070 Ti,23757,15.6,2560,1440,32768,2097152,Windows 11,2.3,2369
2364,Panasonic,Intel Core i5 12450H,17441,Intel HD Graphics 620,926,12,2160,1440,8192,262144,Windows 10,1.76,759.99
2366,Dell,Intel Core i7 13620H,26454,Intel UHD Graphics,1476,14,1920,1080,32768,524288,Windows 11,1.23,1285.51
2367,Dell,Intel Core i5 10300H   2.50GHz,8473,Intel UHD Graphics,1476,15,1920,1200,8192,262144,Windows 11,2.09,1250.34
2368,Asus,Intel Core Duo T2450   2.00GHz,411,Intel Arc,4253,17.3,1366,768,3072,256000,Windows 7,4.45,749
2369,Lenovo,Intel Core i9 13900HX,44977,GeForce RTX 4070,26876,16,2560,1600,65536,4194304,Windows 11,2.55,2899
2370,Asus,Intel Core i7 13700H,28003,GeForce RTX 2050,7320,14,1920,1200,16384,1048576,Windows 11,6.36,1059.59
2371,HP,AMD Ryzen 5 5500U,13144,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,1048576,Windows 10,1.86,899
2372,Dell,Intel Core i9 12900H,28523,GeForce RTX 3070,22459,16,2560,1600,16384,1048576,Windows 11,2.45,1849
2373,HP,AMD A6 5350M APU,1176,Intel UHD Graphics,1476,14,1366,768,16384,512000,Windows 10,2,234.98
2374,Lenovo,Intel Core i7 1270P,17546,Intel Iris Xe,2690,14,1920,1200,32768,1048576,Windows 11,1.36,1429
2375,Asus,Intel Core i7 12700H,26423,GeForce RTX 4070,26876,15.6,1920,1080,16384,1048576,Windows 11,1.84,1399
2377,LG,Intel Core i7 1360P,19333,Intel Iris Xe,2690,17,2560,1600,16384,4194304,Windows 11,2.32,1899
2379,Asus,Intel Core i5 12600,21384,GeForce3,4,14,1366,768,4096,512000,Windows 7,1.23,899.99
2380,Dell,Intel Core i5 1235U,13554,Intel Iris Xe,2690,16,1920,1200,16384,1048576,Windows 10,1.95,879.99
2381,Lenovo,AMD Embedded R Series RX 216GD,1628,Radeon R5E,296,15.6,1366,768,16384,524288,Windows 10,2.1,569.99
2382,Asus,Intel Core i9 13900H,29690,GeForce RTX 2050,7320,16,1920,1200,32768,1048576,Windows 11,1.82,1579
2383,Samsung,Intel Celeron N3450   1.10GHz,1988,Intel Arc,4253,15.6,1920,1080,4096,65536,ChromeOS,0.55,184.03
2384,MSI,Intel Core i7 13650HX,32140,GeForce RTX 2050,7320,15.6,1920,1080,65536,2097152,Windows 11,3.03,1749
2385,Lenovo,Intel Core i7 1260P,17229,Intel Iris Xe,2690,13.3,2560,1600,16384,524288,Windows 11,1.32,949
2386,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,32768,1048576,Windows 11,2.44,1779.99
2387,HP,Intel Core i3 1005G1   1.20GHz,4982,Intel UHD Graphics,1476,15.6,1366,768,8192,524288,Windows 10,1.69,459
2388,Dell,Intel Core i5 12450H,17441,Intel UHD Graphics,1476,15.6,1920,1080,16384,2097152,Windows 11,1.59,763.55
2389,Dell,Intel Core i9 12900,34306,GeForce RTX 4080,34635,18,1920,1200,65536,4096000,Windows 11,3.64,3098.65
2390,Lenovo,Intel Core i5 1235U,13554,Intel Arc,4253,14,2240,1400,16384,524288,Windows 11,3.64,899.99
2391,Lenovo,Intel Core i7 1365U,15451,Intel Iris Xe,2690,16,1920,1200,49152,2097152,Windows 11,3.64,1779
2392,Dell,Intel Core i7 13705H,23728,GeForce RTX 3070 Ti,23757,15.6,1920,1080,16384,1024000,Windows 11,3.64,1837.6
2393,Samsung,Intel Core i7 11600H   2.90GHz,16162,GeForce RTX 3050,12961,15.6,1920,1080,16384,1048576,Windows 11,1.86,1561.14
2394,Dell,Intel Core i5 1245U,13481,Intel Iris Xe,2690,14,1366,768,16384,524288,Windows 11,1.14,640.77
2395,Lenovo,AMD Embedded R Series RX 216GD,1628,Ryzen 3 4300G with Radeon Graphics,2040,14,1920,1080,4096,131072,Windows 11,1.4,199
2396,Lenovo,Intel Core i5 3320M   2.60GHz,2658,Intel UHD Graphics,1476,14,1366,768,4096,262144,Windows 10,2.79,208.98
2397,MSI,Intel Core i7 1260P,17229,GeForce GTX 1650,7868,14,1920,1080,16384,524288,Windows 11,2.11,1099
2398,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,16,1920,1200,8192,524288,Windows 11,1.96,1099
2399,Acer,Intel Core i7 10750H   2.60GHz,12012,GeForce RTX 3060,17089,15.6,1920,1080,16384,524288,Windows 10,2.5,1086
2400,HP,AMD Ryzen 3 3200U,3828,Radeon Vega 3,891,14,1366,768,32768,1048576,Windows 10,2.29,721.71
2401,HP,AMD Ryzen 3 3300U,5715,Ryzen 3 4300G with Radeon Graphics,2040,17.3,1600,900,8192,262144,Windows 11,2.08,489
2402,Acer,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,15.6,1920,1080,16384,524288,Windows 11,1.9,669.98
2403,Lenovo,Intel Core i7 1255U,13775,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 11,1.73,1099
2404,Lenovo,AMD Ryzen 7 7730U,18825,Ryzen 3 4300G with Radeon Graphics,2040,16,1920,1200,16384,524288,Windows 11,1.9,899
2405,Asus,AMD Ryzen 9 5900HX,22681,GeForce RTX 3080,25351,15.6,1920,1080,32768,2097152,Windows 11,2.3,2249
2406,HP,Intel Core i3 1110G4   1.80GHz,4390,Intel UHD Graphics,1476,17.3,1600,900,16384,524288,Windows 11,1.9,549
2407,Lenovo,Intel Core i5 1235U,13554,Intel Iris Xe,2690,14,2880,1800,16384,2097152,Windows 10,1.5,1499
2408,HP,Intel Pentium N4200   1.10GHz,2169,Intel Arc,4253,15.6,1366,768,8192,262144,Windows 11,2.73,229
2409,Asus,Intel Celeron 5205U   1.90GHz,1458,Intel Arc,4253,11.6,1366,768,4096,131072,Windows 10,1.89,149.65
2410,Lenovo,Intel Core i7 8850H   2.60GHz,10298,GeForce3,4,15.6,3840,2160,32768,1048576,Windows 10,2.89,3079.94
2411,HP,AMD Ryzen 7 5700U,15853,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,24576,524288,Windows 10,3.14,939.99
2412,HP,Intel Core i3 1005G1   1.20GHz,4982,Intel UHD Graphics,1476,15.6,1366,768,16384,524288,Windows 11,3.39,549
2413,Dell,Intel Core i7 13705H,23728,GeForce RTX 3070 Ti,23757,17.3,1920,1080,65536,2048000,Windows 11,3.64,2532.6
2414,Asus,AMD Ryzen 9 7940HS,30593,RADEON 9000,4,16,1920,1200,16384,524288,Windows 11,2.98,799.99
2415,MSI,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,16,2560,1600,65536,3145728,Windows 10,2.32,2159
2416,Dell,Intel Core i7 1255U,13775,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 11,1.66,949
2417,Acer,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,17.3,1920,1080,8192,524288,Windows 10,3,1119
2418,Lenovo,Intel Core i7 13620H,26454,GeForce RTX 2050,7320,16,1920,1200,24576,2097152,Windows 10,2.41,1519
2419,Dell,Intel Core i7 12800H,24971,Intel Arc,4253,15.6,1920,1080,16384,262144,Windows 10,1.82,1079.91
2420,Lenovo,Intel Core i7 13700HX,34115,GeForce RTX 4060,19560,16,2560,1600,16384,1048576,Windows 11,2.55,1909.99
2421,Dell,Intel Core i9 13980HX,48083,RTX A2000,13772,17,3840,2160,65536,2048000,Windows 10,3.64,3106
2422,HP,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,15.6,1920,1080,12288,524288,Windows 10,1.83,1049
2423,Dell,Intel Core i7 12700H,26423,GeForce RTX 3060,17089,15.6,1920,1080,65536,4194304,Windows 11,2.68,2159
2424,Dell,Intel Core i7 13705H,23728,GeForce MX570,6020,14,2560,1440,16384,524288,Windows 11,1.55,1150.76
2425,Asus,AMD Ryzen 9 6900HS,23896,GeForce RTX 3060,17089,15.6,2560,1440,16384,1048576,Windows 11,1.9,1819
2426,Dell,Intel Core i7 13620H,26454,GeForce RTX 2050,7320,16,2560,1600,16384,524288,Windows 11,3.64,1291.93
2427,Dell,Intel Core i7 1185G7   3.00GHz,10552,Intel Iris Xe,2690,14,1920,1200,16384,262144,Windows 10,2.09,669.89
2428,Dell,AMD Ryzen 7 2700,15735,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.52,987.51
2429,MSI,Intel Core i7 12650H,23276,GeForce RTX 2050,7320,15.6,1920,1080,16384,1048576,Windows 10,1.86,1259
2430,Dell,Intel Core i9 13900HX,44977,GeForce RTX 4060,19560,15.6,1920,1080,65536,2097152,Windows 11,2.46,2049
2431,MSI,Intel Core i7 13650HX,32140,GeForce RTX 2050,7320,15.6,1920,1080,32768,1048576,Windows 11,3.05,1359
2432,Acer,Intel Core i3 12100T,12675,Intel Arc,4253,15.6,1920,1080,8192,262144,Windows 11,2.53,300
2433,Dell,Intel Core i5 2310   2.90GHz,3642,Intel UHD Graphics,1476,15.6,1920,1080,16384,2048000,Windows 10,1.73,697.69
2434,MSI,Intel Core i5 12450H,17441,GeForce RTX 3050,12961,15.6,1920,1080,8192,524288,Windows 10,1.96,909
2435,Acer,Intel Core i7 11800H   2.30GHz,20753,GeForce RTX 3050,12961,15.6,1920,1080,16384,1048576,Windows 10,2.2,999
2436,HP,Intel Celeron N4020   1.10GHz,1556,Intel UHD Graphics 600,324,14,1366,768,4096,32768,ChromeOS,1.47,239.99
2437,Dell,Intel Core i7 13650HX,32140,GeForce RTX 2050,7320,15.6,1920,1080,8192,8388608,Windows 11,1.98,2259
2438,Dell,Intel Core i7 12650H,23276,GeForce GTX 1650 Ti,7576,17,1920,1200,32768,1048576,Windows 10,2.5,2814.72
2439,Dell,Intel Core i7 1255U,13775,Intel Iris Xe,2690,14,1920,1200,32768,1048576,Windows 11,1.57,1009.46
2440,MSI,Intel Core i7 12650H,23276,GeForce RTX 3080,25351,17.3,1920,1080,16384,1048576,Windows 11,2.9,2650.64
2441,Acer,Intel Core i7 13700HX,34115,GeForce RTX 4060,19560,16,2560,1600,16384,1048576,Windows 11,2.6,1199.99
2442,Lenovo,Intel Core i5 4300U   1.90GHz,2499,Intel UHD Graphics,1476,12.5,1366,768,8192,262144,Windows 10,1.5,210.98
2443,Dell,Intel Core i9 12900H,28523,GeForce RTX 3070,22459,16,2560,1600,32768,1048576,Windows 10,1.48,1949
2444,Samsung,Intel Celeron N4500   1.10GHz,2003,S3 Chrome S25 DDR2,18,14,1920,1080,8192,32768,ChromeOS,1.45,313.62
2445,Lenovo,Intel Core i7 10510U   1.80GHz,6650,Intel UHD Graphics,1476,15.6,1920,1080,16384,1048576,Windows 10,2.5,1027.77
2446,Lenovo,Intel Core i7 12650H,23276,GeForce GTX 1660,11706,15.6,1920,1080,65536,1048576,Windows 10,2.45,1099
2447,Dell,Intel Core i5 4310U   2.00GHz,2542,Intel UHD Graphics,1476,14,1366,768,8192,524288,Windows 10,1.99,254.98
2448,Asus,Intel Core i3 1210U,10641,Intel HD Graphics 620,926,15.6,1366,768,4096,512000,Windows 8,2.05,489
2449,Lenovo,Intel Core i5 11300H   3.10GHz,10984,GeForce GTX 1650,7868,15.6,1920,1080,16384,524288,Windows 11,2.25,819
2450,Dell,Intel Core i7 10610U   1.80GHz,6830,Intel UHD Graphics,1476,14,1920,1080,16384,524288,Windows 10,2.09,923.99
2451,Dell,Intel Core i5 4300U   1.90GHz,2499,Intel UHD Graphics,1476,14,1920,1080,8192,262144,Windows 10,2.09,249.98
2452,Dell,Intel Core i7 12800H,24971,Intel Iris Xe,2690,15.6,1920,1080,16384,1048576,Windows 10,1.74,1069
2453,HP,Intel Core i5 1235U,13554,Intel Iris Xe,2690,15.6,1920,1080,8192,262144,Windows 11,1.8,779
2454,Acer,Intel Core i7 1165G7   2.80GHz,10346,Intel Iris Xe,2690,13.5,2256,1504,8192,524288,Windows 10,1.87,789
2455,Asus,Intel Core i9 13900H,29690,GeForce RTX 3050,12961,16,1920,1200,16384,1048576,Windows 11,1.93,1189
2456,Asus,Intel Core i5 11400   2.60GHz,17093,GeForce RTX 3050,12961,17.3,1920,1080,65536,4194304,Windows 11,2.59,1659.99
2457,Dell,Intel Core i5 13420H,18753,Intel UHD Graphics,1476,15.6,1920,1080,8192,262144,Windows 11,1.81,813.72
2459,MSI,Intel Core i9 12900H,28523,GeForce RTX 3060,17089,17.3,1920,1080,16384,1048576,Windows 11,5.02,1173.5
2460,Acer,Intel Core i5 1135G7   2.40GHz,9891,Intel Arc,4253,14,1920,1080,8192,524288,Windows 10,2.57,791.93
2461,Dell,Intel Core i7 12700H,26423,GeForce RTX 3050,12961,15.6,1920,1200,32768,1048576,Windows 11,1.91,1955.4
2462,Dell,AMD Ryzen 7 2700,15735,GeForce RTX 3050,12961,15.6,1920,1080,16384,524288,Windows 11,2.52,987.51
2463,Asus,AMD Ryzen 5 4600H,14526,GeForce GTX 1650,7868,17.3,1920,1080,16384,524288,Windows 10,2.59,919
2465,Lenovo,AMD Ryzen 5 5500U,13144,Ryzen 7 4700G with Radeon Graphics,2186,15.6,1920,1080,8192,262144,Windows 10,1.68,598.99
2466,WEELIAO,Intel Core i3 3217U   1.80GHz,1218,Intel UHD Graphics,1476,13.9,3840,2160,8192,262144,Windows 11,1.5,478
2467,Dell,Intel Core i7 13705H,23728,GeForce RTX 3050,12961,15.6,3840,2160,32768,524288,Windows 11,3.64,2197.83
2470,HP,AMD Ryzen 5 5500U,13144,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,16384,524288,Windows 10,3.18,599
2471,Dell,Intel Core i5 13420H,18753,Intel UHD Graphics,1476,15.6,1920,1080,16384,262144,Windows 10,2.73,719.77
2472,Dell,Intel Core i9 13980HX,48083,RTX A2000,13772,17,3840,2160,32768,1024000,Windows 10,3.64,2954.7
2473,Lenovo,AMD Ryzen 5 7530U,16506,Ryzen 3 4300G with Radeon Graphics,2040,15.6,1920,1080,8192,1048576,Windows 11,2.84,609
2474,Dell,Intel Core i7 1250U,12421,GeForce RTX 3050,12961,16,1920,1200,8192,1024000,Windows 11,2.05,1157.3
2475,Dell,AMD Ryzen 5 6600H,19012,GeForce RTX 3050,12961,15.6,1920,1080,24576,1048576,Windows 10,1.88,1039
2476,HP,Intel Pentium 4 2.50GHz,160,Intel Arc,4253,14,1920,1080,8192,131072,ChromeOS,1.72,219.99
2477,Dell,Intel Core i7 985   3.47GHz,3928,GeForce MX570,6020,14,2560,1440,16384,524288,Windows 11,1.55,1113.8
2478,HP,Intel Core i5 4210U   1.70GHz,2304,Intel UHD Graphics,1476,14,1366,768,4096,262144,Windows 10,1.68,252.98
