,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
303,HP,Omen 16-N000,AMD AMD Ryzen 7 Ryzen 7 6800H 2 GHz,AMD Radeon RX 6650M,32 GB,16.1 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1389.0
304,Dell,Dell G7,Intel 8032,NVIDIA GeForce GTX 1060,8 GB,15.6 Inches,1920x1080,,Windows 10,5.82 Pounds,999.0
305,acer,CBE5951T55UB,Intel Core i3 1215U 1.2 GHz,AMD Radeon R5,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Home,,999.99
306,ASUS,TUF Gaming A17,AMD Ryzen 5 4600H AMD Ryzen 5 4600H 2.9 GHz,NVIDIA GeForce GTX 1650,32 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,5.73 Pounds,1059.0
307,Dell,Vostro 7620,Intel Core i7 Family Intel Core i7-12700H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,4.32 Pounds,1099.0
308,acer,SP513-54N-58XD,Intel Core i5-3340s Core i5-1035G4,GPU,8 GB,13.5 Inches,2256 x 1504,,Windows 10,2.65 Pounds,749.0
309,acer,Nitro 5 AN515,Intel Core i7 Family Intel Core i7-11800H 3 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,4.85 Pounds,899.0
310,Lenovo,Legion 5 15ARP8,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.4 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,2560 x 1440,4 TB SSD,Windows 11 Home,5.3 Pounds,1979.0
311,acer,,AMD,AMD Radeon RX Vega 10,8 GB,15.6 Inches,1920 x 1080,256 GB,Windows 11 Home,3.99 Pounds,519.0
312,acer,,Intel,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB,Windows 10 Home,9.02 Pounds,999.99
313,MSI,MSI Katana 15,Intel Core i7 12650H 4.7 GHz,NVIDIA GeForce RTX 4070,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,5 Pounds,1227.72
314,Dell,Alienware m18 Laptop,Intel Core i9,NVIDIA GeForce RTX 4080,64 GB,18 Inches,1920 x 1200 pixels,4000 GB SSD,Windows 11 Pro,8 Pounds,3098.65
315,MSI,GF63 Thin 10SCXR,Intel Core i5 Family Intel Core i5-10500H 2.6 GHz,NVIDIA GeForce GTX 1650,24 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,4.1 Pounds,869.0
316,Dell,Precision 7670 Laptop,Intel Core i7,Nvidia RTX A1000,32 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,5.8 Pounds,1143.44
317,MSI,Crosshair 17 A11UEK-066,Intel Core i7 Family i7-11800H 2.4 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.1 Pounds,1567.02
318,ASUS,TUF Gaming F17,Intel Core i5 Family Intel Core i5-11400H 2.6 GHz,NVIDIA GeForce RTX 3050,32 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,5.73 Pounds,1349.0
319,MSI,Vector GP68HX 13VH-098US,Intel Core i9 i9-13950HX 2.2 GHz,NVIDIA GeForce RTX 4080,16 GB,16 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Home,,2091.05
320,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.2 GHz,NVIDIA GeForce RTX 3050,64 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,6.61 Pounds,1529.0
321,HP,HP Envy 17T-CH200,Intel Core i7 Family Intel Core i7-1255U 2.8 GHz,NVIDIA GeForce MX550,32 GB,17.3 Inches,1920 x 1080,2 TB Hybrid,Windows 11 Pro,5.6 Pounds,1749.0
322,HP,HP X360,AMD AMD Ryzen 7 5800H R7 2 GHz,AMD Radeon R7,16 GB,15.6,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.42 Pounds,788.75
323,MSI,Katana 17 B13VFK,Intel Core i7 Family Intel Core i7-13620H 3.1 GHz,NVIDIA GeForce RTX 4060,32 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,5.73 Pounds,1649.6
324,acer,PT516-52s-73YD,Intel Core i7 i7-12700H 4.7 GHz,NVIDIA GeForce RTX 3070,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.3 Pounds,1668.0
325,Dell,G16 7630,Intel Intel Core i9 Intel Core i9-13900HX 2.9 GHz,NVIDIA GeForce RTX 4070,64 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Pro,6.3 Pounds,2769.99
326,ASUS,ASU TUF A15 FA506IV,AMD Ryzen 7 2.9 GHz,NVIDIA GeForce RTX 2060,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10,5.07 Pounds,972.12
327,Dell,XPS 15,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,4.22 Pounds,2309.0
328,Microsoft,Surface Laptop,Intel Core i7-11700 3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,12.3 Inches,2736x1824,256 GB SSD,Windows 11 Home,5.92 Pounds,1339.99
329,HP,Omen 16-N000,AMD AMD Ryzen 7 Ryzen 7 6800H 2.1 GHz,AMD Radeon RX 6650M,16 GB,16.1 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,5.33 Pounds,1179.0
330,GIGABYTE,AORUS 17X AZF-D5US665SH,Intel Intel Core i9 i9-13980HX 5.6 GHz,NVIDIA GeForce RTX 4090,32 GB,17.3 Inches,2560 x 1440 pixels,2 TB SSD,Windows 11 Pro,6.2 Pounds,3499.0
331,MSI,Katana 17 B13,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 4060,32 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,5.73 Pounds,1650.59
332,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.1 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,4.96 Pounds,959.0
333,Dell,Precision 3551,Intel Unknown 10th Gen Intel Core i7-10750U 5 GHz,Dedicated,32 GB,,1920 x 1080 pixels,,Windows 10 Pro,,680.99
334,Dell,XPS 9730 Laptop,Intel Core i7 3.7 GHz,NVIDIA GeForce RTX 4050,16 GB,17 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,2020.92
335,Lenovo,ThinkPad P16 G1 Lenovo,Intel Core i7 Family Intel i7-12800HX 3.1 GHz,NVIDIA RTX A1000 4GB Graphics,32 GB,16 Inches,3840 x 2400 pixels,2 TB SSD,Windows 11 Pro,6.51 Pounds,2119.0
336,GIGABYTE,AERO 16 YE5-A4US958HP,Intel Core i9 12900H 3.8 GHz,NVIDIA GeForce RTX 3080,64 GB,16,3840 x 2160 pixels,2 TB SSD,Windows 11 Pro,5.1 Pounds,2899.99
337,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.2 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,779.0
338,Dell,G15,Intel Core i7 Family Intel Core i7-12700H 3.5 GHz,NVIDIA GeForce RTX 3060,64 GB,15.6 Inches,1920 x 1080 pixels,4 TB SSD,Windows 11 Pro,5.37 Pounds,2229.99
339,Lenovo,Legion 5,Intel Core i7 Family 12th Intel Core i7-12700H 2.3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,2560x1440,1 TB SSD,Windows 11 Pro,5.3 Pounds,1969.0
340,ASUS,FX517ZC,Intel Core i7 Family Intel Core i7-12650H 2.3 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Home,6 Pounds,1374.99
341,MSI,Sword 15 A11UD-1248,Intel Core i7 i7-11800H 4.6 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Home,6.8 Pounds,815.23
342,acer,AN16-41-R1WE,AMD AMD Ryzen 7 Ryzen 7 7840HS 5.1 GHz,NVIDIA GeForce RTX 4060,16 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,5.95 Pounds,1049.99
343,Dell,Alienware m18 Ryzen Edition Laptop,AMD Ryzen 7,AMD Radeon RTX 4080,32 GB,18 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2470.27
344,GIGABYTE,AERO 16 XE5,Intel Core i7 12700H 3.5,"NVIDIA GeForce RTX 3070 Ti Laptop GPU,NVIDIA GeForce RTX 3070 Ti Laptop GPU Boost Clock 1035 MHz / Maximum Graphics Power 105W",16 GB,16 Inches,3840 x 2160 pixels,1 TB SSD,Windows 11 Home,5.07 Pounds,1489.99
345,MSI,Pulse 15 B13VFK-1263US,Intel Core i7 i7-13620H 2.4 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11 Pro,9.2 Pounds,1495.0
346,Dell,Alienware X14 R2 Laptop,Intel Core i7,NVIDIA GeForce RTX 4060,32 GB,14 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1976.01
347,Dell,Alienware X17 R2 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3080,64 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2532.6
348,Dell,Alienware m18 Laptop,Intel Core i7 3.6 GHz,NVIDIA GeForce RTX 4050,16 GB,18 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2002.39
349,SAMSUNG,Galaxy Book Odyssey,Intel Intel Core i7 i7-11600H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,16 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 11 Home,4.1 Pounds,1561.14
350,MSI,Raider GE76 12UHS-255,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3080,32 GB,17.3 Inches,2560 x 1440,1 TB SSD,Windows 11 Home,10.7 Pounds,3641.99
351,MSI,,Intel Core i7 2.6 GHz,NVIDIA GeForce RTX 2070,8 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,,999.99
352,Dell,Vostro,Intel Core i7 Family 12700H 1.7 GHz,NVIDIA GeForce RTX 3050,24 GB,16 Inches,1920 x 1200 pixels,2 TB SSD,Windows 11 Pro,4.46 Pounds,1059.99
353,Lenovo,Thinkpad P1 Gen 6,Intel Core i9 i9-13900H 2.6 GHz,NVIDIA GeForce RTX 4090 16GB GDDR6,32 GB,16 Inches,2560x1600,1 TB 1TB SSD M.2 2280,Windows 11 Pro,4.85 Pounds,2769.11
354,Dell,GTX 1650,Intel Core i7 2.6 GHz,NVIDIA,32 GB,15.6 Inches,3840 x 2160 pixels,1 TB SSD,Windows 10 Home,3.88 Pounds,924.69
355,MSI,CreatorPro X17 A12UKS-060,Intel Core i7 Core i7-12800HX 4.8 GHz,NVIDIA GeForce GTX 1050,32 GB,17.3 Inches,3840 x 2160 pixels,1 TB SSD,Windows 11,6.8 Pounds,3384.53
356,ASUS,ROG STRIX G16,Intel Core i7 Intel Core i7-13650HX 3 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,5.5 Pounds,1939.99
357,MSI,Raider GE76 12UE,Intel Intel Core i9 Intel Core i9-12900H 2.5 GHz,NVIDIA GeForce RTX 3060,64 GB,17.3 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,6.39 Pounds,2569.0
358,LG,Gram 16 Pro,Intel Core i7 Family Intel Core i7-1360P 3 GHz,NVIDIA GeForce RTX 3050,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,2.9 Pounds,1849.0
359,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A1000,32 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,5.8 Pounds,1143.44
360,Dell,XPS 9530 Laptop,Intel Core i7 3.7 GHz,NVIDIA GeForce RTX 4050,64 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2010.36
361,Dell,XPS 15 9520,Intel Core i7 Family i7-12700H 3 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920x1200,2 TB SSD,Windows 11 Pro,130 Pounds,2619.0
362,Dell,Inspiron 16 Plus,Intel Core i7 Family Intel Core i7-12700H 2.4 GHz,NVIDIA GeForce RTX 3050,40 GB,16 Inches,3072 x 1920 pixels,4 TB SSD,Windows 10 Home,4.51 Pounds,1869.0
363,Lenovo,Thinkpad P14s Gen 2,Intel Core i7 Family Intel Core i7-1185G7 3 GHz,NVIDIA Quadro T500,48 GB,14 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Pro,8 Pounds,1539.0
364,HP,HP Envy 17-CR100,Intel Core i7 Family Intel Core i7-1355U 2.9 MHz,NVDIA GeForce RTX 3050,64 GB,17.3 Inches,1920 x 1080,4 TB SSD,Windows 10 Pro,5.5 Pounds,2129.0
365,GIGABYTE,G5 KE-52US213SH,Intel Core i5 i5-12500H 3.3,NVIDIA GeForce RTX 3060,18 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,2.99 Kilograms,879.94
366,Dell,G16 7630 Laptop,Intel Core i7 3.6 GHz,NVIDIA GeForce RTX 4050,16 GB,16 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1291.93
367,Lenovo,ThinkPad P14s,Intel Core i7 Family Intel Core i7-1185G7 3.2 GHz,NVIDIA T500,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,3.2 Pounds,1199.99
368,HP,HP Victus 15,Intel Core i5 i5-13420H 3.4 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11,5 Pounds,689.99
369,MSI,Creator Z16,Intel Core i7 Family Intel Core i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3060,16 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,,1599.0
370,acer,Nitro 5,Intel Core i5 8300H 2.3 GHz,NVIDIA GeForce GTX 1050 Ti,8 GB,15.6 Inches,1920x1080,256 GB SSD,Windows 10,5.95 Pounds,719.0
371,ASUS,ROG STRIX G16,Intel Core i7 Intel Core i7-13650HX 3 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,5.5 Pounds,1939.99
372,Microsoft,ABR-00026,Intel Core i7 3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,14.4 Inches,2400.0 pixels,512 GB,Windows 10 Pro,3 Kilograms,1603.99
373,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,16 GB,17 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2424.38
374,acer,PH315-54,Intel Core i7 Family i7-11800H 2.3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,5.1 Pounds,1649.0
375,ASUS,TUF Gaming A17,AMD Ryzen 5 AMD Ryzen 5 4600H 2.5 GHz,NVIDIA GeForce GTX 1650,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.7 Pounds,919.0
376,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.3 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,5 Pounds,929.0
377,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3080 Ti,32 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1799.48
378,ASUS,TUF Dash 15,Intel Core i5 Intel Core i5-12450H 4.4 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,7.8 Pounds,881.94
379,Lenovo,Legion 5 Pro,Intel Intel Core i7 Intel Core i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,64 GB,16 Inches,2560 x 1600,4 TB SSD,Windows 11 Pro,5.6 Pounds,2149.0
380,acer,PH315-53-71HN,Intel Corei7-10750H Core i7-10750H 5 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 10 Home,5.51 Pounds,1086.0
381,HP,Victus Gaming 15,Intel Core i7 Family Intel Core i7-12650H 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,1149.0
382,ASUS,FX517ZR,Intel Core i7 Family i7-12650H 3 GHz,NVIDIA GeForce RTX 3070,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10 Pro,4.4 Pounds,1649.0
383,Lenovo,Lenovo 15.6,AMD A Series 2.1 GHz,AMD Radeon 7 Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,1.7 Kilograms,499.0
384,MSI,Summit E16Flip A13VET-076US,Intel Core i7 Intel® Core™ i7-1360P 2.2 GHz,Intel Iris,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,6.79 Pounds,1974.0
385,Razer,Blade Pro 17,Intel Core i7 Family Intel Core i7-9750H 4.5 GHz,NVIDIA GeForce RTX 2080 Max-Q,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,6.06 Pounds,3076.16
386,Dell,Precision 3571 Laptop,Intel Core i7 3.5 GHz,Nvidia RTX A1000,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1511.88
387,Acer,,AMD,NVIDIA GeForce RTX 4050,16 GB,,1920 x 1080 pixels,1 TB,Windows,,1018.99
388,MSI,Crosshair 17 A11UDK-645,Intel Core i7 Core i7-11800H 8 Core 4.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,5.1 Pounds,1399.0
389,ASUS,VivoBook F510QA,Intel AMD A Series A12-9720P 2.7 GHz,AMD Radeon R7,4 GB,15.6 Inches,1920 x 1080 pixels,128 GB SSD,Windows 10,5.5 Pounds,359.99
390,Dell,DELL XPS 15 9530,Intel Core i7 i7-13700H 5 GHz,Intel Arc A370M,64 GB,15.6 Inches,1920x1200,2 TB SSD,Windows 11 Pro,4.21 Pounds,1899.99
391,ASUS,ASUS VivoBook S 15,Intel Intel Core i7 Intel Core i7-12700H 4.7 GHz,Intel Iris,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4 Pounds,1113.99
392,Dell,G16 7620 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070,32 GB,16 Inches,2560 x 1600 pixels,2000 GB SSD,Windows 11 Pro,5.4 Pounds,1747.51
393,ASUS,ASUS ZenBook,AMD R Series 2.3 GHz,"NVIDIA GeForce MX350,NVidia MX350",8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,"Windows 10,Windows 10 Home",500 Grams,529.87
394,Lenovo,Legion 5 15 Gaming Laptop,AMD Ryzen 7 Ryzen 7 5800H 3.2,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,5.3 Pounds,1039.0
395,MSI,Vector GP66 12UGS-419,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA,32 GB,15.6 Inches,2560 x 1440 pixels,,Windows 11 Home,5.3 Pounds,1899.0
396,HP,,AMD,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,,No OS,16 Ounces,379.99
397,Dell,XPS 17 9720,Intel Core i7 Family i7-12700H 2.8 GHz,NVIDIA GeForce RTX 3060,64 GB,17 Inches,3840x2400,4 TB SSD,Windows 10 Pro,5.3 Pounds,3799.0
398,acer,,AMD Ryzen 5 3 GHz,AMD,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,No OS,,770.0
399,Dell,Dell XPS,Intel Core i7 Family 2.6 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,,2012.77
400,ASUS,ASUS Rog Strix,Intel Corei7-10750H Core i7-10750H 2.6 GHz,NVIDIA GeForce RTX 2070,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,6.28 Pounds,1582.24
401,Lenovo,IdeaPad 3i,Intel Core i5 Family i5-11300H 2.65 GHz,Nvidia GTX 1650 4GB,32 GB,15.6 Inches,1920 x 1080 pixels,1.5 TB SSD,Windows 11 Pro,5 Pounds,1099.0
402,HP,17T-CG200,Intel Core i7 Family 3 GHz,NVIDIA Geforce MX550 2GB,32 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,5.6 Pounds,1699.99
403,MSI,Cyborg 15 A12,Intel Core i7 Family Intel Core i7-12650H 3 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,4.4 Pounds,1879.0
404,Lenovo,Legion 5,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.4 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,2560 x 1440,2 TB SSD,Windows 11 Pro,5.3 Pounds,1849.0
405,Lenovo,Slim 7,Intel Core i7 Family Intel Core i7-12700H 3 GHz,Intel Arc A370M,32 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Home,4.6 Pounds,1619.0
406,HP Tuners,hp 11A G8,AMD A4 1.6 GHz,AMD Radeon R4,4 GB,11.6 Inches,1360x768,160 GB Hybrid,Chrome OS,3.02 Pounds,209.0
407,acer,Swift X SFX14,Intel Core i7 Family Intel Core i7-1260P 3.2 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,14 Inches,2240x1440,2 TB SSD,Windows 11 Home,3.1 Pounds,1419.0
408,ASUS,TUF Dash F15,Intel Core i7 Family Intel Core i7-12650H 3.1 GHz,NVIDIA GeForce RTX 3070,16 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Home,4.4 Pounds,1879.0
409,ASUS,Rog Strix Scar G533Z,Intel Intel Core i9 Intel Core i9-12900H 3.1 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,2560 x 1440,2 TB SSD,Windows 10 Pro,5.1 Pounds,2419.0
410,MSI,GF65 Thin 9SD,Intel Core i5 Family Intel Core i5-9300H 2.3 GHz,NVIDIA GeForce GTX 1660Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.1 Pounds,889.0
411,DELL,XPS 15,Intel Core i7 Family Intel Core i7-13700H 2.9 GHz,Intel Arc A370M,32 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 10 Pro,4.22 Pounds,1907.0
412,acer,Nitro 5 AN515,Intel Core i7 Family Intel Core i7-12650H 2.6 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,5.5 Pounds,1599.0
413,MSI,GL76-12UDK,Intel Core i7 Family Core i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,6 Pounds,1399.0
414,MSI,CreatorPro Z17HXStudio A13VKT-077US,Intel Core i9 i9-13950HX 2.2 GHz,Intel HD Graphics 3000,32 GB,17 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Pro,11 Pounds,3299.0
415,MSI,Pulse GL76 12UEK,Intel Core i7 Family Intel Core i7-12700H 2.4 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Pro,6.2 Pounds,1759.99
416,Lenovo,Legion Pro 5 82WK,Intel Intel Core i9 Intel Core i9-13900HX 3.2 GHz,NVIDIA GeForce RTX 4070,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,5.6 Pounds,2329.0
417,MSI,CreatorPro X17HX A13VM-236US,Intel Core i9 i9-13980HX 2.2 GHz,NVIDIA,128 GB,17.3 Inches,3840 x 2160 pixels,2 TB SSD,Windows 11 Pro,,5484.99
418,ASUS,ASUS TUF F15,Intel Intel Core i7 Intel 12th Generation Core i7 4.7 GHz,NVIDIA RTX 4070 8GB GDDR6 Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB,Windows 11 Home,4.9 Pounds,1207.98
419,GIGABYTE,AORUS 16 BSF-73US654SH,Intel Intel Core i7 i7-13700H 5 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.73 Pounds,1699.0
420,DELL,Dell XPS 15,Intel Core i7 Family Intel Core i7-13700H 3 GHz,Intel Arc A370M,64 GB,15.6 Inches,1920 x 1200,2 TB SSD,Windows 10 Home,4.22 Pounds,2179.0
421,Lenovo,,,Integrated,32 GB,15.6 Inches,,1 TB,Windows 11 Pro,,1379.0
422,MSI,GL66 12UGKV,Intel Core I7 11800H Intel Core i7-12700H 2.3 GHz,Nvidia GeForce RTX 3070 8GB,64 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Home,6 Pounds,1959.99
423,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7 3.2 GHz,NVIDIA GeForce RTX 3060,32 GB,17.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1569.63
424,Dell,G15,AMD Ryzen 5 AMD Ryzen 5 5600H 3.3 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,5.4 Pounds,1179.99
425,Dell,Dell Latitude 5520,Intel Intel Core i5 Core i5-1145G7 4.4,Intel Iris Xe Graphics,32 GB,15.6 Inches,1366 x 768 pixels,2 TB SSD,Windows 11 Home,4.6 Pounds,1032.56
426,Lenovo,"Lenovo Legion 5i 17""",,NVIDIA GeForce RTX 3050,8 GB,17.3,1920 x 1080 pixels,1 TB,Windows 11 Home,10 Pounds,1449.99
427,DELL,G7 16 7620,Intel Intel Core i9 Intel Core i9-12900H 2.8 GHz,NVIDIA GeForce RTX 3070,16 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,5.4 Pounds,1899.99
428,HP,Victus Gaming 15-FA100,Intel Core i5 Family Intel Core i5-13420H 2.6 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,749.0
429,acer,Nitro 5,AMD Ryzen 5 3 GHz,AMD,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,29 Pounds,940.0
430,acer,Predator Triton 300,Intel Core i7 Family Intel Core i7-11800H 2.6 GHz,NVIDIA GeForce RTX 3060,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,4.4 Pounds,1519.0
