,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
1538,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1955.4
1539,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1955.4
1540,acer,‎Acer Predator Series,Intel Intel Core i7 i7-12700H 4.7 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.29 Pounds,1499.0
1541,ASUS,ROG Zephyrus,AMD Ryzen 9 Ryzen 9 6900HS 3.3 GHz,NVIDIA GeForce RTX 3060,40 GB,15.6 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11,4.19 Pounds,1849.99
1542,ASUS,ROG Zephyrus GA503R,AMD Ryzen 9 AMD Ryzen 9 6900HS 2.9 GHz,NVIDIA GeForce RTX 3060,24 GB,15.6 Inches,2560 x 1440,2 TB SSD,Windows 11 Pro,1.9 Kilograms,1879.0
1543,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1860.7
1544,DELL,Inspiron 15 3525,AMD AMD Ryzen 7 AMD Ryzen 7 5825U 1.9 GHz,NVIDIA GeForce MX550,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.6 Pounds,1009.0
1545,Dell,XPS 17,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3060,32 GB,17 Inches,3840 x 2400,2 TB SSD,Windows 11 Pro,,3279.0
1546,Dell,Dell G7 16 7620,Intel Intel Core i9 Intel Core i9-12900H 3 GHz,NVIDIA GeForce RTX 3070,48 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Pro,,2099.0
1547,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1169.0
1548,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,1159.0
1549,acer,Nitro 5,Intel Core i5 Family Intel Core i5-12450H 2.3 GHz,NVIDIA GeForce RTX 3050,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,6.61 Pounds,1159.0
1550,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.2 GHz,NVIDIA GeForce RTX 3050,48 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,4.7 Pounds,1159.0
1551,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,6.61 Pounds,1169.0
1552,Acer,Nitro 5,Intel Core i5 Family Intel Core i5-12450H 2.3 GHz,NVIDIA GeForce RTX 3050,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,,1159.0
1553,acer,Acer Nitro 5 AN515,Intel Core i5 Family Intel Core i5-10300H 2.1 GHz,NVIDIA GeForce RTX 3050,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,5.07 Pounds,1069.0
1554,Dell,Precision 7770,Intel Core i7 i7-12850HX 4.8 GHz,NVIDIA RTX A4500 16GB GDDR6 (4DP),64 GB,17 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,3498.77
1555,acer,,Intel,NVIDIA,16 GB,,1920 x 1080 pixels,512 GB,Windows 10 Home,,1228.41
1556,DELL,G15 Gaming 5520,Intel Core i7 Family Intel Core i7-12700H 2.7 GHz,NVIDIA GeForce RTX 3060,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,,1299.0
1557,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 3.1 GHz,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,,1489.0
1558,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 3.1 GHz,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,,1539.0
1559,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 3.1 GHz,NVIDIA GeForce RTX 4050,24 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,,1489.0
1560,LENOVO,lenovo Legion,Intel Intel Core i7 Core i7 Family 2.4 GHz,NVIDIA GeForce RTX 2060,16 GB,17.3 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,6.6 Pounds,1599.0
1561,Acer,Predator Triton 500 SE,Intel Core i7 Family i7-11800H 2.9 GHz,NVIDIA GeForce RTX 3060,64 GB,16 Inches,1920x1080,2 TB SSD,Windows 10,5.4 Pounds,1949.0
1562,Dell,Alienware m16 R1,Intel Core i7 Family Intel Core i7-13700HX 3.1 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Pro,,2269.0
1563,Dell,XPS 15,Intel Core i7 Family Intel Core i7-12700H 2.8 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 10 Pro,,2359.0
1564,Dell,Dell G7 16 7620,Intel Intel Core i9 Intel Core i9-12900H 3 GHz,NVIDIA GeForce RTX 3070,48 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Pro,,2219.0
1565,Dell,XPS,Intel Core i7 2.6 GHz,NVIDIA GeForce GTX 1650 Ti,,17 Inches,1920 x 1200 pixels,4 TB SSD,Windows 10 Home,5.53 Pounds,3052.65
1566,ASUS,Chromebook,Intel Celeron Celeron 5205U 1.6,Intel,4 GB,11.6 Inches,1366 x 768 pixels,,Windows 10 Pro,4.15 Pounds,149.65
1567,MSI,Pulse GL66 12UGKV,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3070,48 GB,15.6 Inches,1920 x 1080,3 TB SSD,Windows 10 Pro,,2019.0
1568,Dell,G15RE-R7,AMD Ryzen 7 R7 6800H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Pro,5.54 Pounds,1249.0
1569,Dell,Dell G15 5520,Intel Core i7 Family i7-12700H 3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920x1080,2 TB SSD,Windows 11,8 Pounds,1969.0
1570,MSI,Sword 15 A12UC,Intel Core i5 Family Intel Core i5-12450H 2.6 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,909.0
1571,ASUS,TUF,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.2 GHz,NVIDIA GeForce RTX 4050,48 GB,17.3 Inches,1920x1080,2 TB SSD,Windows 11 Home,5.7 Pounds,1999.0
1572,Dell,G15 5521 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,2560x1440,1000 GB SSD,Windows 11 Pro,8 Pounds,1905.07
1573,acer,Acer Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7735HS 2.9 GHz,NVIDIA GeForce RTX 4050,48 GB,17.3 Inches,1920 x 1080,3 TB SSD,Windows 11 Pro,6.61 Pounds,1809.0
1574,Dell,Alienware X17 R2 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3080 Ti,12 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,2487.55
1575,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1916.13
1576,ASUS,,Intel Core i5 2.66 GHz,Intel GMA HD;Nvidia GeForce GT 335M,4 GB,14 Inches,1366 x 768 pixels,500 GB,Windows 7 Home Premium,5.06 Pounds,999.0
1577,acer,Nitro 5,Intel Core i5 Family Intel Core i5-10300H 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.07 Pounds,969.0
1578,acer,Nitro 5,Intel Core i5 Family Intel Core i5-10300H 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,5.07 Pounds,969.0
1579,acer,Acer Nitro 5 AN515,Intel Core i7 Family Intel Core i7-11800H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,4.85 Pounds,939.0
1580,Dell,XPS,Intel Core i7 Family 2.6 GHz,NVIDIA GeForce GTX 1650 Ti,32 GB,17 Inches,1920x1200,2 TB SSD,Windows 10 Home,5.53 Pounds,2862.08
1581,Lenovo,Lenovo ThinkPad P15v Gen 2,Intel Core i7 2.3 GHz,NVIDIA T600 4GB GDDR6,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,1296.77
1582,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 3.1 GHz,NVIDIA GeForce RTX 4050,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,,1689.0
1583,ASUS,Vivobook 16X,Intel Intel Core i9 Intel Core i9-13900H 2.9 GHz,NVIDIA GeForce RTX 3050,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Pro,3.97 Pounds,1399.0
1584,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,8 Pounds,1730.18
1585,Dell,,,NVIDIA GeForce RTX 3050 Ti,48 GB,15.6 Inches,,2000 GB,Windows 11 Home,,2058.2
1586,Dell,XPS 17 9710,Intel Core i7 2.3 GHz,NVIDIA GeForce RTX 3050,8 GB,17.3 Inches,1920 x 1200 pixels,8 TB,Windows 11 Pro,6 Pounds,3663.65
1587,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2105.55
1588,Dell,Alienware X17 R2 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3080 Ti,32 GB,17.3 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2852.4
1589,ASUS,Vivobook Pro 16X,Intel Core i7 Family Intel Core i7-12650H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Home,,1519.0
1590,DELL,XPS 9720,Intel Core i7 Family i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3060 w/ 6GB DDR6,64 GB,17 Inches,3840 x 2400 pixels,4 TB SSD,Windows 11 Pro,5.34 Pounds,2803.22
1591,Dell,G15 5520 Laptop,Intel Core i5 3.3 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1013.88
1592,HP,Omen 16T-K000,Intel Intel Core i9 Intel Core i9-12900H 3.1 GHz,NVIDIA GeForce RTX 3060,32 GB,16.1 Inches,2560 x 1440,1 TB SSD,Windows 11 Home,,1599.0
1593,acer,Acer Predator Triton 300,Intel Core i7 Family Intel Core i7-11800H 2.8 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1429.0
1594,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,64 GB,17 Inches,3840 x 2160 pixels,4000 GB SSD,Windows 11 Pro,8 Pounds,3118.54
1595,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,64 GB,15.6 Inches,3456x2160,1000 GB SSD,Windows 11 Pro,8 Pounds,2321.41
1596,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,17 Inches,3840 x 2160 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,2508.7
1597,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A2000,32 GB,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,5.75 Pounds,2218.36
1598,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,64 GB,15.6 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2105.55
1599,Dell,Precision 5770 Laptop,Intel Core i7 3.7 GHz,Nvidia RTX A2000,32 GB,17 Inches,3840x2400,2000 GB SSD,Windows 11 Pro,8 Pounds,2996.28
1600,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2962.57
1601,Dell,Alienware X15 R2 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,2560x1440,4000 GB SSD,Windows 11 Home,8 Pounds,2228.25
1602,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,3456x2160,2000 GB SSD,Windows 11 Pro,8 Pounds,2272.9
1603,Dell,Dell XPS 15 9520,Intel Core i7 Intel Core i7-12700H 2.3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,4.22 Pounds,1847.99
1604,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1837.6
1605,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2962.57
1606,Dell,Alienware X15 R2 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,2560x1440,4000 GB SSD,Windows 11 Home,8 Pounds,2228.25
1607,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,3456x2160,2000 GB SSD,Windows 11 Pro,8 Pounds,2272.9
1608,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1837.6
1609,Dell,Inspiron 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,16 Inches,3072 x 1920 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1655.17
1610,Dell,G15 5525 Laptop,AMD Ryzen 7 3.2 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,5.55 Pounds,987.51
1611,Dell,Alienware X14 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1797.52
1612,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,64 GB,17 Inches,3840 x 2160 pixels,4000 GB SSD,Windows 11 Pro,8 Pounds,2803.22
1613,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A2000,64 GB,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,5.75 Pounds,2218.36
1614,Dell,Precision 5770 Laptop,Intel Core i9 3.8 GHz,Nvidia RTX A3000,32 GB,17 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2628.1
1615,Dell,Precision 5770 Laptop,Intel Core i9 3.8 GHz,Nvidia RTX A3000,32 GB,17 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2948.92
1616,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,64 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2068.11
1617,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A1000,64 GB,16 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,5.75 Pounds,2214.9
1618,Dell,Latitude 5530 Laptop,Intel Core i7 3.6 GHz,NVIDIA GeForce MX550,16 GB,15.6 Inches,,512 GB SSD,Windows 11 Pro,8 Pounds,1476.21
1619,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,64 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1951.94
1620,ASUS,,Intel,Intel,,14 Inches,1920 x 1080 pixels,,Windows 10,7.1 Pounds,950.29
1621,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1924.22
1622,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,1924.22
1623,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,1924.22
1624,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1924.22
1625,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,1971.58
1626,ASUS,ZenBook Pro 15,AMD Ryzen 9 AMD Ryzen 9 5900HX 2.8 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,4.41 Pounds,1499.0
1627,Dell,,,Nvidia RTX A3000,32 GB,17.3 Inches,,2000 GB,Windows 11 Pro,,2668.91
1628,Dell,Precision 5770 Laptop,Intel Core i9 3.8 GHz,Nvidia RTX A3000,,17 Inches,3840 x 2160 pixels,6000 GB SSD,Windows 10 Home,8 Pounds,3876.39
1629,DELL,G16 7620,Intel Intel Core i7 Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3060,32 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 11 Home,5.95 Pounds,1669.0
1630,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,,1079.0
1631,acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.3 GHz,NVIDIA GeForce RTX 3050,48 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,,1109.0
1632,Acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,,1079.0
1633,acer,Nitro 5,Intel Core i5 Family Intel Core i5-10300H 2.6 MHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.07 Pounds,1119.0
1634,Dell,Precision 7770 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A3000,32 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,2668.91
1635,acer,Acer Nitro 5 AN515,Intel Core i7 Family Intel Core i7-11800H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,4.85 Pounds,899.0
1636,acer,Acer Nitro 5 AN515,Intel Core i7 Family Intel Core i7-11800H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.85 Pounds,899.0
1637,Acer,Predator Triton 300,Intel Core i7 Family Intel Core i7-11800H 2.8 GHz,NVIDIA GeForce RTX 3060,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,4.41 Pounds,1839.0
1638,Lenovo,82K1015CUS,Intel Core i5 Family Intel Core i5-11300H 2.6 GHz,NVIDIA GeForce GTX 1650,24 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.95 Pounds,1099.99
1639,Dell,Precision 3560 Laptop,Intel Core i7 1.8 GHz,Nvidia T500 2GB,16 GB,15.6 Inches,1366x768,512 GB SSD,Windows 11 Home,,1097.24
1640,Dell,Precision 3560 Laptop,Intel Core i7 1.2 GHz,Nvidia T500 2GB,16 GB,15.6 Inches,1366x768,512 GB SSD,Windows 11 Pro,,1097.24
1641,HP,Zbook,Intel Core i7 Family 12700H 1.7 GHz,NVIDIA RTX A1000,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,4.25 Pounds,2199.99
1642,Dell,Alienware X15 R2 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,2560x1440,512 GB SSD,Windows 11 Home,8 Pounds,1994.94
1643,Dell,Alienware m15 Ryzen Edition R7 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,2560x1440,1000 GB SSD,Windows 11 Home,8 Pounds,2000.28
1644,Dell,XPS 9530 Laptop,Intel Core i7,NVIDIA GeForce RTX 4070,16 GB,15.6 Inches,1366 x 768 pixels,512 GB SSD,Windows 11 Home,8 Pounds,2396.23
1645,Dell,,Intel,NVIDIA GeForce RTX 3060,12 GB,16 Inches,1366 x 768 pixels,,No OS,5.38 Pounds,1321.31
1646,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,17 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 10 Pro,8 Pounds,2430.16
1647,Dell,Dell G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.6 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,,989.0
1648,Dell,Inspiron 15 i3520,Intel Core i7 Family Intel Core i7-1255U 3.1 GHz,Intel Iris Xe Graphics,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,989.0
1649,Acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,,1189.0
1650,Acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,,1189.0
1651,Acer,Acer Nitro 5 15,Intel Core i5 Family Intel Core i5-10300H 2.6 MHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,1169.0
1652,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,1647.94
1653,Dell,XPS 9520 Laptop,Intel,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1889.08
1654,Dell,Latitude 5530 Laptop,Intel Core i7 3.5 GHz,NVIDIA,16 GB,15.6 Inches,,256 GB SSD,Windows 11 Pro,8 Pounds,1796.82
1655,ASUS,ROG STRIX G16,Intel Core i7 Intel Core i7-13650HX 3 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,1920 x 1200 pixels,4 TB SSD,Windows 10,5.51 Pounds,2449.99
1656,Dell,G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.7 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,,1139.0
1657,DELL,G15 Gaming 5525,AMD AMD Ryzen 7 AMD Ryzen 7 6800H 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.55 Pounds,1099.0
1658,DELL,Vostro 7620,Intel Core i7 Family Intel Core i7-12700H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,4.32 Pounds,1099.0
1659,DELL,Inspiron 15 3525,AMD AMD Ryzen 7 AMD Ryzen 7 5825U 2.2 GHz,NVIDIA GeForce MX550,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,,1099.0
1660,DELL,Inspiron 15 i3520,Intel Core i7 Family Intel Core i7-1255U 3.1 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,3.65 Pounds,1199.0
1661,Lenovo,IdeaPad Gaming 3,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,1149.0
1662,Lenovo,"Ideapad Gaming 3i 15""",Intel Core i5 Core i5-10300H 2.5 GHz,NVIDIA GeForce GTX 1650 Ti,8 GB,15.6,1920 x 1080 pixels,512 GB SSD,Windows 10,,799.0
1663,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,8 Pounds,1699.0
1664,Dell,Alienware X14 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1663.52
1665,acer,CBE5741R5LH,AMD AMD R Series Ryzen R3 7320C 2.4 GHz,AMD,8 GB,14 Inches,1920 x 1200 pixels,,Chrome OS,,749.99
1666,acer,Nitro 5 17,Intel Core i5 Family Intel Core i5-12450H 2.1 GHz,NVIDIA GeForce RTX 3050,24 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1209.0
1667,DELL,Dell Vostro 7620,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3050 Ti,40 GB,16 Inches,1920 x 1200,4 TB SSD,Windows 11 Home,,1609.0
