,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Price,New Weight
2427,Dell,Intel Core i7 1185G7   3.00GHz,10552.0,Intel Iris Xe,2690.0,14.0,1920.0,1200.0,16384.0,262144.0,Windows 10,669.89,2.09
2428,Dell,AMD Ryzen 7 2700,15735.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,987.51,2.52
2429,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,1259.0,1.86
2430,Dell,Intel Core i9 13900HX,44977.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,65536.0,2097152.0,Windows 11,2049.0,2.46
2431,MSI,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,32768.0,1048576.0,Windows 11,1359.0,3.05
2432,Acer,Intel Core i3 12100T,12675.0,Intel Arc,4253.0,15.6,1920.0,1080.0,8192.0,262144.0,Windows 11,300.0,2.53
2433,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,2048000.0,Windows 10,697.69,1.73
2434,MSI,Intel Core i5 12450H,17441.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,Windows 10,909.0,1.96
2435,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,999.0,2.2
2436,HP,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,4096.0,32768.0,ChromeOS,239.99,1.47
2437,Dell,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,8192.0,8388608.0,Windows 11,2259.0,1.98
2438,Dell,Intel Core i7 12650H,23276.0,GeForce GTX 1650 Ti,7576.0,17.0,1920.0,1200.0,32768.0,1048576.0,Windows 10,2814.72,2.5
2439,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,14.0,1920.0,1200.0,32768.0,1048576.0,Windows 11,1009.46,1.57
2440,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3080,25351.0,17.3,1920.0,1080.0,16384.0,1048576.0,Windows 11,2650.64,2.9
2441,Acer,Intel Core i7 13700HX,34115.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,16384.0,1048576.0,Windows 11,1199.99,2.6
2442,Lenovo,Intel Core i5 4300U   1.90GHz,2499.0,Intel UHD Graphics,1476.0,12.5,1366.0,768.0,8192.0,262144.0,Windows 10,210.98,1.5
2443,Dell,Intel Core i9 12900H,28523.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,32768.0,1048576.0,Windows 10,1949.0,1.48
2444,Samsung,Intel Celeron N4500   1.10GHz,2003.0,S3 Chrome S25 DDR2,18.0,14.0,1920.0,1080.0,8192.0,32768.0,ChromeOS,313.62,1.45
2445,Lenovo,Intel Core i7 10510U   1.80GHz,6650.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,1027.77,2.5
2446,Lenovo,Intel Core i7 12650H,23276.0,GeForce GTX 1660,11706.0,15.6,1920.0,1080.0,65536.0,1048576.0,Windows 10,1099.0,2.45
2447,Dell,Intel Core i5 4310U   2.00GHz,2542.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,8192.0,524288.0,Windows 10,254.98,1.99
2448,Asus,Intel Core i3 1210U,10641.0,Intel HD Graphics 620,926.0,15.6,1366.0,768.0,4096.0,512000.0,Windows 8,489.0,2.05
2449,Lenovo,Intel Core i5 11300H   3.10GHz,10984.0,GeForce GTX 1650,7868.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,819.0,2.25
2450,Dell,Intel Core i7 10610U   1.80GHz,6830.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,524288.0,Windows 10,923.99,2.09
2451,Dell,Intel Core i5 4300U   1.90GHz,2499.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,8192.0,262144.0,Windows 10,249.98,2.09
2452,Dell,Intel Core i7 12800H,24971.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,1069.0,1.74
2453,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,8192.0,262144.0,Windows 11,779.0,1.8
2454,Acer,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,13.5,2256.0,1504.0,8192.0,524288.0,Windows 10,789.0,1.87
2455,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,16384.0,1048576.0,Windows 11,1189.0,1.93
2456,Asus,Intel Core i5 11400   2.60GHz,17093.0,GeForce RTX 3050,12961.0,17.3,1920.0,1080.0,65536.0,4194304.0,Windows 11,1659.99,2.59
2457,Dell,Intel Core i5 13420H,18753.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,262144.0,Windows 11,813.72,1.81
2459,MSI,Intel Core i9 12900H,28523.0,GeForce RTX 3060,17089.0,17.3,1920.0,1080.0,16384.0,1048576.0,Windows 11,1173.5,5.02
2460,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Arc,4253.0,14.0,1920.0,1080.0,8192.0,524288.0,Windows 10,791.93,2.57
2461,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,32768.0,1048576.0,Windows 11,1955.4,1.91
2462,Dell,AMD Ryzen 7 2700,15735.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,987.51,2.52
2463,Asus,AMD Ryzen 5 4600H,14526.0,GeForce GTX 1650,7868.0,17.3,1920.0,1080.0,16384.0,524288.0,Windows 10,919.0,2.59
2465,Lenovo,AMD Ryzen 5 5500U,13144.0,Ryzen 7 4700G with Radeon Graphics,2186.0,15.6,1920.0,1080.0,8192.0,262144.0,Windows 10,598.99,1.68
2466,WEELIAO,Intel Core i3 3217U   1.80GHz,1218.0,Intel UHD Graphics,1476.0,13.9,3840.0,2160.0,8192.0,262144.0,Windows 11,478.0,1.5
2467,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,3840.0,2160.0,32768.0,524288.0,Windows 11,2197.83,3.64
2470,HP,AMD Ryzen 5 5500U,13144.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 10,599.0,3.18
2471,Dell,Intel Core i5 13420H,18753.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,262144.0,Windows 10,719.77,2.73
2472,Dell,Intel Core i9 13980HX,48083.0,RTX A2000,13772.0,17.0,3840.0,2160.0,32768.0,1024000.0,Windows 10,2954.7,3.64
2473,Lenovo,AMD Ryzen 5 7530U,16506.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920.0,1080.0,8192.0,1048576.0,Windows 11,609.0,2.84
2474,Dell,Intel Core i7 1250U,12421.0,GeForce RTX 3050,12961.0,16.0,1920.0,1200.0,8192.0,1024000.0,Windows 11,1157.3,2.05
2475,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,24576.0,1048576.0,Windows 10,1039.0,1.88
2476,HP,Intel Pentium 4 2.50GHz,160.0,Intel Arc,4253.0,14.0,1920.0,1080.0,8192.0,131072.0,ChromeOS,219.99,1.72
2477,Dell,Intel Core i7 985   3.47GHz,3928.0,GeForce MX570,6020.0,14.0,2560.0,1440.0,16384.0,524288.0,Windows 11,1113.8,1.55
2478,HP,Intel Core i5 4210U   1.70GHz,2304.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,4096.0,262144.0,Windows 10,252.98,1.68
2479,Acer,AMD Ryzen 3 3350U,5853.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920.0,1080.0,4096.0,524288.0,Windows 11,489.0,1.81
2480,Asus,Intel Core i3 1115G4   3.00GHz,6132.0,Intel Arc,4253.0,17.3,1920.0,1080.0,8192.0,262144.0,Windows 11,379.99,1.74
2481,Lenovo,Intel Pentium M 1.10GHz,184.0,Intel Arc,4253.0,15.6,1920.0,1080.0,4096.0,131072.0,Windows 11,241.09,1.68
2482,Dell,Intel Core i7 12650H,23276.0,GeForce GTX 1650 Ti,7576.0,17.0,1920.0,1200.0,32768.0,2097152.0,Windows 10,2862.08,2.51
2483,Acer,Intel N50,2350.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,Windows 11,947.51,2.15
2484,Dell,Intel Core i5 12450H,17441.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,722.77,1.8
2485,Dell,Intel Core i5 6200U   2.30GHz,2999.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,16384.0,131072.0,Windows 10,303.98,1.51
2486,Acer,AMD C 30,178.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920.0,1080.0,8192.0,524288.0,Windows 11,588.6,1.46
2487,MSI,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920.0,1080.0,8192.0,524288.0,Windows 10,585.33,1.41
2488,HP,AMD Ryzen 5 7520U,9475.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,589.0,1.5
2490,Lenovo,Intel Core i5 12600H,23062.0,Intel HD Graphics 620,926.0,14.0,1920.0,1080.0,8192.0,262144.0,Windows 10,559.0,1.59
2491,Acer,Intel Core i5 12500H,21525.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,804.75,2.5
2492,Acer,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,65536.0,4194304.0,Windows 11,2019.0,2.7
2493,Dell,AMD Ryzen 7 2700,15735.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,1433.37,2.52
2494,Microsoft,Intel Core i7 10700   2.90GHz,16550.0,Intel Iris Xe,2690.0,13.5,2256.0,1504.0,16384.0,524288.0,Windows 10,988.0,0.46
2495,Dell,Intel Core i7 13705H,23728.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,16384.0,1024000.0,Windows 11,1045.27,3.64
2496,Acer,Intel Core i7 12650H,23276.0,GeForce RTX 4060,19560.0,15.6,1920.0,1080.0,32768.0,2097152.0,Windows 11,1599.0,2.5
2497,Lenovo,Intel Core i5 13420H,18753.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 10,999.99,1.73
2498,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,949.0,1.68
2500,HP,Intel Core i7 4600U   2.10GHz,2703.0,Intel Arc,4253.0,14.0,1366.0,768.0,8192.0,122880.0,Windows 10,257.98,1.8
2501,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,16384.0,524288.0,Windows 11,1847.99,1.92
2502,MSI,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,32768.0,1048576.0,Windows 11,1479.0,2.41
2503,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,12288.0,524288.0,Windows 11,2598.74,3.64
2504,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,32768.0,1048576.0,Windows 11,1659.0,3.09
2505,HP,AMD Ryzen 7 5700U,15853.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1366.0,768.0,16384.0,2097152.0,Windows 11,889.99,2.55
2506,HP,Intel Core i5 1035G1   1.00GHz,7460.0,Intel Arc,4253.0,15.0,1366.0,768.0,8192.0,524288.0,Windows 10,529.82,2.0
2508,Dell,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 11,549.0,1.84
2509,Lenovo,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 11,649.0,1.68
2510,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920.0,1080.0,16384.0,4194304.0,Windows 11,1519.0,1.52
2511,Dell,Intel Core i5 10310U   1.70GHz,6444.0,Intel UHD Graphics 620,1042.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 10,860.77,1.82
2513,HP,Intel N50,2350.0,Intel Iris Xe,2690.0,13.3,3840.0,2160.0,8192.0,524288.0,Windows 10,795.0,1.3
2514,HP,Intel Core i5 12600H,23062.0,Intel UHD Graphics,1476.0,15.6,1366.0,768.0,8192.0,524288.0,Windows 10,549.0,2.0
2515,Asus,AMD Ryzen 7 6800H,23656.0,Ryzen 3 4300G with Radeon Graphics,2040.0,17.3,1920.0,1080.0,8192.0,524288.0,Windows 11,999.99,2.3
2516,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 2050,7320.0,15.6,1920.0,1080.0,32768.0,1048576.0,Windows 11,1369.0,1.85
2517,HP,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920.0,1080.0,32768.0,1048576.0,Windows 11,1069.0,1.4
2518,Acer,Intel Core i3 1315U,13004.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,262144.0,ChromeOS,799.99,2.55
2519,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070,22459.0,16.0,2560.0,1600.0,32768.0,2048000.0,Windows 11,1747.51,2.45
2520,Dell,AMD Ryzen 7 2700,15735.0,GeForce RTX 3070 Ti,23757.0,15.6,1920.0,1080.0,16384.0,1024000.0,Windows 11,1672.68,3.64
2521,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,8192.0,524288.0,Windows 10,729.0,2.71
2522,HP,Intel Celeron 1.70GHz,101.0,Intel UHD Graphics 600,324.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,359.99,1.78
2523,Panasonic,Intel Core i5 4310U   2.00GHz,2542.0,Intel UHD Graphics 600,324.0,14.0,1366.0,768.0,8192.0,491520.0,Windows 10,550.0,2.55
2524,Dell,Intel Core i5 8250U   1.60GHz,5897.0,Intel Arc,4253.0,14.0,1920.0,1080.0,16384.0,262144.0,Windows 10,642.84,2.52
2525,Dell,Intel Core i7 1250U,12421.0,GeForce RTX 4060,19560.0,17.0,1920.0,1200.0,32768.0,1024000.0,Windows 11,2759.28,3.64
2526,Dell,Intel Core i5 10310U   1.70GHz,6444.0,Intel UHD Graphics,1476.0,13.0,1920.0,1080.0,16384.0,262144.0,Windows 10,299.99,2.77
2527,Acer,Intel Celeron N4000   1.10GHz,1417.0,Intel Arc,4253.0,15.6,1366.0,768.0,4096.0,65536.0,ChromeOS,172.26,1.9
2529,HP,Intel Core i5 12450H,17441.0,GeForce GTX 1650,7868.0,15.0,1366.0,768.0,8192.0,524288.0,Windows 10,590.22,2.41
2530,Apple,Apple A8,1536.0,Intel Arc,4253.0,13.3,2560.0,1600.0,24576.0,524288.0,MacOS,1899.0,2.77
2531,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,16384.0,2097152.0,Windows 10,1749.0,2.41
2533,Dell,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 11,812.99,1.74
2534,Dell,Intel Core i7 13700H,28003.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,32768.0,524288.0,Windows 11,1138.82,3.64
2535,MSI,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 4060,19560.0,17.3,1920.0,1080.0,32768.0,1048576.0,Windows 11,1499.0,3.85
2536,Asus,Intel Core i3 3217U   1.80GHz,1218.0,Intel HD Graphics 620,926.0,15.6,1366.0,768.0,4096.0,512000.0,Windows 8,529.0,2.14
2537,Asus,AMD Ryzen 7 5800H,21133.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920.0,1080.0,16384.0,524288.0,Windows 10,989.0,1.3
2538,HP,Intel Celeron N3050   1.60GHz,592.0,Intel UHD Graphics,1476.0,13.3,1366.0,768.0,2048.0,32768.0,Windows 10,159.98,1.55
2539,LG,Intel Core i7 1250U,12421.0,Intel Arc,4253.0,16.0,3840.0,2160.0,16384.0,1048576.0,Windows 11,1296.99,1.25
2540,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920.0,1200.0,16384.0,1048576.0,Windows 11,1759.99,1.33
2541,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,1048576.0,Windows 11,1649.99,2.77
2542,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,17.0,3840.0,2160.0,65536.0,4096000.0,Windows 11,3118.54,3.64
2543,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,17.0,3840.0,2160.0,65536.0,2048000.0,Windows 11,3641.24,3.64
2544,Acer,Intel N50,2350.0,Intel Arc,4253.0,17.3,1920.0,1080.0,8192.0,524288.0,Windows 10,662.33,3.12
2545,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,24576.0,1048576.0,Windows 10,689.0,2.61
2546,Lenovo,Intel Core i7 14700HX,37546.0,Intel Iris Xe,2690.0,16.0,2560.0,1600.0,16384.0,1048576.0,Windows 11,768.0,2.09
2547,Acer,Intel Core i5 3340   3.10GHz,4249.0,MxGPU,1826.0,13.5,2256.0,1504.0,8192.0,262144.0,Windows 10,749.0,1.2
2548,Asus,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,12288.0,524288.0,Windows 10,619.0,1.32
2549,Lenovo,Intel Core i7 1185G7   3.00GHz,10552.0,Quadro P500,1602.0,14.0,1920.0,1080.0,32768.0,1048576.0,Windows 11,1339.0,1.45
2550,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,24576.0,1048576.0,Windows 11,1639.0,2.25
2551,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,14.0,1920.0,1080.0,16384.0,524288.0,Windows 11,1689.62,3.64
2552,Acer,Intel N50,2350.0,GeForce RTX 4070,26876.0,16.0,2560.0,1440.0,16384.0,1048576.0,Windows 10,1754.14,3.64
2553,Dell,Intel Core i9 13900,48120.0,RTX A2000,13772.0,17.3,1920.0,1080.0,32768.0,1024000.0,Windows 11,2585.75,3.64
2554,Asus,Intel Pentium Silver N6000   1.10GHz,3089.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,4096.0,131072.0,Windows 11,419.99,2.27
2555,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,16384.0,524288.0,Windows 11,1847.99,3.64
2556,HP,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,17.3,1920.0,1080.0,12288.0,524288.0,Windows 11,583.0,2.09
2557,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,13.3,1920.0,1080.0,16384.0,1048576.0,Windows 10,1199.0,1.35
2558,Dell,Intel Core i7 12800H,24971.0,Intel Arc,4253.0,14.0,1920.0,1080.0,16384.0,262144.0,Windows 10,1079.91,3.64
2559,Dell,Intel Core i5 8365U   1.60GHz,6247.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,8192.0,512000.0,Windows 10,359.98,1.48
2560,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3070,22459.0,15.6,1920.0,1080.0,49152.0,3145728.0,Windows 10,2019.0,1.52
2561,Acer,Intel Core i3 N305,9978.0,Intel UHD Graphics,1476.0,14.0,1920.0,1200.0,8192.0,131072.0,Windows 11,412.82,1.55
2562,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,17.3,1920.0,1080.0,12288.0,262144.0,Windows 10,679.99,2.39
2563,Asus,AMD Embedded R Series RX 216GD,1628.0,Radeon R7E,564.0,15.6,1366.0,768.0,8192.0,131072.0,Windows 10,299.0,2.0
2564,Dell,Intel Core i7 640M   2.80GHz,2059.0,Intel UHD Graphics 620,1042.0,13.3,1920.0,1080.0,8192.0,524288.0,Windows 10,713.87,1.18
2565,Dell,Intel Core i7 12800H,24971.0,Intel Arc,4253.0,15.6,1366.0,768.0,65536.0,2048000.0,Windows 11,1354.81,1.59
2566,Lenovo,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,65536.0,4194304.0,Windows 11,1859.0,2.04
2567,Asus,Intel Core i7 13650HX,32140.0,GeForce RTX 4060,19560.0,16.0,1920.0,1200.0,16384.0,1048576.0,Windows 11,1899.0,2.5
2568,Asus,Intel Pentium P6000   1.87GHz,787.0,Intel UHD Graphics,1476.0,13.3,1920.0,1080.0,8192.0,262144.0,Windows 11,899.99,0.77
2569,Dell,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Arc,4253.0,15.6,1920.0,1080.0,8192.0,262144.0,Windows 10,863.99,1.85
2570,Dell,Intel Core i5 3317U   1.70GHz,2010.0,Intel Arc,4253.0,14.0,1366.0,768.0,32768.0,524288.0,Windows 10,285.05,2.27
2571,MSI,Intel Core i7 13620H,26454.0,GeForce RTX 4060,19560.0,16.0,2560.0,1600.0,65536.0,1048576.0,Windows 10,1949.0,5.0
2572,Dell,Intel Core i5 12600H,23062.0,Intel Arc,4253.0,14.0,1920.0,1080.0,8192.0,1048576.0,Windows 10,1664.9,3.65
2573,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,1119.0,2.3
2574,Goldengulf,Intel Atom x5 Z8350   1.44GHz,896.0,Q12U 1,5164.0,10.1,1280.0,800.0,2048.0,32768.0,Windows 10,218.86,1.4
2575,HP,AMD Ryzen 7 6800H,23656.0,GeForce RTX 3060,17089.0,16.1,1920.0,1080.0,32768.0,1048576.0,Windows 11,1659.99,2.73
2576,Asus,Intel Core m3 8100Y   1.10GHz,2877.0,Intel HD Graphics 620,926.0,14.0,1920.0,1080.0,4096.0,131072.0,No OS,281.5,1.27
2577,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,32768.0,2097152.0,Windows 10,1749.0,1.71
2578,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,769.0,2.15
2579,MSI,Intel Core i7 13620H,26454.0,GeForce RTX 4060,19560.0,17.3,1920.0,1080.0,49152.0,1048576.0,Windows 11,1749.6,2.6
2580,Asus,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,14.0,1366.0,768.0,12288.0,1048576.0,Windows 10,449.0,2.05
2581,HP,Intel Pentium Silver N5000   1.10GHz,2595.0,Intel UHD Graphics 605,369.0,14.0,1366.0,768.0,4096.0,65536.0,ChromeOS,250.0,1.5
2582,Acer,Intel Pentium P6000   1.87GHz,787.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,8192.0,65536.0,ChromeOS,403.75,1.6
2583,Dell,Intel Core i7 8550U   1.80GHz,5931.0,Intel HD Graphics 620,926.0,13.3,1920.0,1080.0,8192.0,262144.0,Windows 10,789.0,1.2
2584,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920.0,1080.0,16384.0,1048576.0,Windows 11,1349.0,3.0
2585,GIGABYTE,Intel Core i7 13700H,28003.0,GeForce RTX 4060,19560.0,15.6,2560.0,1440.0,16384.0,1048576.0,Windows 11,1399.0,2.25
2586,MSI,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,14.0,1920.0,1080.0,16384.0,524288.0,Windows 10,1299.0,2.24
2587,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3080 Ti,27324.0,15.6,1920.0,1080.0,32768.0,2048000.0,Windows 11,1871.09,1.9
2588,Dell,Intel Core i5 10300H   2.50GHz,8473.0,Intel UHD Graphics,1476.0,14.0,1920.0,1080.0,8192.0,262144.0,Windows 10,1595.0,1.55
2589,HP,Intel Core i5 5300U   2.30GHz,2736.0,Intel UHD Graphics,1476.0,11.6,1366.0,768.0,8192.0,262144.0,Windows 10,227.98,1.41
2590,Asus,Intel Core i9 12900H,28523.0,GeForce RTX 3070 Ti,23757.0,15.6,2560.0,1440.0,65536.0,2097152.0,Windows 11,2619.0,2.32
2592,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3080 Ti,27324.0,17.3,1920.0,1080.0,32768.0,524288.0,Windows 11,2371.2,3.64
2593,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,15.6,1920.0,1200.0,49152.0,2097152.0,Windows 11,2579.0,2.82
2594,Asus,AMD Ryzen 9 5900HX,22681.0,GeForce RTX 3050,12961.0,15.6,1920.0,1080.0,16384.0,1048576.0,Windows 10,1499.0,2.0
2595,Asus,Intel Core Duo T2450   2.00GHz,411.0,Radeon R2,240.0,10.1,1366.0,768.0,4096.0,256000.0,Windows Vista,799.0,1.14
2596,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560.0,1440.0,16384.0,1048576.0,Windows 11,1769.0,1.9
2597,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,993.29,1.55
2598,Dell,AMD Ryzen 7 1700,14812.0,Radeon RX 460,4112.0,18.0,2560.0,1600.0,16384.0,524288.0,Windows 11,1895.65,3.64
2599,Acer,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,1399.0,2.5
2600,Acer,Intel Core i5 12450H,17441.0,Intel Iris Xe,2690.0,15.6,1920.0,1080.0,16384.0,524288.0,Windows 11,589.0,2.46
2601,HP,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,16.1,1920.0,1080.0,32768.0,1048576.0,Windows 11,1559.0,2.41
2602,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560.0,1600.0,16384.0,1048576.0,Windows 10,1549.0,2.56
2603,Acer,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,16.0,1920.0,1200.0,32768.0,2097152.0,Windows 10,1619.0,2.7
2604,MSI,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,13.4,1920.0,1200.0,16384.0,524288.0,Windows 10,1389.35,1.35
2605,Dell,Intel N50,2350.0,GeForce GTX 1650 Ti,7576.0,15.6,1920.0,1200.0,32768.0,1048576.0,Windows 10,1599.99,1.2
2606,Samsung,Intel Core i5 10210U   1.60GHz,6228.0,Intel UHD Graphics,1476.0,13.3,3840.0,2160.0,8192.0,262144.0,ChromeOS,599.99,1.05
2607,HP,AMD Ryzen 3 3250U,3855.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920.0,1080.0,8192.0,131072.0,Windows 11,285.0,1.66
