,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
7537,Lenovo,AMD Ryzen 5 PRO 6650U,16752.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1200,16.0,256.0,Windows 11,1.58,1461.62
7538,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.82,775.0
7539,Dell,Intel Core i7 6700HQ   2.60GHz,6526.0,GeForce GTX 1060,10075.0,17.3,1920,1080,16.0,1024.0,Windows 10,4.41,1699.99
7540,Lenovo,AMD Ryzen 5 PRO 5650U,14922.0,256MB DDR Radeon 9800 XT,37.0,13.3,1920,1200,8.0,256.0,Windows 10,0.97,970.99
7541,Asus,Intel Core i7 12700H,26423.0,GeForce RTX 4060,19560.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.93,1189.99
7542,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920,1080,16.0,1024.0,Windows 10,3.0,1349.0
7543,Dell,Intel Core i7 12800H,24971.0,Intel Arc,4253.0,14.0,1920,1080,32.0,2000.0,Windows 11,1.23,1180.4
7544,HP,Intel Core i3 1125G4   2.00GHz,9737.0,Intel UHD Graphics,1476.0,17.3,1920,1080,12.0,1024.0,Windows 11,2.09,679.0
7545,Dell,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,1.23,1097.24
7546,Lenovo,Intel Core i5 1035G1   1.00GHz,7460.0,Intel HD Graphics 620,926.0,15.6,1920,1080,12.0,128.0,Windows 10,2.22,577.79
7547,HP,AMD Ryzen 5 4600H,14526.0,GeForce GTX 1650,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,2.0,879.0
7548,Lenovo,AMD Embedded R Series RX 216GD,1628.0,Radeon R5E,296.0,15.6,1366,768,16.0,512.0,Windows 10,2.1,569.99
7549,Dell,Intel Core i7 12800H,24971.0,T500,3708.0,15.6,1366,768,16.0,512.0,Windows 11,2.67,1097.24
7550,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3080 Ti,27324.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.89,1799.99
7551,Lenovo,Intel Core i7 13620H,26454.0,GeForce RTX 2050,7320.0,16.0,1920,1200,16.0,512.0,Windows 11,1.8,1289.0
7552,Dell,Intel Core i5 12600H,23062.0,Intel UHD Graphics 620,1042.0,13.3,1920,1080,16.0,512.0,Windows 10,1.25,771.81
7553,Dell,AMD Ryzen 7 6800H,23656.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,1.43,1099.0
7554,Microsoft,Intel Core i7 1185G7   3.00GHz,10552.0,Intel Iris Xe,2690.0,13.5,1920,1080,16.0,512.0,Windows 11,1.97,1169.99
7555,Dell,AMD Ryzen 5 7530U,16506.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.73,579.0
7556,Microsoft,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.56,1299.99
7557,Lenovo,AMD Ryzen 5 3500U,6978.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1080,12.0,128.0,Windows 10,1.77,689.99
7559,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel HD Graphics 620,926.0,14.0,1920,1080,16.0,1024.0,Windows 10,1.77,552.99
7560,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920,1080,24.0,1024.0,Windows 11,2.15,919.0
7561,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,24.0,1024.0,Windows 11,1.48,989.0
7562,HP,Intel Core i7 4600U   2.10GHz,2703.0,Intel Arc,4253.0,14.0,1366,768,12.0,500.0,Windows 10,2.5,257.98
7563,HP,AMD Ryzen 5 7530U,16506.0,Ryzen 3 4300G with Radeon Graphics,2040.0,17.3,1600,900,16.0,1024.0,Windows 11,2.5,616.42
7564,Lenovo,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics,1476.0,14.0,1920,1080,4.0,1024.0,Windows 11,1.77,409.99
7565,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,128.0,Windows 11,2.21,499.99
7566,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.57,1299.99
7567,Lenovo,AMD Ryzen 7 3700U,7186.0,Radeon RX Vega 10,1645.0,14.0,1920,1080,8.0,256.0,Windows 10,1.65,989.0
7568,Lenovo,AMD Ryzen 7 5825U,18462.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.0,919.99
7569,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,1040.0
7570,Lenovo,AMD Embedded R Series RX 216GD,1628.0,Radeon R4,333.0,15.6,1360,768,4.0,500.0,Windows 10,2.1,679.77
7571,Microsoft,Intel Core i5 1035G7   1.20GHz,8301.0,Intel Iris Pro Graphics 6200,1449.0,13.5,2256,1504,8.0,512.0,Windows 10,1.27,629.0
7572,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.64,699.99
7573,Dell,Intel Core i7 13700H,28003.0,GeForce RTX 4070,26876.0,18.0,2560,1600,32.0,1000.0,Windows 11,3.64,2116.93
7574,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,17.0,3840,2400,32.0,1024.0,Windows 10,1.62,3109.0
7575,Acer,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 2050,7320.0,17.3,1920,1080,48.0,3072.0,Windows 11,3.0,1809.0
7576,Lenovo,AMD Athlon L110,197.0,Radeon Athlon Silver 3050U,679.0,14.0,1920,1080,4.0,128.0,Windows 11,0.45,199.0
7577,Lenovo,Intel Core i9 13980HX,48083.0,RTX 2000 Ada Generation Laptop GPU,15597.0,16.0,1920,1080,8.0,1024.0,Windows 10,2.95,2419.0
7578,Dell,Intel Core i3 2370M   2.40GHz,1364.0,Intel Arc,4253.0,14.0,1920,1080,16.0,128.0,Windows 10,2.23,829.99
7580,Dell,AMD Ryzen 5 6600H,19012.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,2.38,879.0
7581,HP,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,429.99
7582,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,12.0,256.0,Windows 11,2.0,557.99
7583,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,17.3,3840,2160,64.0,2000.0,Windows 11,3.64,3135.38
7585,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.66,529.98
7586,Dell,AMD Ryzen 7 5825U,18462.0,GeForce MX550,4601.0,15.6,1920,1080,24.0,2048.0,Windows 10,1.64,1169.0
7587,Dell,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,2.05,1628.25
7588,Acer,AMD Ryzen 5 7520U,9475.0,256MB DDR Radeon 9800 XT,37.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.97,884.99
7589,Dell,Intel Core i7 13700H,28003.0,Intel Arc A730M,8274.0,15.6,1920,1200,64.0,4096.0,Windows 11,1.68,2409.0
7590,MSI,Intel Core i9 13950HX,44905.0,GeForce RTX 4060,19560.0,13.3,1920,1200,32.0,1024.0,Windows 11,1.7,1919.0
7591,LG,Intel Core i7 1250U,12421.0,Intel Iris Xe,2690.0,17.0,2560,1600,32.0,2048.0,Windows 11,1.45,1396.99
7592,Lenovo,Intel Core i5 1350P,20843.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,1024.0,Windows 11,2.56,609.79
7593,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,GeForce MX330,2461.0,14.0,1366,768,8.0,1024.0,Ubuntu Linux 20.04,1.97,674.99
7594,MSI,Intel Core i5 13500H,23284.0,GeForce GTX 1650,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.63,773.0
7595,Asus,Intel Core i7 12650H,23276.0,GeForce RTX 3070,22459.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.0,1428.98
7596,Dell,AMD Ryzen 5 4500U,10999.0,Intel UHD Graphics,1476.0,14.0,1920,1080,64.0,1024.0,Windows 10,1.73,800.4
7597,Dell,AMD Ryzen 7 5825U,18462.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920,1200,48.0,2048.0,Windows 10,1.76,1419.0
7598,Yoga Notebook,Intel Core i7 9750H   2.60GHz,10936.0,GeForce GTX 1650,7868.0,15.6,1920,1080,16.0,2048.0,Windows 10,2.0,2199.0
7599,Asus,AMD Ryzen 5 4600H,14526.0,GeForce GTX 1650,7868.0,17.3,1920,1080,64.0,4096.0,Windows 11,2.59,1539.0
7600,Acer,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,1.6,799.99
7601,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.04,498.79
7602,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,17.3,1600,900,32.0,1024.0,Windows 10,2.68,711.79
7603,Dell,AMD Ryzen 7 5825U,18462.0,Ryzen 5 4600HS with Radeon Graphics,8370.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.69,999.99
7604,Dell,Intel Core i7 1255U,13775.0,Intel HD Graphics 620,926.0,14.0,1920,1200,32.0,2048.0,Windows 11,1.82,1049.99
7605,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,17.3,1600,900,8.0,256.0,Windows 10,2.68,588.79
7606,HP,Intel Celeron N4000   1.10GHz,1417.0,Intel HD 500,298.0,14.0,1920,1080,4.0,32.0,ChromeOS,1.5,209.99
7607,Dell,Intel Core i5 13400T,21493.0,Intel HD Graphics 620,926.0,14.0,1920,1080,16.0,256.0,Windows 11,1.55,1202.54
7608,Lenovo,Intel Core i7 1255U,13775.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.82,532.49
7609,Lenovo,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.5,799.99
7610,HP,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,2.18,702.0
7611,MSI,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.92,539.99
7612,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920,1080,32.0,1024.0,Windows 11,3.09,1659.0
7613,Asus,Intel Core i7 12700H,26423.0,GeForce RTX 4070,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.23,1199.49
7614,Dell,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.77,799.99
7615,Dell,Intel Core Duo T2450   2.00GHz,411.0,GeForce GTX 1650,7868.0,15.6,3840,2160,32.0,1024.0,Windows 10,1.75,2499.0
7616,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.3,1229.0
7617,Acer,Intel Core i7 9750H   2.60GHz,10936.0,GeForce GTX 1660 Ti,12956.0,15.6,1920,1080,16.0,256.0,Windows 10,2.3,1049.99
7618,Dell,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,15.6,1920,1080,32.0,256.0,Windows 10,1.77,587.79
7619,Acer,AMD Ryzen 7 6800U,20636.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.5,1304.99
7620,Lenovo,Intel Core i5 1145G7   2.60GHz,9970.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,1.57,899.97
7621,LG,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Arc,4253.0,14.0,1920,1200,16.0,512.0,Windows 10,1.0,1499.99
7622,HP,AMD Ryzen 5 5500U,13144.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,17.3,1920,1080,16.0,512.0,Windows 11,2.09,777.79
7624,Dell,Intel Core i5 1334U,12802.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,256.0,Windows 11,3.64,989.55
7625,Dell,Intel Core i9 12950HX,32933.0,GeForce RTX 3050,12961.0,15.6,1920,1200,32.0,1024.0,Windows 10,1.91,2145.96
7626,Dell,Intel Core i9 10885H   2.40GHz,15251.0,Quadro RTX 4000 (Mobile),12722.0,17.0,1366,768,64.0,1024.0,Windows 10,1.78,2794.42
7627,Lenovo,AMD A6 9225,1323.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,16.0,2048.0,Windows 10,2.22,679.99
7628,Dell,Intel Core i7 13705H,23728.0,GeForce MX570,6020.0,14.0,1920,1200,16.0,512.0,Windows 11,1.55,1150.76
7629,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,3.64,1924.22
7630,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,2.22,519.79
7631,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,506.79
7632,MSI,Intel Core i9 13980HX,48083.0,GeForce RTX 4070,26876.0,17.0,2560,1600,32.0,2048.0,Windows 11,2.53,3349.0
7633,HP,AMD Ryzen 7 5825U,18462.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.5,1439.0
7634,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,16.0,2560,1600,48.0,1024.0,Windows 10,3.64,1649.0
7635,HP,Intel Core i7 13700HX,34115.0,GeForce RTX 4060,19560.0,16.1,1920,1080,32.0,1024.0,Windows 11,2.32,1149.99
7636,Acer,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,20.0,512.0,Windows 11,1.91,689.0
7637,Dell,Intel Core i7 1355U,15287.0,Intel Arc,4253.0,15.6,1920,1080,32.0,1000.0,Windows 11,1.64,949.99
7638,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,2.4,1599.99
7640,Lenovo,Intel Pentium M 2.10GHz,292.0,Radeon Vega 8,1585.0,15.6,1920,1080,8.0,256.0,Windows 10,2.2,449.99
7641,Asus,Intel Celeron N4020   1.10GHz,1556.0,Radeon R2,240.0,15.6,1366,768,4.0,1024.0,Windows 10,1.7,225.0
7642,Lenovo,Intel Celeron N4000   1.10GHz,1417.0,Intel Arc,4253.0,15.6,1920,1080,4.0,128.0,Windows 7,1.6,245.0
7643,MSI,Intel Core i5 13500H,23284.0,GeForce GTX 1650,7868.0,15.6,1920,1080,16.0,512.0,Windows 10,1.09,711.79
7644,Lenovo,Intel Core i7 1250U,12421.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,2048.0,Windows 10,1.99,1798.99
7645,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel HD Graphics 620,926.0,15.6,1366,768,8.0,256.0,Windows 11,2.22,429.99
7646,Lenovo,Intel Core i9 13900HX,44977.0,GeForce RTX 4070,26876.0,16.0,2560,1600,64.0,4096.0,Windows 11,2.55,2899.0
7647,Dell,Intel Core i5 1230U,10779.0,GeForce2 Integrated GPU,4.0,15.6,1920,1080,16.0,128.0,Windows 10,2.2,218.98
7648,XAMMUE,Intel Core i5 1230U,10779.0,GeForce2 Integrated GPU,4.0,7.0,1920,1080,16.0,512.0,Windows 11,2.62,999.99
7649,Asus,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,17.3,1600,900,20.0,512.0,Windows 11,2.3,789.0
7650,Dell,Intel Core i7 13705H,23728.0,GeForce MX250,2438.0,15.6,1920,1080,64.0,1000.0,Windows 11,3.64,1214.6
7651,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,3840,2160,16.0,1000.0,Windows 11,3.64,2179.35
7652,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,15.6,1366,768,32.0,1024.0,Windows 10,1.77,699.79
7653,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,17.0,3840,2400,64.0,4096.0,Windows 10,2.41,3799.0
7654,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,599.79
7655,Lenovo,AMD Ryzen 7 7700X,36146.0,GeForce RTX 3060,17089.0,5.25,1920,1080,16.0,1024.0,Windows 11,0.45,1069.99
7656,MSI,Intel Core i7 12650H,23276.0,RTX A4000,19334.0,15.6,1920,1080,16.0,512.0,Windows 11,1.86,1199.0
7657,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,16.0,3,3072,32.0,2048.0,Windows 11,1.77,1249.99
7658,Lenovo,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,16.0,1920,1080,16.0,512.0,Windows 10,0.45,1789.0
7660,HP,AMD Ryzen 5 6600U,17139.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920,1200,16.0,1024.0,Windows 10,2.36,1289.99
7661,MSI,Intel Core i5 12500H,21525.0,GeForce GTX 1650,7868.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,789.79
7662,HP,Intel Core i7 6600U   2.60GHz,3451.0,Intel UHD Graphics,1476.0,12.5,1366,768,8.0,512.0,Windows 10,1.27,290.98
7663,Lenovo,Intel Core i5 1350P,20843.0,Intel HD Graphics 620,926.0,15.6,1920,1080,20.0,1024.0,Windows 11,1.95,581.0
7664,Asus,Intel Core i5 12600,21384.0,GeForce GT625M,457.0,15.6,1366,768,4.0,500.0,Windows 7,2.95,949.0
7665,HP,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics 620,1042.0,14.0,1920,1080,16.0,1024.0,Windows 10,1.72,717.79
7666,MSI,Intel Core i7 1255U,13775.0,Intel Arc A730M,8274.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,749.99
7667,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,2.66,779.0
7668,Dell,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.77,799.99
7670,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.58,1499.99
7671,Asus,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,15.6,1920,1080,4.0,64.0,Windows 10,1.64,223.0
7672,Dell,Intel Core i7 1260P,17229.0,GeForce MX570,6020.0,16.0,1920,1200,16.0,512.0,Windows 11,1.86,1299.0
7673,Samsung,Intel Core i7 1250U,12421.0,Intel Arc A730M,8274.0,15.6,1920,1080,1024.0,1024.0,Windows 8.1,1.14,1699.99
7674,Lenovo,AMD Ryzen 5 7530U,16506.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1200,8.0,256.0,Windows 11,1.15,642.82
7675,HP,Intel Core i5 12600H,23062.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.58,570.98
7676,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3060,17089.0,16.0,2560,1600,64.0,1024.0,Windows 11,2.8,1809.0
7677,SGIN,Intel Celeron 2.50GHz,164.0,GeForce2 Integrated GPU,4.0,15.6,1366,768,4.0,128.0,Linux,1.63,999.99
7679,Asus,Intel Core i9 12900H,28523.0,GeForce RTX 3070 Ti,23757.0,15.6,2560,1440,64.0,2048.0,Windows 11,2.3,2619.0
7680,Acer,AMD Ryzen 5 PRO 5650U,14922.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1080,8.0,256.0,Windows 10,1.6,598.95
7681,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,2048.0,Windows 11,1.77,799.79
7682,Asus,AMD Ryzen 7 5800H,21133.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,17.3,1920,1080,8.0,512.0,Windows 11,1.8,779.0
7683,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,14.0,1920,1080,16.0,1000.0,Windows 11,3.64,1663.52
7684,Dell,AMD Ryzen 9 3900,30837.0,GeForce RTX 4080,34635.0,16.0,1920,1080,16.0,1024.0,Windows 11,1.58,2996.99
7685,Dell,Intel Core i5 1135G7   2.40GHz,9891.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.75,579.79
7686,Lenovo,Intel Core i7 1250U,12421.0,Quadro P520,2106.0,15.6,1920,1080,16.0,512.0,Windows 10,1.51,1699.99
7687,Lenovo,AMD Ryzen 7 5700U,15853.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1920,1080,8.0,512.0,Windows 11,1.63,589.99
7688,Dell,Intel Core i7 1195G7   2.90GHz,11045.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.77,1049.99
7689,Lenovo,Intel Core i7 1160G7   1.20GHz,9173.0,Intel HD Graphics 620,926.0,13.3,2160,1350,16.0,256.0,Windows 11,1.89,839.99
7690,Lenovo,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,1.78,1199.0
7691,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.73,349.0
7692,Lenovo,AMD Ryzen 5 5500U,13144.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1080,16.0,256.0,Windows 11,1.72,771.99
7693,HP,Intel Core i7 1360P,19333.0,Intel UHD Graphics,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.71,2009.99
7694,Lenovo,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,16.0,1920,1200,8.0,512.0,Windows 10,0.93,584.99
7695,Lenovo,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,2.14,726.96
7696,HP,Intel Core i7 1370P,21088.0,Intel Iris Xe,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,2.13,1892.03
7697,HP,AMD Ryzen 3 3250U,3855.0,Ryzen 3 4300G with Radeon Graphics,2040.0,14.0,1366,768,16.0,512.0,Windows 11,1.51,559.99
7698,Asus,Intel Core i9 12900H,28523.0,GeForce RTX 3070 Ti,23757.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.3,2149.99
7699,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,4.0,256.0,Windows 11,0.97,555.0
7700,Lenovo,AMD Ryzen 5 5500U,13144.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.43,459.99
7701,Lenovo,Intel Core i7 12800H,24971.0,Intel UHD Graphics,1476.0,14.0,3840,2160,8.0,256.0,Windows 10,1.2,619.99
7702,Lenovo,AMD Ryzen 7 5700,24334.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,1.5,619.99
7703,Asus,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,529.0
7704,Acer,Intel Core i5 10200H   2.40GHz,8185.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,3.23,1229.0
7705,Acer,AMD Ryzen 5 4500U,10999.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,8.0,256.0,Windows 10,1.91,523.72
7706,MSI,Intel Core i7 14700HX,37546.0,GeForce RTX 4060,19560.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,1018.49
7707,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,12.0,256.0,Windows 11,1.77,573.99
7708,HP,Intel Core i7 13700HX,34115.0,GeForce RTX 4060,19560.0,16.1,2560,1440,32.0,1024.0,Windows 11,2.7,1859.0
7709,Asus,Intel Core i7 12650H,23276.0,GeForce RTX 3070,22459.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1699.99
7710,HP,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,3.53,819.0
7711,HP,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,14.0,1920,1200,32.0,512.0,Windows 10,1.73,1349.0
7712,Lenovo,Intel Core i7 12800H,24971.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.68,1100.0
7713,Lenovo,AMD Ryzen 7 5700U,15853.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,16.0,512.0,Windows 11,1.8,829.99
7714,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.49,725.0
7715,Samsung,Intel Core i3 N300,8475.0,Intel HD Graphics 620,926.0,13.3,1366,768,8.0,128.0,Chrome OS,2.24,749.99
7716,Dell,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,1920,1200,48.0,1024.0,Windows 11,2.86,1449.0
7717,Dell,Intel Core i5 750S   2.40GHz,1326.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,479.73
7718,LG,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,2.42,1369.99
7719,GIGABYTE,Intel Core i7 13620H,26454.0,GeForce RTX 4060 Laptop GPU,17984.0,16.0,1920,1200,16.0,512.0,Windows 11,2.3,899.99
7720,MSI,Intel Core i5 12450H,17441.0,GeForce GTX 1650,7868.0,15.6,1920,1080,16.0,512.0,Windows 11,2.6,919.99
7721,Lenovo,AMD 3015Ce,2094.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,13.6,1366,768,4.0,32.0,Chrome OS,2.3,301.99
7723,Lenovo,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.13,852.52
7724,HP,Intel Core i5 1035G1   1.00GHz,7460.0,Intel HD Graphics 620,926.0,15.6,1920,1080,32.0,512.0,Windows 10,2.22,629.79
