,Name,Operating-System,Processor,GPU,Total-Installed-Memory,Display-Size,Total-Installed-Capacity,Weight,CPU,Price,Brand,Width,Height,Processor_,CPU Mark,GPU Mark
0,"ASUS 13.3"" Zenbook S 13 OLED Laptop (Basalt Gray)",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,32,13.3,1024,1.0,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1299.99,ASUS,2880,1800,Intel Core i7-1355U (13th Gen),15287.0,1971.0
1,"ASUS 15.6"" Vivobook S 15 OLED Laptop (Midnight Black)",Windows 11 Home,Intel Core i9-13900H (13th Gen),Intel Iris Xe ,16,15.6,1024,1.7,14-Core: 2.6 to 5.4 GHz Performance (6 Cores)1.9 to 4.1 GHz Efficiency (8 Cores),989.99,ASUS,2880,1620,Intel Core i9-13900H (13th Gen),29690.0,1971.0
2,"ASUS 15.6"" Vivobook Laptop (Quiet Blue)",Windows 11 Home,AMD Ryzen 7 7730U,AMD Radeon ,16,15.6,1024,1.7,8-Core: 2 to 4.5 GHz ,699.99,ASUS,1920,1080,AMD Ryzen 7 7730U,18825.0,240.0
3,"ASUS 16"" ProArt StudioBook Pro 16 OLED Multi-Touch Laptop",Windows 11 Pro,Intel Core i9-13980HX (13th Gen),NVIDIA RTX 3000 Ada (130 W TGP)  with 8 GB GDDR6 VRAM,64,16.0,2048,2.4,24-Core: 2.2 to 5.6 GHz Performance (8 Cores)1.6 to 4 GHz Efficiency (16 Cores),2999.99,ASUS,3200,2000,Intel Core i9-13980HX (13th Gen),48083.0,22064.0
4,"Lenovo 15.6"" V15 G4 IAN Laptop (Business Black)",Windows 11 Home,Intel N100,Intel UHD Graphics ,8,15.6,128,1.65,Quad-Core: Up to 3.4 GHz ,367.5,Lenovo,1920,1080,Intel N100,5641.0,324.0
5,"Lenovo 14"" ThinkPad L14 Gen 4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1459.0,Lenovo,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
6,"Lenovo 14"" ThinkPad L14 Gen 4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1619.0,Lenovo,1920,1080,Intel Core i7-1365U (13th Gen),15451.0,1971.0
7,"Lenovo 14"" ThinkPad L14 Gen 4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1369.0,Lenovo,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,1971.0
8,"Lenovo 14"" ThinkPad L14 Gen 4 Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,256,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1299.0,Lenovo,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
9,"Lenovo 14"" ThinkPad L14 Gen 4 Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1199.0,Lenovo,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,1971.0
10,"Lenovo 14"" ThinkPad T14 Gen 4 Multi-Touch Notebook (Storm Gray)",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.36,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1739.0,Lenovo,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
11,"Lenovo 14"" ThinkPad T14 Gen 4 Multi-Touch Notebook (Thunder Black)",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.32,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1662.12,Lenovo,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
12,"Lenovo 14"" ThinkPad T14 Gen 4 Multi-Touch Notebook (Thunder Black)",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.32,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1815.05,Lenovo,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
13,"Lenovo 14"" ThinkPad T14 Gen 4 Notebook (Storm Gray)",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.36,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1409.95,Lenovo,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
14,"Lenovo 14"" ThinkPad T14 Gen 4 Multi-Touch Notebook (Storm Gray)",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,14.0,512,1.36,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1437.5,Lenovo,1920,1200,Intel Core i7-1355U (13th Gen),15287.0,1971.0
15,"Lenovo 14"" ThinkPad T14 Gen 4 Notebook (Thunder Black)",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe,16,14.0,256,1.32,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1555.95,Lenovo,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,2690.0
16,"Lenovo 14"" ThinkPad T14 Gen 4 Notebook (Storm Gray)",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,256,1.36,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1569.0,Lenovo,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
17,"Lenovo 14"" ThinkPad T14 Gen 4 Notebook (Storm Gray)",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.36,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1240.98,Lenovo,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
18,"Lenovo 15.6"" ThinkPad L15 G4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,15.6,512,1.77,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1422.57,Lenovo,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
19,"Lenovo 15.6"" ThinkPad L15 G4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,15.6,512,1.77,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1445.52,Lenovo,1920,1080,Intel Core i7-1355U (13th Gen),15287.0,1971.0
20,"Lenovo 15.6"" ThinkPad L15 G4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,15.6,512,1.77,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1588.33,Lenovo,1920,1080,Intel Core i7-1365U (13th Gen),15451.0,1971.0
21,"Lenovo 15.6"" ThinkPad L15 G4 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,15.6,512,1.77,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1284.82,Lenovo,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,1971.0
22,"Lenovo 15.6"" ThinkPad L15 G4 Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,15.6,256,1.77,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1253.65,Lenovo,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
23,"Lenovo 15.6"" ThinkPad L15 G4 Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe,16,15.6,256,1.77,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1133.54,Lenovo,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,2690.0
24,"Lenovo 14"" ThinkPad E14 Gen 5 Notebook (Graphite Black)",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe,16,14.0,512,1.41,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1041.33,Lenovo,1920,1200,Intel Core i7-1355U (13th Gen),15287.0,2690.0
25,"Lenovo 14"" ThinkPad E14 Gen 5 Multi-Touch Notebook (Graphite Black)",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.41,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),871.48,Lenovo,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
26,"Lenovo 14"" ThinkPad E14 Gen 5 Notebook (Arctic Gray)",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.41,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),872.45,Lenovo,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
27,"Lenovo 14"" ThinkPad E14 Gen 5 Notebook (Graphite Black)",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.41,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),857.95,Lenovo,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
28,"Lenovo 13.3"" ThinkPad X13s Gen 1 Laptop (Wi-Fi Only)",Windows 11 Pro,Qualcomm Snapdragon 8CX,Adreno 690,16,13.3,256,1.06,8-Core: Up to 3 GHz Kryo  Prime(4 Cores)Up to 3 GHz Kryo  Gold(4 Cores),1349.95,Lenovo,1920,1200,Qualcomm Snapdragon 8CX,1316.0,972.0
29,"Lenovo 13.3"" ThinkPad X13s Gen 1 Multi-Touch Laptop with Lenovo Premier Support (Wi-Fi Only)",Windows 11 Pro,Qualcomm Snapdragon 8CX,Adreno 690,16,13.3,256,1.06,8-Core: Up to 3 GHz Kryo  Prime(4 Cores)Up to 3 GHz Kryo  Gold(4 Cores),1059.95,Lenovo,1920,1200,Qualcomm Snapdragon 8CX,1316.0,972.0
30,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop",Windows 11 Pro,Intel Core i7-1250U (12th Gen),Intel Iris Xe ,16,16.3,512,1.31,10-Core: 1.1 to 4.7 GHz Performance (2 Cores)0.8 to 3.5 GHz Efficiency (8 Cores),3478.5,Lenovo,2560,2024,Intel Core i7-1250U (12th Gen),12421.0,1971.0
31,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop with 3 Years Lenovo Premier Support",Windows 11 Pro,Intel Core i7-1250U (12th Gen),Intel Iris Xe ,16,16.3,512,1.31,10-Core: 1.1 to 4.7 GHz Performance (2 Cores)0.8 to 3.5 GHz Efficiency (8 Cores),3924.95,Lenovo,2560,2024,Intel Core i7-1250U (12th Gen),12421.0,1971.0
32,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop with 3 Years Lenovo Premier Support",Windows 11 Pro,Intel Core i7-1250U (12th Gen),Intel Iris Xe ,16,16.3,512,1.31,10-Core: 1.1 to 4.7 GHz Performance (2 Cores)0.8 to 3.5 GHz Efficiency (8 Cores),3924.95,Lenovo,2560,2024,Intel Core i7-1250U (12th Gen),12421.0,1971.0
33,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop with 3 Years Lenovo Premier Support",Windows 11 Pro,Intel Core i5-1230U (12th Gen),Intel Iris Xe ,16,16.3,256,1.31,10-Core: 1 to 4.4 GHz Performance (2 Cores)0.7 to 3.3 GHz Efficiency (8 Cores),3627.5,Lenovo,2560,2024,Intel Core i5-1230U (12th Gen),10779.0,1971.0
34,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop",Windows 11 Pro,Intel Core i7-1260U (12th Gen),Intel Iris Xe ,32,16.3,1024,1.31,10-Core: 1.1 to 4.7 GHz Performance (2 Cores)0.8 to 3.5 GHz Efficiency (8 Cores),3776.5,Lenovo,2560,2024,Intel Core i7-1260U (12th Gen),13707.0,1971.0
35,"Lenovo 16.3"" ThinkPad X1 Fold 16 Multi-Touch Laptop with 3 Years Lenovo Premier Support",Windows 11 Pro,Intel Core i7-1260U (12th Gen),Intel Iris Xe ,32,16.3,1024,1.31,10-Core: 1.1 to 4.7 GHz Performance (2 Cores)0.8 to 3.5 GHz Efficiency (8 Cores),4223.95,Lenovo,2560,2024,Intel Core i7-1260U (12th Gen),13707.0,1971.0
36,"Lenovo 14"" ThinkPad T14 Gen 3 Multi-Touch Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 6850U,AMD Radeon 680M,16,14.0,512,1.52,8-Core: 2.7 to 4.7 GHz ,1399.99,Lenovo,1920,1200,AMD Ryzen 7 PRO 6850U,20851.0,353.0
37,"Lenovo 13.3"" ThinkPad X13s Gen 1 Multi-Touch Laptop (Wi-Fi & 5G)",Windows 11 Pro,Qualcomm Snapdragon 8CX,Adreno 690,32,13.3,512,1.06,8-Core: Up to 3 GHz Kryo  Prime(4 Cores)Up to 3 GHz Kryo  Gold(4 Cores),1747.95,Lenovo,1920,1200,Qualcomm Snapdragon 8CX,1316.0,972.0
38,"Lenovo 13.3"" ThinkPad X13s Gen 1 Multi-Touch Laptop with Lenovo Premier Support (Wi-Fi & 5G)",Windows 11 Pro,Qualcomm Snapdragon 8CX,Adreno 690,16,13.3,256,1.06,8-Core: Up to 3 GHz Kryo Prime(4 Cores)Up to 3 GHz Kryo Gold(4 Cores),1184.5,Lenovo,1920,1200,Qualcomm Snapdragon 8CX,1316.0,972.0
39,"Lenovo 16"" ThinkPad Z16 Gen 1 Notebook (Arctic Gray)",Windows 10 Pro,AMD Ryzen 7 PRO 6850H,AMD Radeon 680M,16,16.0,512,1.81,8-Core: 3.2 to 4.7 GHz ,1838.95,Lenovo,1920,1200,AMD Ryzen 7 PRO 6850H,23001.0,353.0
40,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2719.0,Lenovo,3840,2400,Intel Core i7-1370P (13th Gen),21088.0,22064.0
41,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2149.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
42,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.4 GHz Efficiency (8 Cores)1.9 to 4.6 GHz Performance (4 Cores),1889.0,Lenovo,1920,1200,Intel Core i5-1340P (13th Gen),20247.0,22064.0
43,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.7 GHz Efficiency (8 Cores)2.2 to 5 GHz Performance (4 Cores),1803.5,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
44,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2219.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
45,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2077.27,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
46,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1963.32,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
47,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2979.0,Lenovo,3840,2400,Intel Core i7-1370P (13th Gen),21088.0,22064.0
48,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1350P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.5 GHz Efficiency (8 Cores)1.9 to 4.7 GHz Performance (4 Cores),1979.0,Lenovo,1920,1200,Intel Core i5-1350P (13th Gen),20843.0,22064.0
49,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1350P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.5 GHz Efficiency (8 Cores)1.9 to 4.7 GHz Performance (4 Cores),2029.0,Lenovo,1920,1200,Intel Core i5-1350P (13th Gen),20843.0,22064.0
50,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1754.43,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
51,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2469.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
52,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),2349.0,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
53,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.4 GHz Efficiency (8 Cores)1.9 to 4.6 GHz Performance (4 Cores),1869.0,Lenovo,1920,1200,Intel Core i5-1340P (13th Gen),20247.0,22064.0
54,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1350P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.5 GHz Efficiency (8 Cores)1.9 to 4.7 GHz Performance (4 Cores),1969.0,Lenovo,1920,1200,Intel Core i5-1350P (13th Gen),20843.0,22064.0
55,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.4 GHz Efficiency (8 Cores)1.9 to 4.6 GHz Performance (4 Cores),1879.0,Lenovo,1920,1200,Intel Core i5-1340P (13th Gen),20247.0,22064.0
56,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),2019.0,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
57,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2139.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
58,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2399.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
59,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,12-Core: 1.4 to 3.4 GHz Efficiency (8 Cores)1.9 to 4.6 GHz Performance (4 Cores),2289.0,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
60,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2699.0,Lenovo,3840,2400,Intel Core i7-1370P (13th Gen),21088.0,22064.0
61,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,64,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2969.0,Lenovo,3840,2400,Intel Core i7-1370P (13th Gen),21088.0,22064.0
62,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1350P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.5 GHz Efficiency (8 Cores)1.9 to 4.7 GHz Performance (4 Cores),2019.0,Lenovo,1920,1200,Intel Core i5-1350P (13th Gen),20843.0,22064.0
63,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),2069.0,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
64,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1370P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,14-Core: 1.9 to 5.2 GHz Performance (6 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2459.0,Lenovo,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,22064.0
65,"Lenovo 16"" ThinkPad P16s Gen 2 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1360P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,32,16.0,1024,1.71,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),2339.0,Lenovo,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,22064.0
66,"Lenovo 16"" ThinkPad P16s Gen 2 Notebook (Black)",Windows 11 Pro,Intel Core i5-1340P (13th Gen),NVIDIA RTX A500 with 4 GB GDDR6 VRAM,16,16.0,512,1.71,12-Core: 1.4 to 3.4 GHz Efficiency (8 Cores)1.9 to 4.6 GHz Performance (4 Cores),1859.0,Lenovo,1920,1200,Intel Core i5-1340P (13th Gen),20247.0,22064.0
67,"Lenovo 11.6"" 500e 32GB Multi-Touch 2-in-1 Chromebook Gen 3 (Wi-Fi Only)",Chrome OS,Intel Celeron N4500,Intel UHD Graphics ,4,11.6,32,1.35,Dual-Core: 1.1 to 2.8 GHz ,323.72,Lenovo,1366,768,Intel Celeron N4500,2003.0,324.0
68,"Lenovo 11.6"" 500e 32GB Multi-Touch 2-in-1 Chromebook Gen 3 (Wi-Fi Only)",Chrome OS,Intel Celeron N5100,Intel UHD Graphics,4,11.6,32,1.35,Quad-Core: 1.1 to 2.8 GHz,334.47,Lenovo,1366,768,Intel Celeron N5100,3310.0,1476.0
69,"Lenovo 11.6"" 500e 32GB Multi-Touch 2-in-1 Chromebook Gen 3 (Wi-Fi & 4G LTE)",Chrome OS,Intel Celeron N5100,Intel UHD Graphics ,4,11.6,32,1.35,Quad-Core: 1.1 to 2.8 GHz ,494.33,Lenovo,1366,768,Intel Celeron N5100,3310.0,324.0
70,"Lenovo 13.3"" ThinkPad Z13 Gen 2 Multi-Touch Laptop with 3 Years Premier Support",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,13.3,512,1.19,8-Core: 3.3 to 5.1 GHz ,1624.95,Lenovo,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
71,"Lenovo 13.3"" ThinkPad Z13 Gen 2 Laptop with 3 Years Premier Support",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,13.3,512,1.19,8-Core: 3.3 to 5.1 GHz ,1556.95,Lenovo,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
