,Name,Operating-System,Processor,GPU,Total-Installed-Memory,Display-Size,Total-Installed-Capacity,Weight,CPU,Price,Brand,Width,Height,Processor_,CPU Mark,GPU Mark
188,"HP 14"" EliteBook x360 1040 G10 Multi-Touch 2-in-1 Laptop",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.33,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1543.5,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
189,"HP 14"" EliteBook x360 1040 G10 Multi-Touch 2-in-1 Laptop",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,1024,1.33,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),2056.79,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
190,"HP 14"" EliteBook x360 1040 G10 Multi-Touch 2-in-1 Laptop",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,32,14.0,1024,1.33,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),2199.0,HP,2560,1600,Intel Core i7-1365U (13th Gen),15451.0,1971.0
191,"HP 15.6"" ENVY x360 15-eu1073cl Multi-Touch 2-in-1 Laptop (Factory Refurbished)",Windows 11 Home,AMD Ryzen 7 5825U,AMD Radeon ,16,15.6,512,1.82,8-Core: 2 to 4.5 GHz ,549.0,HP,1920,1080,AMD Ryzen 7 5825U,18462.0,240.0
192,"Dell 13"" Latitude 7320 Multi-Touch 2-in-1 Notebook",Windows 11 Pro,Intel Core i7-1180G7 (11th Gen),Intel Iris Graphics ,16,13.0,256,0.8,Quad-Core: 2.2 to 4.6 GHz ,1226.5,Dell,1920,1080,Intel Core i7-1180G7 (11th Gen),8270.0,1449.0
193,"Dell 14"" Latitude 5430 Rugged Laptop",Windows 10 Pro,Intel Core i5-1145G7 (11th Gen),Intel Iris Xe ,16,14.0,512,1.97,Quad-Core: 2.6 to 4 GHz ,1453.16,Dell,1920,1080,Intel Core i5-1145G7 (11th Gen),9970.0,1971.0
194,"Dell 14"" Latitude 5430 Rugged Multi-Touch Laptop",Windows 10 Pro,Intel Core i5-1145G7 (11th Gen),Intel Iris Xe,16,14.0,512,1.97,Quad-Core: 2.6 to 4 GHz,2013.58,Dell,1920,1080,Intel Core i5-1145G7 (11th Gen),9970.0,2690.0
195,"Dell 14"" Latitude 5440 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe,16,14.0,512,1.39,10-Core: Up to 5.2 GHz Performance (2 Cores)Up to 3.9 GHz Efficiency (8 Cores),1558.95,Dell,1920,1080,Intel Core i7-1365U (13th Gen),15451.0,2690.0
196,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.39,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1294.5,Dell,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
197,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.39,10-Core: Up to 5.2 GHz Performance (2 Cores)Up to 3.9 GHz Efficiency (8 Cores),1527.95,Dell,1920,1080,Intel Core i7-1365U (13th Gen),15451.0,1971.0
198,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.39,10-Core: Up to 4.6 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1169.95,Dell,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,1971.0
199,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,14.0,512,1.39,10-Core: Up to 5 GHz Performance (2 Cores)Up to 3.7 GHz Efficiency (8 Cores),1372.5,Dell,1920,1080,Intel Core i7-1355U (13th Gen),15287.0,1971.0
200,"Dell 14"" Latitude 5440 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1079.95,Dell,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
201,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1350P (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,12-Core: Up to 4.7 GHz Performance (4 Cores)Up to 3.5 GHz Efficiency (8 Cores),1239.95,Dell,1920,1080,Intel Core i5-1350P (13th Gen),20843.0,1971.0
202,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,14-Core: Up to 5.2 GHz Performance (6 Cores)Up to 3.9 GHz Efficiency (8 Cores),1444.95,Dell,1920,1080,Intel Core i7-1370P (13th Gen),21088.0,1971.0
203,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe,16,14.0,256,1.39,10-Core: Up to 5.2 GHz Performance (2 Cores)Up to 3.9 GHz Efficiency (8 Cores),1284.95,Dell,1920,1080,Intel Core i7-1365U (13th Gen),15451.0,2690.0
204,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1183.95,Dell,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
205,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,8,14.0,256,1.39,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),1049.95,Dell,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
206,"Dell 14"" Latitude 5440 Notebook",Windows 10 Home,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,8,14.0,256,1.39,10-Core: Up to 4.7 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),974.95,Dell,1920,1080,Intel Core i5-1345U (13th Gen),15348.0,1971.0
207,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1340P (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,12-Core: Up to 4.6 GHz Performance (4 Cores)Up to 3.4 GHz Efficiency (8 Cores),1167.5,Dell,1920,1080,Intel Core i5-1340P (13th Gen),20247.0,1971.0
208,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,10-Core: Up to 4.6 GHz Performance (2 Cores)Up to 3.4 GHz Efficiency (8 Cores),949.95,Dell,1920,1080,Intel Core i5-1335U (13th Gen),16980.0,1971.0
209,"Dell 14"" Latitude 5440 Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,14.0,256,1.39,10-Core: Up to 5 GHz Performance (2 Cores)Up to 3.7 GHz Efficiency (8 Cores),1259.95,Dell,1920,1080,Intel Core i7-1355U (13th Gen),15287.0,1971.0
210,"Dell 14"" Latitude 7430 Multi-Touch 2-in-1 Laptop (Wi-Fi Only, Refurbished)",Windows 10 Pro,Intel Core i5-1245U (12th Gen),Intel Iris Xe ,16,14.0,256,1.22,10-Core: Up to 4.4 GHz Performance (2 Cores)Up to 3.3 GHz Efficiency (8 Cores),637.5,Dell,1920,1080,Intel Core i5-1245U (12th Gen),13481.0,1971.0
211,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i5 1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1697.5,HP,1920,1200,Intel Core i5 1345U (13th Gen),15348.0,1971.0
212,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i7 1370P (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),1852.95,HP,1920,1200,Intel Core i7 1370P (13th Gen),21088.0,1971.0
213,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1552.95,HP,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
214,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1719.0,HP,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
215,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1640.33,HP,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
216,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1929.0,HP,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
217,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1467.5,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
218,"HP 13.3"" EliteBook 830 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1663.95,HP,1920,1200,Intel Core i7-1355U (13th Gen),15287.0,1971.0
219,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i5 1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1607.5,HP,1920,1200,Intel Core i5 1345U (13th Gen),15348.0,1971.0
220,"HP 14"" EliteBook 840 G10 Multi-Touch Laptop",Windows 11 Pro,Intel Core i5 1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1779.0,HP,1920,1200,Intel Core i5 1345U (13th Gen),15348.0,1971.0
221,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i5 1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1284.95,HP,1920,1200,Intel Core i5 1335U (13th Gen),16980.0,1971.0
222,"HP 14"" EliteBook 840 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5 1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1321.95,HP,1920,1200,Intel Core i5 1335U (13th Gen),16980.0,1971.0
223,"HP 14"" EliteBook 840 G10 Laptop",Windows 11 Pro,Intel Core i5 1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1440.91,HP,1920,1200,Intel Core i5 1335U (13th Gen),16980.0,1971.0
224,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i7 1360P (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),1697.5,HP,1920,1200,Intel Core i7 1360P (13th Gen),19333.0,1971.0
225,"HP 14"" EliteBook 840 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7 1360P (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),1878.95,HP,1920,1200,Intel Core i7 1360P (13th Gen),19333.0,1971.0
226,"HP 14"" EliteBook 840 G10 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7 1360P (13th Gen),Intel Iris Xe ,16,14.0,512,1.4,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),1444.95,HP,1920,1200,Intel Core i7 1360P (13th Gen),19333.0,1971.0
227,"HP 14"" EliteBook 840 G10 Notebook",Windows 11 Pro,Intel Core i5 1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1489.95,HP,1920,1200,Intel Core i5 1335U (13th Gen),16980.0,1971.0
228,"HP 14"" EliteBook 840 G10 Multi-Touch Laptop",Windows 11 Pro,Intel Core i5 1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.4,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1649.0,HP,1920,1200,Intel Core i5 1335U (13th Gen),16980.0,1971.0
229,"HP 14"" EliteBook 1040 G10 Multi-Touch Laptop",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),2056.79,HP,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
230,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1841.66,HP,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
231,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2112.9,HP,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,1971.0
232,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe ,32,14.0,512,1.17,12-Core: 1.9 to 5.2 GHz Performance (4 Cores)1.4 to 3.9 GHz Efficiency (8 Cores),2168.95,HP,1920,1200,Intel Core i7-1370P (13th Gen),21088.0,1971.0
233,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1720.06,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
234,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1696.5,HP,1920,1200,Intel Core i7-1355U (13th Gen),15287.0,1971.0
235,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe ,16,14.0,512,1.17,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1719.95,HP,1920,1200,Intel Core i7-1360P (13th Gen),19333.0,1971.0
236,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1370P (13th Gen),Intel Iris Xe,32,14.0,512,1.17,14-Core: 2.2 to 5 GHz Performance (6 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1999.95,HP,2560,1600,Intel Core i7-1370P (13th Gen),21088.0,2690.0
237,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1360P (13th Gen),Intel Iris Xe,32,14.0,512,1.17,12-Core: 2.2 to 5 GHz Performance (4 Cores)1.6 to 3.7 GHz Efficiency (8 Cores),1860.35,HP,2560,1600,Intel Core i7-1360P (13th Gen),19333.0,2690.0
238,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,14.0,256,1.17,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1449.95,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
239,"HP 14"" EliteBook 1040 G10 Laptop",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,14.0,1024,1.17,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),2112.9,HP,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
240,"HP 14"" EliteBook 845 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,14.0,512,1.33,6-Core: 3.2 to 4.9 GHz ,1373.99,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
241,"HP 14"" EliteBook 845 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,14.0,512,1.33,8-Core: 3.3 to 5.1 GHz ,1378.5,HP,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
242,"HP 14"" EliteBook 845 G10 Multi-Touch Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,14.0,512,1.33,8-Core: 3.3 to 5.1 GHz ,1589.13,HP,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
243,"HP 14"" EliteBook 845 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,32,14.0,512,1.33,8-Core: 3.3 to 5.1 GHz ,1675.05,HP,2560,1600,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
244,"HP 14"" EliteBook 845 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,14.0,256,1.33,6-Core: 3.2 to 4.9 GHz ,1239.95,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
245,"HP 14"" EliteBook 845 G10 Multi-Touch Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,14.0,256,1.33,6-Core: 3.2 to 4.9 GHz ,1276.95,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
246,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 5 PRO 7640HS,AMD Radeon 760M,16,14.0,512,1.4,6-Core: 4.3 to 5 GHz ,999.0,HP,1920,1200,AMD Ryzen 5 PRO 7640HS,22977.0,5493.0
247,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,32,14.0,512,1.4,8-Core: 3.8 to 5.1 GHz,1199.0,HP,1920,1200,AMD Ryzen 7 PRO 7840HS,26364.0,7108.0
248,"HP 14"" ZBook Firefly 14 G10 A Multi-Touch Mobile Workstation",Windows 11 Pro,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,32,14.0,512,1.4,8-Core: 3.8 to 5.1 GHz ,1663.95,HP,1920,1200,AMD Ryzen 7 PRO 7840HS,26364.0,7108.0
249,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,16,14.0,512,1.4,8-Core: 3.8 to 5.1 GHz ,1269.0,HP,1920,1200,AMD Ryzen 7 PRO 7840HS,26364.0,7108.0
250,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 9 PRO 7940HS,AMD Radeon 780M,16,14.0,512,1.4,8-Core: 4 to 5.2 GHz ,1775.95,HP,1920,1200,AMD Ryzen 9 PRO 7940HS,27909.0,7108.0
251,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 9 PRO 7940HS,AMD Radeon 780M,32,14.0,512,1.4,8-Core: 4 to 5.2 GHz ,1399.0,HP,1920,1200,AMD Ryzen 9 PRO 7940HS,27909.0,7108.0
252,"HP 14"" ZBook Firefly 14 G10 A Multi-Touch Mobile Workstation",Windows 11 Pro,AMD Ryzen 9 PRO 7940HS,AMD Radeon 780M,32,14.0,512,1.4,8-Core: 4 to 5.2 GHz ,1499.0,HP,1920,1200,AMD Ryzen 9 PRO 7940HS,27909.0,7108.0
253,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,16,14.0,512,1.4,8-Core: 3.8 to 5.1 GHz,1102.95,HP,2560,1600,AMD Ryzen 7 PRO 7840HS,26364.0,7108.0
254,"HP 14"" ZBook Firefly 14 G10 A Mobile Workstation",Windows 11 Pro,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,32,14.0,1024,1.4,8-Core: 3.8 to 5.1 GHz ,1832.5,HP,2560,1600,AMD Ryzen 7 PRO 7840HS,26364.0,7108.0
255,"HP 13.3"" EliteBook 835 G10 Multi-Touch Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,13.3,512,1.33,8-Core: 3.3 to 5.1 GHz ,1495.6,HP,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
256,"HP 13.3"" EliteBook 835 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,13.3,512,1.33,6-Core: 3.2 to 4.9 GHz ,1280.46,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
257,"HP 13.3"" EliteBook 835 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16,13.3,512,1.33,8-Core: 3.3 to 5.1 GHz ,1458.17,HP,1920,1200,AMD Ryzen 7 PRO 7840U,24556.0,7108.0
258,"HP 13.3"" EliteBook 835 G10 Multi-Touch Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,13.3,256,1.33,6-Core: 3.2 to 4.9 GHz ,1299.17,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
259,"HP 13.3"" EliteBook 835 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,16,13.3,256,1.33,6-Core: 3.2 to 4.9 GHz ,1261.77,HP,1920,1200,AMD Ryzen 5 PRO 7540U,17868.0,3436.0
260,"HP 13.3"" Elite x360 830 G10 2-in-1 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1345U (13th Gen),Intel Iris Xe ,16,13.3,512,1.34,10-Core: 1.6 to 4.7 GHz Performance (2 Cores)1.2 to 3.5 GHz Efficiency (8 Cores),1673.5,HP,1920,1200,Intel Core i5-1345U (13th Gen),15348.0,1971.0
261,"HP 13.3"" Elite x360 830 G10 2-in-1 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1365U (13th Gen),Intel Iris Xe ,16,13.3,512,1.34,10-Core: 1.8 to 5.2 GHz Performance (2 Cores)1.3 to 3.9 GHz Efficiency (8 Cores),1888.5,HP,1920,1200,Intel Core i7-1365U (13th Gen),15451.0,1971.0
262,"HP 13.3"" Elite x360 830 G10 2-in-1 Multi-Touch Notebook",Windows 11 Pro,Intel Core i5-1335U (13th Gen),Intel Iris Xe ,16,13.3,256,1.34,10-Core: 1.3 to 4.6 GHz Performance (2 Cores)0.9 to 3.4 GHz Efficiency (8 Cores),1479.95,HP,1920,1200,Intel Core i5-1335U (13th Gen),16980.0,1971.0
263,"HP 13.3"" Elite x360 830 G10 2-in-1 Multi-Touch Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),Intel Iris Xe ,16,13.3,256,1.34,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1643.5,HP,1920,1200,Intel Core i7-1355U (13th Gen),15287.0,1971.0
264,"HP 17"" ProBook 470 G10 Notebook",Windows 11 Pro,Intel Core i7-1355U (13th Gen),NVIDIA GeForce MX550 with 2 GB GDDR6 VRAM,16,17.3,512,2.1,10-Core: 1.7 to 5 GHz Performance (2 Cores)1.2 to 3.7 GHz Efficiency (8 Cores),1179.17,HP,1920,1080,Intel Core i7-1355U (13th Gen),15287.0,4601.0
265,"HP 14"" ProBook 445 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 7730U,AMD Radeon ,16,14.0,512,1.38,8-Core: 2 to 4.5 GHz ,809.0,HP,1920,1080,AMD Ryzen 7 7730U,18825.0,240.0
266,"HP 14"" ProBook 445 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 7530U,AMD Radeon ,8,14.0,256,1.38,6-Core: 2 to 4.5 GHz ,658.5,HP,1920,1080,AMD Ryzen 5 7530U,16506.0,240.0
267,"HP 14"" ProBook 445 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 7530U,AMD Radeon ,16,14.0,256,1.38,6-Core: 2 to 4.5 GHz ,788.5,HP,1920,1080,AMD Ryzen 5 7530U,16506.0,240.0
268,"HP 14"" ProBook 445 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 7730U,AMD Radeon ,32,14.0,1024,1.38,8-Core: 2 to 4.5 GHz ,1004.95,HP,1920,1080,AMD Ryzen 7 7730U,18825.0,240.0
269,"HP 15.6"" ProBook 455 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 7730U,AMD Radeon ,16,15.6,512,1.75,8-Core: 2 to 4.5 GHz ,819.0,HP,1920,1080,AMD Ryzen 7 7730U,18825.0,240.0
270,"HP 15.6"" ProBook 455 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 7530U,AMD Radeon ,16,15.6,256,1.75,6-Core: 2 to 4.5 GHz ,649.0,HP,1920,1080,AMD Ryzen 5 7530U,16506.0,240.0
271,"HP 15.6"" ProBook 455 G10 Notebook",Windows 11 Pro,AMD Ryzen 5 7530U,AMD Radeon ,8,15.6,256,1.75,6-Core: 2 to 4.5 GHz ,569.0,HP,1920,1080,AMD Ryzen 5 7530U,16506.0,240.0
272,"HP 15.6"" ProBook 455 G10 Notebook",Windows 11 Pro,AMD Ryzen 7 7730U,AMD Radeon ,32,15.6,1024,1.75,8-Core: 2 to 4.5 GHz ,1108.99,HP,1920,1080,AMD Ryzen 7 7730U,18825.0,240.0
