Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
Other,17229.0,926.0,13.0,2160,1440,16.0,1024.0,Windows 11,3.02,1219.99
Dell,15287.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1529.99
MSI,19333.0,1971.0,13.3,1920,1200,32.0,1024.0,Windows 10,0.99,1289.99
Dell,12012.0,7176.0,17.0,1920,1200,32.0,512.0,Windows 10,2.09,2658.13
HP,9891.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.68,728.79
Dell,2443.0,22459.0,15.6,1920,1080,32.0,1000.0,Windows 10,3.64,2147.41
HP,3855.0,37.0,15.6,1366,768,8.0,256.0,Windows 10,1.77,479.79
Dell,8185.0,23757.0,17.3,1920,1080,32.0,2000.0,Windows 11,3.64,2598.74
HP,20247.0,926.0,16.0,1920,1200,16.0,256.0,Windows 11,3.02,1587.99
Dell,9891.0,926.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,587.79
Acer,15084.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.3,769.0
Lenovo,26364.0,7108.0,16.0,1920,1200,16.0,512.0,Windows 10,1.94,1779.95
Lenovo,32929.0,19560.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.5,1899.0
Dell,26454.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,3.64,1922.0
HP,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.74,398.33
Lenovo,15451.0,2690.0,14.0,1920,1200,32.0,512.0,Windows 11,1.78,1464.5
LG,20247.0,1971.0,14.0,1920,1200,8.0,256.0,Windows 10,1.0,1249.0
HP,3310.0,1476.0,11.6,1366,768,8.0,32.0,Other,1.26,321.99
Dell,15451.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.39,1527.95
MSI,17229.0,12961.0,16.0,2560,1600,16.0,512.0,Windows 11,2.1,1571.54
Lenovo,24887.0,22459.0,16.0,2560,1600,16.0,1024.0,Windows 11,2.62,1499.99
Lenovo,28003.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,2.04,1199.0
HP,17229.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1229.0
HP,10346.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,3.01,999.99
Dell,2010.0,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,2.23,797.0
Lenovo,23276.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,2.05,939.49
Lenovo,13446.0,12984.0,14.0,1920,1080,8.0,2048.0,Windows 10,1.77,799.99
Asus,11027.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,439.99
HP,11027.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.77,450.0
Microsoft,14043.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1835.05
Acer,4982.0,926.0,15.6,1920,1080,12.0,256.0,Windows 10,2.22,516.99
Acer,21525.0,10181.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.68,956.79
Lenovo,6132.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,2.46,439.99
Lenovo,9891.0,1042.0,14.0,1920,1080,8.0,256.0,Other,1.67,716.0
Lenovo,26423.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,2.41,1759.0
HP,6132.0,926.0,15.6,1920,1080,8.0,128.0,Windows 11,2.21,499.99
Lenovo,13775.0,1042.0,14.0,1920,1080,8.0,256.0,Windows 10,1.49,1099.98
Dell,14043.0,2690.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.61,1149.99
HP,9891.0,926.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,628.79
Lenovo,15287.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.89,870.99
LG,20247.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.54,1056.19
HP,15451.0,21775.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.63,2063.73
Lenovo,15853.0,2040.0,14.0,1920,1080,8.0,512.0,Windows 11,1.63,589.99
HP,2350.0,1042.0,15.6,1366,768,8.0,1024.0,Windows 10,1.92,610.0
MSI,26423.0,25351.0,17.3,2560,1440,32.0,1024.0,Windows 11,4.86,3641.99
Dell,9970.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.19,1563.91
Lenovo,18753.0,1476.0,15.6,1920,1080,32.0,512.0,Windows 10,1.77,1099.99
Lenovo,4050.0,73.0,11.6,1366,768,4.0,32.0,Other,2.22,255.99
Lenovo,1556.0,324.0,14.0,1366,768,4.0,64.0,Windows 11,1.41,433.32
Lenovo,1531.0,1476.0,14.0,1366,768,20.0,128.0,Windows 11,1.5,399.0
Dell,3122.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.65,1154.99
Asus,1316.0,124.0,10.5,1920,1200,4.0,128.0,Windows 11,2.19,443.17
Asus,7460.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.13,479.99
Lenovo,15287.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.37,1724.95
Asus,24268.0,14691.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.2,1419.0
Dell,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,2.42,349.99
Dell,6830.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,2.09,923.99
Acer,15084.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.15,879.0
Lenovo,26423.0,8274.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.32,1504.99
Lenovo,13481.0,2690.0,14.0,1920,1080,8.0,256.0,Other,1.48,1017.63
Asus,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.45,511.75
Asus,17229.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.59,1538.57
Lenovo,18825.0,1792.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.21,945.45
Asus,9339.0,1476.0,17.3,1600,900,8.0,256.0,Windows 11,2.1,482.99
Lenovo,9970.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,2.9,1399.99
Dell,23728.0,12961.0,15.6,3840,2160,16.0,1000.0,Windows 11,3.64,2179.35
Dell,26423.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.27,977.49
Asus,16506.0,1792.0,16.0,1920,1200,8.0,512.0,Windows 11,1.88,577.99
Dell,18462.0,4601.0,15.6,1920,1080,16.0,256.0,Windows 11,1.64,1079.99
Asus,4982.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 10,1.82,329.0
HP,18753.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.5,839.0
Acer,17441.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.21,649.0
Asus,18658.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.62,1339.99
Asus,26423.0,26876.0,15.6,1920,1080,24.0,1024.0,Windows 11,3.64,1439.0
Acer,2003.0,1476.0,17.3,1920,1080,4.0,128.0,Other,2.23,326.72
Asus,14526.0,7868.0,17.3,1920,1080,8.0,512.0,Windows 11,2.6,688.0
LG,10346.0,1476.0,17.0,2560,1600,16.0,2048.0,Windows 10,1.36,999.0
Asus,22681.0,25351.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.3,2049.0
Lenovo,9716.0,2040.0,14.0,1920,1080,4.0,128.0,Windows 10,1.5,359.0
HP,2502.0,1476.0,12.5,1366,768,16.0,500.0,Windows 10,1.34,223.98
Dell,13775.0,926.0,14.0,1920,1200,16.0,1024.0,Windows 11,1.92,849.0
Other,29690.0,19560.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.2,1199.0
HP,11027.0,1476.0,15.6,1366,768,16.0,1024.0,Windows 11,1.55,538.0
HP,6132.0,1476.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.1,499.79
Dell,26423.0,17089.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.68,2159.0
HP,16980.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,1.85,672.0
Dell,15348.0,4253.0,15.6,1920,1080,8.0,256.0,Windows 11,2.86,699.0
HP,11471.0,1792.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.74,429.0
Acer,26423.0,22459.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.6,1029.99
HP,26364.0,7108.0,15.6,1920,1080,16.0,512.0,Windows 10,1.96,1099.0
Acer,16162.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.2,999.0
Asus,6132.0,4253.0,17.3,1920,1080,8.0,256.0,Windows 11,1.74,379.99
Lenovo,13554.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.64,749.0
Other,17229.0,1476.0,14.0,1920,1200,16.0,512.0,Windows 11,0.8,1244.39
Microsoft,13554.0,2690.0,13.5,2256,1504,8.0,256.0,Windows 11,1.27,799.99
MSI,26423.0,22459.0,17.3,1920,1080,16.0,512.0,Windows 11,1.48,1351.44
Dell,13481.0,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.71,799.99
Acer,4982.0,926.0,15.6,1920,1080,4.0,2048.0,Windows 10,1.77,749.99
Dell,12421.0,19560.0,15.6,1366,768,32.0,4000.0,Windows 11,3.64,2360.02
Lenovo,27476.0,22064.0,16.0,1920,1200,16.0,1024.0,Windows 10,2.2,2634.95
Dell,26423.0,12961.0,16.0,1920,1200,16.0,512.0,Windows 10,1.86,979.99
Dell,2502.0,1476.0,14.0,1366,768,8.0,128.0,Windows 10,1.55,239.98
Lenovo,2499.0,1476.0,12.5,1366,768,8.0,256.0,Windows 10,1.5,210.98
Lenovo,14631.0,1042.0,14.0,1920,1080,8.0,128.0,Windows 11,1.5,264.0
Acer,17441.0,12961.0,17.3,1920,1080,16.0,512.0,Windows 10,1.88,1159.0
Asus,9891.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 10,2.32,569.0
MSI,18753.0,19560.0,15.6,1920,1080,16.0,512.0,Windows 10,2.1,1399.99
Asus,21525.0,2690.0,14.5,2880,1800,8.0,512.0,Windows 11,1.63,946.24
Dell,23276.0,4253.0,15.6,1366,768,64.0,1000.0,Windows 11,1.59,1307.45
Dell,2947.0,6020.0,14.0,2240,1400,32.0,1024.0,Windows 11,1.55,1229.3
Dell,14043.0,2690.0,14.0,1920,1080,16.0,2048.0,Windows 11,2.6,1479.0
Apple,23805.0,3013.0,14.2,3024,1964,36.0,2048.0,Windows 10,1.6,2999.0
Acer,28906.0,14691.0,17.3,1920,1080,16.0,1024.0,Windows 11,1.23,1143.99
HP,10346.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,725.0
Dell,15348.0,1971.0,13.3,1920,1080,16.0,512.0,Windows 10,1.35,1331.95
Other,17229.0,324.0,15.6,1920,1080,16.0,512.0,Windows 10,1.63,1302.5
Asus,23276.0,22459.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.0,1428.98
Other,23896.0,13138.0,16.0,2560,1600,32.0,2048.0,Windows 11,2.4,1399.99
Lenovo,13144.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 11,2.4,484.97
HP,6132.0,1476.0,15.6,1920,1080,20.0,512.0,Windows 10,2.14,536.59
Lenovo,16980.0,2690.0,14.0,2240,1400,8.0,1024.0,Windows 11,1.55,859.99
Asus,29690.0,12961.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.93,1189.0
Acer,1108.0,1476.0,14.0,1920,1200,4.0,32.0,Other,1.77,279.99
Apple,35380.0,13357.0,14.2,3024,1964,64.0,1024.0,Windows 10,1.6,3899.0
Dell,34306.0,26876.0,16.0,1920,1200,32.0,2000.0,Windows 11,3.64,2697.6
Dell,3122.0,12961.0,17.0,1920,1200,64.0,4096.0,Windows 11,2.32,2335.99
Apple,15398.0,2152.0,13.6,2560,1664,24.0,512.0,Windows 10,1.24,1799.0
Apple,1536.0,2152.0,13.6,2560,1664,8.0,512.0,Windows 10,1.24,1199.0
MSI,17229.0,12961.0,14.0,1920,1080,16.0,512.0,Windows 11,2.1,899.0
Dell,2350.0,17089.0,17.0,3840,2160,16.0,2000.0,Windows 11,3.64,2478.67
HP,13144.0,1792.0,17.3,1920,1080,16.0,1024.0,Windows 10,1.77,886.79
Lenovo,2003.0,4253.0,15.6,1920,1080,8.0,64.0,Other,2.5,290.49
Dell,23276.0,7576.0,17.0,1920,1200,32.0,4096.0,Windows 10,2.51,3052.65
Lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.16,1194.99
HP,2470.0,1476.0,14.0,1366,768,8.0,512.0,Windows 10,2.54,244.98
Acer,21525.0,10181.0,15.6,1920,1080,32.0,512.0,Windows 10,2.68,956.79
Dell,24971.0,1476.0,13.3,1920,1080,16.0,1000.0,Windows 11,1.13,733.38
Dell,23062.0,1476.0,15.6,1366,768,16.0,128.0,Windows 10,2.44,1190.59
Dell,23728.0,23757.0,17.3,3840,2160,16.0,512.0,Windows 11,3.64,2837.39
Lenovo,17868.0,1792.0,14.0,1920,1200,16.0,256.0,Windows 11,1.83,1118.64
HP,34115.0,19560.0,16.1,2560,1440,64.0,4096.0,Windows 11,2.32,2409.0
Acer,10346.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 11,1.2,623.68
Dell,13775.0,6020.0,16.0,1920,1200,64.0,2048.0,Windows 11,2.22,1239.99
Dell,23728.0,12961.0,17.0,1920,1200,32.0,2000.0,Windows 11,3.64,2761.59
MSI,11287.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 10,1.86,1039.0
Asus,26454.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,1.82,1149.99
HP,13144.0,1476.0,17.3,1920,1080,16.0,512.0,Windows 11,1.77,713.5
Dell,3928.0,1476.0,13.4,3456,2160,16.0,512.0,Windows 11,1.23,949.66
Dell,23656.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.98,1209.0
Acer,24971.0,10181.0,15.6,1920,1080,8.0,1024.0,Windows 11,2.68,1056.79
Dell,15735.0,17089.0,15.6,2560,1440,16.0,512.0,Windows 11,3.64,1724.66
Dell,9891.0,926.0,14.0,1920,1080,16.0,256.0,Windows 11,1.77,739.99
Lenovo,14922.0,37.0,13.3,1920,1200,8.0,256.0,Windows 10,0.97,970.99
MSI,24971.0,25351.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.08,1519.99
Lenovo,17441.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.7,899.99
Lenovo,19333.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.71,2289.0
Dell,15451.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1547.5
Lenovo,27476.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,2.2,2739.95
Dell,3013.0,1124.0,14.0,1366,768,4.0,32.0,Other,2.57,414.11
Acer,5440.0,7576.0,17.3,1920,1080,16.0,512.0,Windows 10,3.18,879.0
Lenovo,6734.0,1124.0,15.6,1920,1080,8.0,256.0,Windows 11,2.41,465.19
HP,9737.0,1476.0,17.3,1600,900,16.0,1024.0,Windows 11,1.81,611.99
Lenovo,16980.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.74,895.97
HP,13554.0,2690.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,679.79
Acer,24971.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.76,1045.0
Acer,24971.0,10181.0,15.6,1920,1080,16.0,2048.0,Windows 11,2.68,1196.79
HP,17329.0,1449.0,16.5,1920,1080,12.0,512.0,Windows 11,2.37,629.99
Lenovo,27476.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,2.2,2779.5
Microsoft,11757.0,13772.0,14.4,2400,1600,32.0,2048.0,Windows 11,1.81,3617.99
HP,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,498.76
HP,18435.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,1.18,618.0
HP,19333.0,1927.0,14.0,1920,1200,16.0,512.0,Windows 11,2.96,1472.64
MSI,17443.0,7868.0,15.6,1920,1080,8.0,256.0,Windows 10,1.86,579.0
HP,3855.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.85,399.0
HP,9891.0,926.0,17.3,1920,1080,20.0,512.0,Windows 11,2.22,801.79
Other,1417.0,324.0,15.6,1920,1080,4.0,32.0,Other,2.11,303.95
Dell,13554.0,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,1.77,535.0
HP,184.0,369.0,11.6,1366,768,4.0,128.0,Windows 10,1.23,415.68
Dell,26423.0,12961.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.96,1209.0
Asus,28523.0,23757.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.3,2299.0
Dell,24971.0,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,3.64,1079.91
Acer,1655.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 11,2.45,355.0
Other,21525.0,17089.0,15.6,1920,1080,18.0,512.0,Windows 11,2.99,879.94
Apple,1536.0,1722.0,13.6,2560,1664,8.0,256.0,Windows 10,1.24,949.0
Dell,9970.0,2690.0,13.3,1366,768,8.0,256.0,Windows 10,1.5,449.99
Lenovo,27933.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.36,1729.39
Acer,14922.0,1792.0,14.0,1920,1080,8.0,256.0,Windows 10,1.6,598.95
Acer,17441.0,12961.0,17.3,1920,1080,16.0,512.0,Windows 11,1.94,1159.0
Acer,17329.0,12961.0,15.6,1920,1080,24.0,1024.0,Windows 11,2.1,869.0
Asus,10346.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 10,2.0,589.99
MSI,23276.0,19560.0,15.6,1920,1080,8.0,4096.0,Windows 10,2.0,1678.88
Lenovo,17441.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.51,899.0
Acer,3089.0,1476.0,14.0,1366,768,8.0,128.0,Other,1.55,390.2
Dell,9891.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 10,2.22,519.46
Lenovo,21133.0,12961.0,17.3,1920,1080,64.0,2048.0,Windows 11,3.0,1349.99
Lenovo,9891.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 10,4.08,740.0
Lenovo,15348.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.38,1920.17
HP,17229.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,789.99
Dell,23656.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,2.15,1099.0
MSI,23276.0,17089.0,16.0,2560,1600,64.0,4096.0,Windows 11,1.59,2109.0
Acer,2350.0,19560.0,15.6,2560,1440,16.0,1024.0,Windows 10,1.84,1279.98
Lenovo,21133.0,10181.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.31,1245.0
Asus,3310.0,1476.0,11.6,1366,768,8.0,32.0,Other,2.69,199.99
Microsoft,14043.0,1971.0,15.0,2496,1664,16.0,256.0,Windows 10,1.56,1835.05
Asus,24268.0,19560.0,17.3,1920,1080,32.0,1024.0,Windows 11,1.6,1959.99
Other,21525.0,7320.0,14.0,2880,1800,16.0,1024.0,Windows 10,1.49,1249.0
Lenovo,9491.0,1476.0,14.0,1920,1080,4.0,128.0,Windows 10,1.77,288.0
Dell,27476.0,1344.0,16.0,1920,1200,32.0,512.0,Windows 11,1.53,2815.78
Dell,15348.0,2690.0,13.3,1920,1080,16.0,256.0,Windows 11,1.81,1347.21
HP,6132.0,1476.0,14.0,1366,768,8.0,128.0,Windows 10,1.6,464.99
HP,17441.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 10,3.64,759.0
HP,15287.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.75,1129.0
Lenovo,16980.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,1284.82
Lenovo,15287.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.5,1268.95
Lenovo,13775.0,2690.0,14.0,2880,1800,16.0,1024.0,Windows 11,1.5,1159.0
Acer,2424.0,4.0,11.6,1366,768,4.0,32.0,Other,2.17,180.0
Dell,17229.0,4601.0,16.0,3840,2400,64.0,2048.0,Windows 11,2.38,1299.0
Dell,24971.0,6608.0,14.0,1920,1080,64.0,2000.0,Windows 11,3.64,3296.29
Dell,2350.0,1476.0,15.6,1920,1080,32.0,512.0,Windows 11,3.59,951.71
Lenovo,6228.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.41,673.19
Dell,13775.0,2690.0,15.6,1920,1080,64.0,1024.0,Windows 11,2.0,1049.0
Lenovo,23276.0,926.0,12.5,1366,768,8.0,256.0,Windows 10,2.15,759.0
Lenovo,9072.0,1792.0,15.6,1920,1080,8.0,512.0,Windows 11,1.66,389.99
Lenovo,17286.0,240.0,16.0,1920,1200,8.0,512.0,Windows 11,2.09,625.0
Dell,10779.0,4.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.74,292.98
HP,7773.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 10,1.43,594.99
Dell,24971.0,4253.0,15.6,1920,1080,16.0,2000.0,Windows 10,1.59,1218.52
HP,13481.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.31,2047.99
Dell,2350.0,324.0,11.6,1366,768,8.0,64.0,Windows 10,1.42,344.57
Dell,16980.0,2690.0,16.0,1920,1200,16.0,256.0,Windows 10,1.84,1392.95
Dell,24971.0,1476.0,14.0,1920,1200,16.0,256.0,Windows 11,1.27,607.98
HP,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 11,1.64,508.0
Dell,1628.0,2040.0,15.6,1366,768,32.0,1024.0,Windows 11,1.64,757.05
Asus,24268.0,240.0,17.3,1920,1080,16.0,512.0,Windows 11,1.91,1099.0
Dell,23276.0,7868.0,15.6,1920,1200,32.0,1024.0,Windows 10,1.56,2012.77
Apple,14191.0,1506.0,13.3,2560,1600,8.0,512.0,Windows 10,1.3,1199.0
Lenovo,10641.0,926.0,15.6,1920,1080,20.0,1024.0,Windows 10,2.68,623.79
Lenovo,10984.0,7868.0,15.6,1920,1080,16.0,512.0,Windows 11,2.25,819.0
Lenovo,20843.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,2.21,560.0
Apple,18877.0,2152.0,14.2,3024,1964,24.0,2048.0,Windows 10,1.5,2599.0
Acer,15084.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.15,829.0
HP,9891.0,2690.0,17.3,1600,900,16.0,1024.0,Windows 10,2.68,688.79
HP,5455.0,324.0,11.6,1366,768,8.0,256.0,Windows 10,1.47,696.5
HP,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,3.02,479.0
Dell,23728.0,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,3.64,1924.22
Dell,26454.0,1476.0,14.0,1920,1200,32.0,1000.0,Windows 11,3.64,1353.65
Lenovo,21088.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,1.71,2149.0
Lenovo,6026.0,1402.0,14.0,1920,1080,8.0,128.0,Windows 10,1.77,919.99
Lenovo,10280.0,2690.0,15.6,1920,1080,40.0,1024.0,Windows 10,2.32,1049.99
HP,9891.0,4253.0,13.3,1920,1080,8.0,512.0,Windows 11,1.91,619.99
HP,1108.0,926.0,11.6,1366,768,4.0,32.0,Other,2.22,246.0
Dell,3122.0,17089.0,15.6,1920,1080,8.0,512.0,Windows 11,2.02,1154.99
HP,16506.0,1792.0,13.3,1920,1080,16.0,256.0,Windows 11,1.55,988.72
MSI,23276.0,19560.0,15.6,1920,1080,8.0,512.0,Windows 11,2.43,1059.99
Acer,15287.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.25,649.99
Asus,23276.0,12961.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.0,1399.99
Other,17441.0,926.0,12.0,2160,1440,8.0,256.0,Windows 10,1.76,759.99
Lenovo,6136.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,2.16,988.0
MSI,11045.0,12961.0,16.0,2560,1600,16.0,1024.0,Windows 10,1.9,2118.99
Dell,18462.0,4601.0,15.6,1920,1080,64.0,4096.0,Windows 11,1.68,1599.99
HP,18753.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,3.32,749.0
Acer,8473.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.3,1159.0
Asus,15826.0,12961.0,17.3,1920,1800,64.0,4096.0,Windows 10,2.6,1639.0
Lenovo,16980.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,2.13,831.34
Dell,16980.0,4253.0,14.0,1920,1080,16.0,256.0,Windows 11,2.43,894.99
Lenovo,32929.0,19560.0,16.0,2560,1600,16.0,2048.0,Windows 11,1.78,1969.0
Asus,14526.0,7868.0,17.3,1920,1080,12.0,512.0,Windows 10,1.78,949.0
Asus,26423.0,26876.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.73,1489.99
Dell,15251.0,7576.0,15.6,1920,1200,32.0,1024.0,Windows 10,2.09,2166.75
Dell,23728.0,17089.0,16.0,3072,1920,32.0,1000.0,Windows 11,3.64,1655.17
Lenovo,10346.0,1476.0,15.6,1920,1080,40.0,2048.0,Windows 10,1.8,1589.0
Lenovo,14043.0,3729.0,15.6,1920,1080,16.0,512.0,Windows 11,2.27,929.0
HP,21088.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.42,1448.95
Acer,17329.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.47,959.0
Dell,6132.0,1476.0,15.6,1920,1080,16.0,2048.0,Windows 11,1.77,549.0
Apple,23805.0,6010.0,14.2,3024,1964,36.0,1024.0,Windows 10,1.6,2799.0
HP,27909.0,1792.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.66,2069.99
Lenovo,16506.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.75,529.0
Dell,10552.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 10,2.09,669.89
Dell,26423.0,17089.0,16.0,2560,1600,32.0,1024.0,Windows 10,3.64,1599.0
HP,21088.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1607.5
Apple,14191.0,1506.0,13.3,2560,1600,8.0,512.0,Windows 10,1.3,1199.0
Dell,19012.0,12961.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,889.99
Lenovo,9891.0,926.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,1006.0
Lenovo,16980.0,1476.0,14.0,1920,1200,16.0,512.0,Windows 10,1.84,863.64
Dell,15451.0,1971.0,13.3,1920,1200,16.0,512.0,Windows 10,0.98,1429.95
HP,7460.0,1042.0,14.0,1920,1080,16.0,512.0,Windows 10,1.67,651.79
HP,2521.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.75,849.0
Asus,21133.0,2324.0,15.6,1920,1080,16.0,512.0,Windows 11,2.68,799.0
HP,9737.0,1476.0,17.3,1600,900,8.0,256.0,Windows 11,2.09,438.09
Dell,15451.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.06,1618.95
Microsoft,9891.0,2690.0,12.3,2736,1824,8.0,256.0,Windows 10,0.77,869.0
HP,15287.0,2690.0,13.5,1920,1080,16.0,512.0,Windows 11,1.32,1400.11
Lenovo,10936.0,14124.0,17.3,1920,1080,16.0,1024.0,Windows 10,1.24,2262.86
Dell,9891.0,926.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.77,549.79
HP,7460.0,926.0,15.6,1366,768,16.0,128.0,Windows 10,1.77,639.79
Acer,23276.0,19560.0,15.6,1920,1080,16.0,512.0,Windows 11,2.5,1369.0
HP,29690.0,19560.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.68,1599.0
